	Cluster_14 MPP3KO_Cl6,MPP4WT_Cl22	Cluster_3 MPP3KO_Cl21,MPP4KO_Cl2	Cluster_30 MPP3KO_Cl22,MPP3KO_Cl16,MPP3KO_Cl15	Cluster_13 MPP3KO_Cl9,MPP4KO_Cl7,MPP4WT_Cl6	MPP3KO_Cluster_18 MPP3KO_Cl18	Cluster_9 MPP3KO_Cl11,MPP4WT_Cl13	MPP3KO_Cluster_10 MPP3KO_Cl10	Cluster_25 MPP3KO_Cl8,MPP4WT_Cl9	Cluster_23 MPP3KO_Cl1,MPP4WT_Cl12	Cluster_33 MPP3KO_Cl13,MPP3WT_Cl13,MPP3WT_Cl12	Cluster_26 MPP3KO_Cl5,MPP3KO_Cl4,MPP4WT_Cl4	Cluster_39 MPP3KO_Cl20,MPP3WT_Cl9	MPP3KO_MA1536.1 MPP3KO_Cl17	MPP3KO_MA0506.1 MPP3KO_Cl14	Cluster_16 MPP3KO_Cl12,MPP4WT_Cl17	MPP3KO_MA0067.1 MPP3KO_Cl23	Cluster_12 MPP3KO_Cl7,MPP4WT_Cl21,MPP4WT_Cl20	MPP3KO_MA1616.1 MPP3KO_Cl3	Cluster_29 MPP3KO_Cl19,MPP4WT_Cl3	MPP3KO_Cluster_2 MPP3KO_Cl2	Cluster_4 MPP3WT_Cl14,MPP3WT_Cl3,MPP4KO_Cl1	Cluster_5 MPP3WT_Cl8,MPP4KO_Cl4	Cluster_22 MPP3WT_Cl1,MPP3WT_Cl2	MPP3WT_MA0739.1 MPP3WT_Cl7	Cluster_7 MPP3WT_Cl4,MPP4KO_Cl5,MPP4KO_Cl7(...)	MPP3WT_Cluster_5 MPP3WT_Cl5	MPP3WT_MA0513.1 MPP3WT_Cl6	MPP3WT_MA1581.1 MPP3WT_Cl10	MPP3WT_Cluster_11 MPP3WT_Cl11	Cluster_1 MPP4KO_Cl6,MPP4KO_Cl3	MPP4WT_Cluster_5 MPP4WT_Cl5	MPP4WT_MA0041.1 MPP4WT_Cl14	MPP4WT_MA0850.1 MPP4WT_Cl15	MPP4WT_MA0109.1 MPP4WT_Cl10	Cluster_18 MPP4WT_Cl19,MPP4WT_Cl18	MPP4WT_Cluster_11 MPP4WT_Cl11	MPP4WT_MA0676.1 MPP4WT_Cl8	MPP4WT_MA0687.1 MPP4WT_Cl1	MPP4WT_Cluster_16 MPP4WT_Cl16	MPP4WT_MA1585.1 MPP4WT_Cl2	MPP3WT_MA0079.4 MPP3WT_SP1
Cluster_14 MPP3KO_Cl6,MPP4WT_Cl22	0.0	-0.024832882490864943	0.5377544386426288	-0.05601375122836666	-0.049470377982715245	-0.07923480467550312	-0.06805512686365982	-0.0191857676645685	-0.25088301040537186	0.5868698804367074	-0.07753851359235095	-0.06729018546977196	-0.033305647668927955	-0.04007034149371532	-0.12200053142534056	-0.02081437974905783	-0.09402736553782223	-0.09244511577329094	-0.07467244588041706	-0.08516168789792841	-0.13152698291062961	1.023516499055875	0.7080101441578224	-0.04649300256050591	-0.21951046676373195	-0.09719531188422141	-0.10875046128476487	-0.09011519967895854	-0.1409790022176519	-0.1323791820036958	-0.07646277399891097	-0.18373992378432394	-0.05306067552115139	-0.01625000218675361	-0.11853506240373281	-0.1647191102249985	-0.048005001006737505	-0.24918491175621357	-0.05748600161034383	-0.05862691504587648	-0.1652861360529926
Cluster_3 MPP3KO_Cl21,MPP4KO_Cl2	-0.024832882490864943	0.0	-0.20989114105710438	-0.0908060864680487	-0.9603075349297837	-0.18109008435245103	0.1573358470102341	-0.14590999056609466	0.12201178101201918	1.8518475263065095	0.5026614838659827	-0.20816680561938306	-0.020117893407753426	-1.4028377779072063	-0.09444065497654872	-0.04673335585892251	-0.1281342021646648	-0.3184453380969468	-0.5688092448966515	0.18657237599120546	-0.09828796817790826	-0.9968675188017103	-0.39178581325745937	-0.28688361666843903	-2.096634613958822	0.8792565539610732	0.7134600875074936	-0.673757837952429	-0.0162518535212738	-1.251518749845333	-0.037574848075947714	-0.2031736443732911	-0.2256299993847526	1.1221197025953218	-0.22064811003902396	-0.08128796182238679	-0.1707932990282815	0.11053042883315894	0.16568383724964234	-0.27822650376783586	-2.0143737992166604
Cluster_30 MPP3KO_Cl22,MPP3KO_Cl16,MPP3KO_Cl15	0.5377544386426288	-0.20989114105710438	0.0	-0.09771547925883357	-0.25504388165359826	-0.18051203434988472	0.20823904724133444	-0.14893837876074342	0.746254398530133	1.7697696128849816	0.3703679580809587	-0.24322998201704307	-0.21649104643908398	-0.34963828274333386	-0.11650920386237963	-0.10643826331646446	-0.2231744933920145	-0.29634470830995324	0.2395901618471956	-0.2819594562596416	0.593407307489685	0.3867286865695442	-1.0179836619339089	-0.4180507847687873	-0.13289357670756646	-0.3478196839977878	-0.4079813503373932	0.16645499717180356	-0.1063474713539424	-0.6324598770851048	-0.18524708735362017	0.36432854052978025	0.5396226787227435	-0.13234265710260557	0.3693444591739269	0.3349804025861091	-0.1802536692515484	-0.6452025588241688	-0.22331801685059932	0.4937023674571906	-0.3053242300210461
Cluster_13 MPP3KO_Cl9,MPP4KO_Cl7,MPP4WT_Cl6	-0.05601375122836666	-0.0908060864680487	-0.09771547925883357	0.0	-0.05603435540861883	0.705284278933998	-0.061570071094735127	-0.05447929434358035	0.21583627769004118	-0.11238886156917634	-0.06469016813236252	-0.07771999494359429	-0.071147897748794	-0.08539673674684985	-0.06614325735240471	-0.05133254055831045	-0.14544297592368577	-0.10083373761544756	-0.12580475238775948	0.64207508765059	1.1541742278954008	2.006664499256947	0.034904748971968574	-0.09474852398129155	2.3319624434365664	-0.1758413362241196	0.4905714200841255	1.2463258377770725	-0.17550583599757427	0.7259983912450094	0.1502000528589231	-0.1128842356424155	-0.04164974761301114	-0.057318681740522626	0.26534945234549134	0.42938875174912544	-0.0953454997088913	0.34162595881182856	-0.07048442946554687	0.6524229120348303	0.7453169672705876
MPP3KO_Cluster_18 MPP3KO_Cl18	-0.049470377982715245	-0.9603075349297837	-0.25504388165359826	-0.05603435540861883	0.0	-0.13947352054604611	-0.2556011157713263	-0.11101555761627689	-0.4098813933037128	-0.39587386608691455	-0.23664433823102002	-0.18246555812376827	-0.2613975600209808	-1.5165365783686884	-0.06523688449283822	0.2549200263204861	1.4626294071980437	-0.47617547206662647	-0.5023423088911879	1.0546855959021941	0.22091443025202495	0.1972046622029059	-0.7791396475854603	-0.017775686982232974	-2.086037220886667	-0.5083581606207546	-0.5730453616914605	-0.053870036183248614	-0.8538550137408875	-1.8536540331700648	-0.02629979601953176	-0.16841423464491925	0.472335015415415	-0.10732330518630444	-0.10920248420545867	-0.2703884038444118	0.5602432711205152	-0.4524824563660578	0.4041633051814166	-0.1767572038801676	-1.4144849181701196
Cluster_9 MPP3KO_Cl11,MPP4WT_Cl13	-0.07923480467550312	-0.18109008435245103	-0.18051203434988472	0.705284278933998	-0.13947352054604611	0.0	0.46108289160427113	-0.07459952044851946	-0.29392074130878915	2.6928753391801763	-0.21826851374316594	-0.18450117159285487	0.4826896167945304	-0.29734236905163386	-0.14561593936338885	0.6325904519336415	0.36316397729993055	0.376175299715842	1.521559513620258	-0.21849224441789272	1.5081944088470536	0.03100510676900967	0.5630600825678007	-0.2703195484484474	0.6613253146214645	1.6680830750966085	0.48384802360622764	0.6925788742386866	1.4502117772269243	1.1387334073821993	-0.13336250056324367	-0.5315672439079038	4.095158275897266	-0.12684889264215846	0.8046791598987322	0.14281980280988246	0.9326758302082986	0.3728743344975829	0.4474129439417031	-0.14131060439072668	1.2405286173673544
MPP3KO_Cluster_10 MPP3KO_Cl10	-0.06805512686365982	0.1573358470102341	0.20823904724133444	-0.061570071094735127	-0.2556011157713263	0.46108289160427113	0.0	-0.10321756252596563	-0.3499403680003029	1.3497348758690142	0.23923202510727332	0.30262472655292405	0.3663127922349116	-0.4888726835044431	-0.1559234979224549	0.5368697271452108	-0.18693661970142367	0.23653592766471515	0.057736759673101	0.2805151353748729	2.5847976541857665	-0.13384681572873183	0.21005440603727232	0.16764291636315964	-0.35231060828139654	2.3634843507313787	0.8972855734129256	-0.01854820687919423	0.6918282067475071	-0.3729717926581263	-0.11496222444420422	-0.2006589128686124	0.4677234607317982	-0.12980651937824353	-0.30851020604861107	0.2882806034966526	0.4613100981074154	-0.19623519687219415	0.680163165676287	-0.1777779540663511	-0.7100482840016212
Cluster_25 MPP3KO_Cl8,MPP4WT_Cl9	-0.0191857676645685	-0.14590999056609466	-0.14893837876074342	-0.05447929434358035	-0.11101555761627689	-0.07459952044851946	-0.10321756252596563	0.0	0.3257636555939601	0.27909394113162445	-0.11532976269608386	-0.09536865315958085	0.5425971285953499	-0.22976233982966546	-0.028651714137044027	-0.09855230010934124	-0.09629330160749766	-0.21239137469188762	-0.1340156623036034	-0.17014282615735737	0.5446035720590919	3.0383619798552988	-0.2819490155607281	0.44994210707785787	-0.45236602154505384	-0.220555235464336	0.628054715700791	-0.30860283057701865	-0.3239709433408496	-0.48077332961319574	-0.06855958498113685	-0.12584415898711673	-0.05141582567550877	-0.08983405557998715	-0.12046334136137106	-0.28252588989666166	-0.09223319510289306	-0.3854688571515453	-0.16262199892404974	0.5444464109568142	0.19688788847043806
Cluster_23 MPP3KO_Cl1,MPP4WT_Cl12	-0.25088301040537186	0.12201178101201918	0.746254398530133	0.21583627769004118	-0.4098813933037128	-0.29392074130878915	-0.3499403680003029	0.3257636555939601	0.0	0.9571521831950488	0.8944314526781141	-0.3640771832092921	0.017606329241144646	-0.3391715665361029	-0.5507206106831555	-0.34615709340393747	-0.5467282796909826	-0.34260726150678616	0.18875167504878218	-0.2074831304973163	1.6294677489281795	2.871464019381973	-0.6549217015638451	-0.2506970166264347	-0.2119880685530379	-0.08708435833538253	-0.1663244919812498	0.10758185815436709	-1.0204164392483854	-1.1212552053160827	0.09760296373473475	0.8985300259694617	-0.12209170774022275	0.3424406189861137	0.7959478993145643	-0.7162850556416714	0.3404527521401378	-1.0388122823640271	-0.30086538085623965	-0.19137882249645866	-0.37449983573129053
Cluster_33 MPP3KO_Cl13,MPP3WT_Cl13,MPP3WT_Cl12	0.5868698804367074	1.8518475263065095	1.7697696128849816	-0.11238886156917634	-0.39587386608691455	2.6928753391801763	1.3497348758690142	0.27909394113162445	0.9571521831950488	0.0	0.19680388721377196	1.4986118767631023	0.7782589400246415	-0.3443563603274445	-0.15326877916410792	0.6378750588983964	-0.2450349867940962	1.1682794746710756	0.47036377551395586	0.9883128000530227	8.9777002537676	12.751334182606904	3.4786636737006766	2.642069285782525	3.875507719928449	4.416553065702591	4.339842591324141	6.368054467625386	6.6263633913274775	0.6904249824323386	-0.14602759809829197	0.7103500358747208	4.169963184649564	1.5484050977639228	1.8185979541378636	0.39225691667323764	0.06295815538090788	0.25409660756243657	2.3421306744590717	1.0692990837429164	1.0896757426960226
