Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
GMP,0.4817471873545707,1.176697448082947,0.1793400286944046,0.16277372262773723,300,155,Hsd11b1;Dram1;Prss57;Cldn15;Selp;Gpx3;Rab44;Mpo;Lta4h;Pstpip2;Elovl7;Aatk;Tnfrsf1a;Tmem165;Cebpe;Atp8b4;Emb;Pgam1;Gfi1;B4galt6;Tbc1d2;Cst7;Cd300lb;Lst1;Ms4a3;1810011H11Rik;Gm14005;Jdp2;Prkar2b;Fam114a1;Clec4e;Fgd4;Krt18;Naip2;Xdh;Card9;Rnf217;Lbp;Glipr1;Hk3;Csf3r;G6pc3;Mefv;Clec4a2;Gm16194;Nfe2;Tmem40;Ffar2;Gda;Sh3d19;Adap1;Emilin1;Kcng2;Ccr2;Cables1;Hdc;Stom;Gsr;Ugt1a7c;Aoah;Ifngr1;Tmem141;Cdc42ep4;Gstm4;Gpr141;Alas1;Angptl4;Ap3s1;Ctsg;Deptor;Nrg2;Gm14085;Cebpb;Ltb4r1;Hfe;Cd63;Ebi3;Siglecf;Abcd2;B4galnt1;Kcnk12;Wfdc21;Prtn3;Ubtd1;Stx11;Tcn2;Mcemp1;Klf9;Kcnip3;Soat1;F13a1;Olr1;Tie1;Msantd3;Fgl2;Guca1a;Gca;Ly6c2;Ttc39c;Smpdl3a;Pygl;C1rl;Papss2;Daglb;Mcf2l;Wls;Frrs1;Rgcc;Rab38;Serpinb1a;Dgat2;Gpr160;Mapkapk3;Cebpd;Gstm1;Fbp1;Slc44a4;Tmx4;Galm;Tfpi;Scnn1a;Csf2ra;Stxbp6;P3h1;Tshr;Trim45;Nkg7;Rab7b;S1pr2;Serpinf1;Mctp1;Pdcd4;Gpt2;Lhfpl2;Srxn1;Tfec;Prodh;Csf1r;Slpi;Csgalnact2;Sgip1;App;0610040J01Rik;Tmem38b;Tnfaip2;Rnf125;Slc36a2;Siglece;B4galt4;Ccl9;Gdf3;Rab31;Sgms2;Agps;Srgn,Hsd11b1;Dram1;Prss57;Cldn15;Selp;Gpx3;Rab44;Mpo;Lta4h;Pstpip2;Elovl7;Aatk;Tnfrsf1a;Tmem165;Cebpe;Atp8b4;Emb;Pgam1;Gfi1;B4galt6;Tbc1d2;Cst7;Cd300lb;Lst1;Ms4a3;1810011H11Rik;Gm14005;Jdp2;Prkar2b;Fam114a1;Clec4e;Fgd4;Krt18;Naip2;Xdh
CLP,0.4805305288183565,1.2163302754075642,0.11144130757800892,0.23941605839416058,300,218,Med13l;Vav2;Ebf1;Bin1;Ppfia4;Zdhhc8;Ccnd3;Mef2c;Map4k4;Nfkbie;Ccr5;P2ry14;Timp2;Mta3;N4bp3;Sh3bp5;Lck;Pde2a;Zcchc24;Maml3;Tbc1d10c;Prkd2;Tcf4;Fam53b;Bach2;Ikzf1;Csrnp1;Bcat1;Kmo;Mycl;Map4k2;Tpm2;Hdac7;Lrmp;Dntt;Zmiz1;Egfl7;Cyb561a3;Etv5;Runx2;Slc37a2;Myl10;Gpr18;Ptp4a3;Coro2a;Cd72;Nfatc2;Camk1d;Atp1b1;Mtss1;Utrn;Cntrl;Cmah;Fyn;E2f2;Rhbdf2;Bank1;Ets1;Flt3;Fam234b;Tsc22d1;Cxxc5;Eya1;Sik1;Ldlrad4;Dusp5;Plekhm3;Capn5;Padi2;Adgrg1;Upb1;2900026A02Rik;Cd244;Sept1;Fads2;Tns1;Sema4b;Numa1;Serinc5;Sema4d;Plcg1;Mpeg1;Irf7;Zdhhc14;Lsp1;Dok2;Chst15;Itpr2;Zfpm1;Nlrc5;Rag2;Nfkbid;Cbx2;Wdfy4;Bst2;Cd96;Ctss;Ypel3;Ccdc88c;Agpat3;Epsti1;Myo1c;Trp53i11;Smarca4;Ltb;Gimap1;Ighd;Rnf122;Plekho1;Slc14a1;Igll1;Arl5c;Tle3;Ptprs;H2-Aa;Myl4;Slc44a1;Pygm;Smtn;Elk4;Syne2;Bcl11a;Tnfrsf13c;Atp2b4;Gns;H2-Ab1;Satb1;Txnrd3;S1pr1;Cnp;Itpr3;Smad7;Malat1;Wasf2;Itgb7;Trib1;Slamf6;Cd300lf;Hivep3;Calcoco1;Smap2;Tecpr1;Emid1;Hs3st1;Fosb;Irs2;Stk10;H2-Q6;Prr5;Abca1;Sdc3;Cep250;Gimap6;Tpm4;Ier5;Gpr171;Ppp3cc;Siglech;Zbtb20;Itpr1;Ephb2;Tcf7l2;Igf2r;Pag1;Cdh1;Trp53inp1;Evl;Zfp36l1;Rras2;Rnase6;Il12a;Frmd6;Btg2;Aff3;Npc1;Tmem108;Fyco1;Cd74;Mki67;Rhoh;Rell1;Grap;Nfkbiz;Camk2d;Rgs1;Pde4b;Junb;Cenpe;Neat1;Cirbp;Prkch;Cobll1;Ahnak;St6gal1;Dusp1;Zfp36;Nr4a1;Ccl4;Smim5;H2-Ob;Dusp2;Paqr5;Stambpl1;Gem;Tspan13;Plek;Fos;Uaca;Jund;Ablim1;Car2;Egr1;Klf2;Ccl3;Ptger4;Jun;Cd69;Klf6,Med13l;Vav2;Ebf1;Bin1;Ppfia4;Zdhhc8;Ccnd3;Mef2c;Map4k4;Nfkbie;Ccr5;P2ry14;Timp2;Mta3;N4bp3;Sh3bp5;Lck;Pde2a;Zcchc24;Maml3;Tbc1d10c;Prkd2;Tcf4;Fam53b;Bach2;Ikzf1;Csrnp1;Bcat1;Kmo;Mycl;Map4k2;Tpm2;Hdac7;Lrmp;Dntt;Zmiz1;Egfl7;Cyb561a3;Etv5;Runx2;Slc37a2;Myl10;Gpr18;Ptp4a3;Coro2a;Cd72;Nfatc2;Camk1d;Atp1b1;Mtss1;Utrn;Cntrl;Cmah;Fyn;E2f2;Rhbdf2;Bank1;Ets1;Flt3;Fam234b;Tsc22d1
