	Cluster_14 MPP3KO_Cl6,MPP4WT_Cl22	Cluster_3 MPP3KO_Cl21,MPP4KO_Cl2	Cluster_30 MPP3KO_Cl22,MPP3KO_Cl16,MPP3KO_Cl15	Cluster_13 MPP3KO_Cl9,MPP4KO_Cl7,MPP4WT_Cl6	MPP3KO_Cluster_18 MPP3KO_Cl18	Cluster_9 MPP3KO_Cl11,MPP4WT_Cl13	MPP3KO_Cluster_10 MPP3KO_Cl10	Cluster_25 MPP3KO_Cl8,MPP4WT_Cl9	Cluster_23 MPP3KO_Cl1,MPP4WT_Cl12	Cluster_33 MPP3KO_Cl13,MPP3WT_Cl13,MPP3WT_Cl12	Cluster_26 MPP3KO_Cl5,MPP3KO_Cl4,MPP4WT_Cl4	Cluster_39 MPP3KO_Cl20,MPP3WT_Cl9	MPP3KO_MA1536.1 MPP3KO_Cl17	MPP3KO_MA0506.1 MPP3KO_Cl14	Cluster_16 MPP3KO_Cl12,MPP4WT_Cl17	MPP3KO_MA0067.1 MPP3KO_Cl23	Cluster_12 MPP3KO_Cl7,MPP4WT_Cl21,MPP4WT_Cl20	MPP3KO_MA1616.1 MPP3KO_Cl3	Cluster_29 MPP3KO_Cl19,MPP4WT_Cl3	MPP3KO_Cluster_2 MPP3KO_Cl2	Cluster_4 MPP3WT_Cl14,MPP3WT_Cl3,MPP4KO_Cl1	Cluster_5 MPP3WT_Cl8,MPP4KO_Cl4	Cluster_22 MPP3WT_Cl1,MPP3WT_Cl2	MPP3WT_MA0739.1 MPP3WT_Cl7	Cluster_7 MPP3WT_Cl4,MPP4KO_Cl5,MPP4KO_Cl7(...)	MPP3WT_Cluster_5 MPP3WT_Cl5	MPP3WT_MA0513.1 MPP3WT_Cl6	MPP3WT_MA1581.1 MPP3WT_Cl10	MPP3WT_Cluster_11 MPP3WT_Cl11	Cluster_1 MPP4KO_Cl6,MPP4KO_Cl3	MPP4WT_Cluster_5 MPP4WT_Cl5	MPP4WT_MA0041.1 MPP4WT_Cl14	MPP4WT_MA0850.1 MPP4WT_Cl15	MPP4WT_MA0109.1 MPP4WT_Cl10	Cluster_18 MPP4WT_Cl19,MPP4WT_Cl18	MPP4WT_Cluster_11 MPP4WT_Cl11	MPP4WT_MA0676.1 MPP4WT_Cl8	MPP4WT_MA0687.1 MPP4WT_Cl1	MPP4WT_Cluster_16 MPP4WT_Cl16	MPP4WT_MA1585.1 MPP4WT_Cl2	MPP4KO_MA0079.4 MPP4KO_SP1
MPP3WT_MA1581.1 MPP3WT_Cl10	-0.02764501330977894	2.112028739496717	0.49724148847805594	-0.06025653630359574	2.3741879039410176	-0.19666543349856225	-0.28008835066121346	-0.15892393796171694	0.1677699576638859	0.31049417196430795	0.30534044042380465	-0.2977398308230511	-0.34016513572121126	5.4225232448540055	-0.058353813864859064	0.30855129395925074	-0.135276227777385	0.5128447446326164	0.4562674265816185	1.1205678859156492	4.404026097286541	2.4321167276291713	2.0564417243743027	0.42784862214665464	6.867459144935212	2.5023142803456113	0.6616464726200644	0.0	2.1536936962221556	8.90531838251828	-0.046693281824136214	-0.1592157777577573	-0.18182121382379454	0.5013358798166118	-0.1487390065981837	-0.3165812753193183	1.0343410605073367	-0.7116320901783082	0.23472558131806168	-0.28376378908116856	1.7802736100477348
MPP3WT_Cluster_11 MPP3WT_Cl11	-0.06873120739114086	5.963344899754522	-0.2748481931719691	-0.08539673674684983	0.03458060935375066	-0.26411312047286817	-0.49465608039007014	-0.16031739242494875	-0.6301992439290903	1.1426832249923078	0.1179933211233916	-0.31007026268952825	0.06775884643345584	4.606841661438932	-0.09623088094933199	0.8552790466250779	-0.17374809943619682	0.191589497636408	-0.5725062451489503	-0.44961094709178406	1.1858277598609563	-0.05554586721196807	1.4004867406720787	-0.4131216281676063	6.051724354528922	0.37911633445072246	0.05685871394267384	2.1536936962221556	0.0	7.455745134333061	-0.108454935872913	0.29792839965222445	-0.29873588445562627	-0.2186857053971271	-0.20864220716351992	-0.4524438309398492	-0.2697703422755761	-0.6289747829531259	-0.37879452136058006	-0.3515518357266227	3.9956959475512592
Cluster_1 MPP4KO_Cl6,MPP4KO_Cl3	-0.06522938871385174	8.435386805399116	3.3669166713813623	-0.12937192036865577	8.092938086012776	-0.3229748336026195	-0.5270724118599571	0.1116975962591085	1.1273598879171856	1.5885720499707023	0.37956921335395927	-0.377129369930556	3.279035826575052	14.462960837611439	-0.12754700323877408	1.1715758180029257	-0.229330943468262	0.7280003125499795	2.5772707714288896	-0.2172099346860471	7.994263512497765	4.24172355935166	4.215777443410273	5.149539437384736	9.384645874129232	5.08353640254956	3.517987399424842	8.90531838251828	7.455745134333061	0.0	-0.12702436571339484	-0.29729532427470395	-0.3399543075051247	1.4328802224134987	-0.383269738868106	-0.4285147053814242	-0.3104083083205702	0.3245018981701718	-0.4620320699221293	-0.19338632943219353	9.919996766297432
MPP4WT_Cluster_5 MPP4WT_Cl5	-0.03416348597002297	-0.017113829378357235	-0.07753851359235098	-0.15846761126585834	-0.011507130034263473	-0.0717912236543442	-0.06986322174970822	-0.040677330820732736	-0.3325667307948623	-0.07790996212171065	-0.02515483634304965	-0.03952663470134833	-0.03418658815360212	-0.04666919483422885	-0.23988426686677664	-0.012528071547658734	-0.151514915183103	-0.06495203924141518	-0.05080609639963579	-0.03820706016897563	-0.09094048226569379	-0.04214736859126551	1.9715167554543886	-0.05004355151635662	-0.1890973342468057	-0.08027750575210903	0.6047470962493142	-0.046693281824136214	-0.108454935872913	-0.12702436571339484	0.0	-0.2537524305173259	-0.04457168964924506	-0.024476260035854725	-0.0805673837572643	-0.37556659802715814	-0.04816321107606074	-0.1981802306437453	-0.05276434637744367	-0.0343099724569221	-0.11299343741822357
MPP4WT_MA0041.1 MPP4WT_Cl14	-0.0941784742769678	-0.10140965693862118	-0.09600456206875427	-0.06739745889061201	-0.08854413539490696	-0.3255108644853245	-0.13116155613953806	-0.08519972381769465	0.4513909370948886	-0.24144214581068577	-0.13116299078678062	0.4450015509312745	-0.07594859032471292	-0.16253884672811755	-0.3741620429363186	-0.053263491217738296	-0.3642973469000023	-0.19693220920294896	-0.1835974571501834	-0.1237261393896764	0.3469217070898259	-0.21837832288222914	-0.12936605384502892	-0.1455998651864824	-0.11037646466858754	1.4340125624691817	-0.21518014006367045	-0.1592157777577573	0.29792839965222445	-0.29729532427470395	-0.2537524305173259	0.0	-0.229969699412343	-0.07849660111152619	-0.17213007488734916	-0.0489412620350977	-0.15283210116810875	-0.4069409091361214	-0.11359028788175482	-0.08121176279236537	0.2505788452396072
MPP4WT_MA0850.1 MPP4WT_Cl15	-0.02745434145951181	-0.10760864814453666	-0.05366318846627673	-0.022888313411530872	0.6008599968368624	-0.19693473800591585	-0.09097948590783807	-0.032674401306502704	-0.32359018306525095	-0.2148588485005159	-0.10026526453224024	-0.11225735712191202	-0.07511123668453445	0.22646047540205985	-0.04550935978191363	-0.041803356564032224	-0.041212629539463426	-0.1186283262934923	-0.16263248510085376	-0.10153745052460217	-0.24101190803029915	-0.16604455182411917	-0.06968307702019363	-0.097700200728256	-0.09099097119494941	-0.13275744549144727	-0.2278872933768729	-0.18182121382379454	-0.29873588445562627	-0.3399543075051247	-0.04457168964924506	-0.229969699412343	0.0	-0.06310290047617322	0.6597350816041222	-0.22829522533116184	-0.07358551046902875	-0.2951028666035618	-0.0871503878425405	-0.07528753407463634	0.24967188667552914
MPP4WT_MA0109.1 MPP4WT_Cl10	-0.000969361430810715	0.6355068870571107	-0.05703144410565477	-0.0202904524479212	-0.04962735258394946	-0.07722335624216016	-0.07834926086481231	-0.04550935978191363	-0.28483846625119186	1.6064936440864495	-0.0720059592233091	-0.0702778811279249	-0.07287505464396522	0.498191854746519	-0.0225952471173659	0.7688558736703893	-0.050614797314630186	-0.13275744549144708	-0.11210439918540195	0.5323942738510135	1.137031690724749	0.9106080007501464	0.053128105894189044	-0.11641248840745537	0.010780100894378414	-0.1687610914813566	1.0579324527229947	0.5013358798166118	-0.2186857053971271	1.4328802224134987	-0.024476260035854725	-0.07849660111152619	-0.06310290047617322	0.0	-0.08502730792940102	-0.18465046765564225	-0.09987999919142676	-0.2535464925971053	-0.10306777876540536	-0.06941283233679703	-0.2813699732769559
Cluster_18 MPP4WT_Cl19,MPP4WT_Cl18	-0.07449674367031402	-0.13866565826827054	-0.11216011745804698	-0.12458879692283253	-0.05930158214633334	-0.19685085288282256	-0.17336505429889776	-0.0737265906749117	-0.16242803576016307	-0.17591904333860844	0.5811529379730024	-0.07871496820140506	-0.07716380208794249	-0.1897461005110449	-0.08126854117737242	-0.04239754176344337	-0.138071107607524	-0.16920030247690118	-0.13192801028484144	-0.11336354501195162	-0.20174854910271062	-0.1681551597468752	0.021758425920381606	-0.10597100469846528	-0.5180252510630671	-0.1772936428249502	-0.17926065378610218	-0.1487390065981837	-0.20864220716351992	-0.383269738868106	-0.0805673837572643	-0.17213007488734916	0.6597350816041222	-0.08502730792940102	0.0	-0.3568194691962437	-0.08637323837656984	-0.34362484057000764	-0.10237985150782473	-0.07646769367933685	-0.3868529870344439
MPP4WT_Cluster_11 MPP4WT_Cl11	-0.12894856486594294	0.13155569001432202	-0.20122879414312667	-0.21701905673374597	-0.16507809972583867	-0.3104274932811364	-0.2592247477874401	-0.21258093712329684	-0.9480727914795969	-0.4014492667551946	-0.238338273747506	-0.3074020166502454	-0.20275329329732536	-0.29793661552626877	-0.49552250980048834	-0.16034062367440166	-0.6575266927479827	-0.2385250670994598	0.40476542141632194	-0.09001225193117339	1.6032395546172808	-0.32411311884467453	-0.6704149666426363	-0.27585347877519883	-0.11831400725237923	2.857402387590357	-0.2676166660396211	-0.3165812753193183	-0.4524438309398492	-0.4285147053814242	-0.37556659802715814	-0.0489412620350977	-0.22829522533116184	-0.18465046765564225	-0.3568194691962437	0.0	-0.38148640037173875	-0.8883875911236231	-0.2925839595215445	0.009438099230466093	0.5162675459852413
MPP4WT_MA0676.1 MPP4WT_Cl8	-0.040427035538614514	-0.08624269543035804	0.6288234552147807	-0.057591169624115875	-0.06243318525228079	0.5179972049152382	-0.1021831655336537	-0.05693070868004449	-0.22683055440764785	-0.25713053482196285	-0.10597100469846515	-0.12179497427302982	-0.1079226959663916	-0.1256025017861944	-0.093785979670466	-0.09828524588714864	-0.10536116941749595	-0.18754215373766664	-0.14523402719881987	-0.15649858752348875	0.8363112779433628	1.8948837878312323	-0.3731825053893453	-0.14753577135567242	0.22218371511261384	-0.23560610993764797	-0.2474439835493851	1.0343410605073367	-0.2697703422755761	-0.3104083083205702	-0.04816321107606074	-0.15283210116810875	-0.07358551046902875	-0.09987999919142676	-0.08637323837656984	-0.38148640037173875	0.0	-0.4719665327079796	-0.22573004534658353	-0.08603180404955175	0.19315337329871557
MPP4WT_MA0687.1 MPP4WT_Cl1	-0.12951824701864229	0.10921907502360963	0.14000109583384457	-0.1308779792358288	-0.24667619888963258	-0.34619696742687833	-0.36260151538467267	-0.2296735921743414	-0.21954574190703538	-0.407103867656608	0.6392910434544077	-0.3853019236369318	-0.4198665994356316	0.6977045923090651	-0.20709791096269706	-0.24128050591573447	-0.41279069767441917	0.1305218269312721	-0.514499650772591	-0.5494631571765313	-0.5160818038301848	-0.787156388769679	-1.53082420659707	-0.5225648503582571	0.04041363849322059	-0.7281742693386208	-0.21986647645546753	-0.7116320901783082	-0.6289747829531259	0.3245018981701718	-0.1981802306437453	-0.4069409091361214	-0.2951028666035618	-0.2535464925971053	-0.34362484057000764	-0.8883875911236231	-0.4719665327079796	0.0	-0.4842688908929451	-0.29669449810610937	-0.9294704130854764
MPP4WT_Cluster_16 MPP4WT_Cl16	-0.0383270049965195	-0.14019276151198387	0.6207883178687111	-0.02840223686487104	-0.10667264415846424	-0.10627979796270515	-0.19987929536067534	-0.08556274472347587	-0.5523620716403167	-0.2747997959091014	-0.14543690396942358	-0.1304385358432731	0.39813828607597557	-0.2300693616938795	-0.06027700727611558	-0.07183871653582308	-0.11263743039210514	-0.23859952588166694	-0.16024267179963103	-0.22061114421054376	-0.38163244346138997	0.16111598662969298	-0.591393495699177	-0.17158613032187547	-0.41367490524453987	0.3237469682387909	-0.3707547819038171	0.23472558131806168	-0.37879452136058006	-0.4620320699221293	-0.05276434637744367	-0.11359028788175482	-0.0871503878425405	-0.10306777876540536	-0.10237985150782473	-0.2925839595215445	-0.22573004534658353	-0.4842688908929451	0.0	-0.17000283345139575	-0.6573999024253916
MPP4WT_MA1585.1 MPP4WT_Cl2	-0.021886501970013045	-0.1485457573526252	-0.07124093183775387	-0.026958294404583506	-0.08556274472347587	-0.06785734547408828	-0.09337051248000477	-0.07495019678073432	-0.3198010990905443	-0.23653187187912353	-0.1434621415485139	0.5844515459211445	-0.13699111304178266	0.14968440120096238	-0.0376017516709857	0.6257630012346491	-0.059455880362310184	-0.2043931688330324	-0.14929452254806164	0.5353827355573102	0.1802198717796133	-0.2978777353312946	-0.24583151264898456	-0.23265231951387544	-0.3813220469027071	-0.24319745613707888	0.12212472449414426	-0.28376378908116856	-0.3515518357266227	-0.19338632943219353	-0.0343099724569221	-0.08121176279236537	-0.07528753407463634	-0.06941283233679703	-0.07646769367933685	0.009438099230466093	-0.08603180404955175	-0.29669449810610937	-0.17000283345139575	0.0	-0.31496887510659427
MPP4KO_MA0079.4 MPP4KO_SP1	-0.09632402727120333	11.969333069692414	0.6094591749008401	-0.14440686885610055	1.319645643093132	-0.2700901441097992	0.21997878378704092	-0.34978939504453754	1.165970336991513	1.8451762286324647	-0.523878445496898	-0.39589321250753284	2.3943336176966383	12.842887864888883	-0.16317202716543452	2.1170119907679736	-0.2359216890518355	0.7799235729792677	3.457208365807391	0.6644471807054879	3.406044816273181	0.9644414144139771	2.6511292693170114	0.6756982414625908	8.390524281950146	6.190208047432299	2.7300966545601213	1.7802736100477348	3.9956959475512592	9.919996766297432	-0.11299343741822357	0.2505788452396072	0.24967188667552914	-0.2813699732769559	-0.3868529870344439	0.5162675459852413	0.19315337329871557	-0.9294704130854764	-0.6573999024253916	-0.31496887510659427	0.0
