	Cluster_14 MPP3KO_Cl6,MPP4WT_Cl22	Cluster_3 MPP3KO_Cl21,MPP4KO_Cl2	Cluster_30 MPP3KO_Cl22,MPP3KO_Cl16,MPP3KO_Cl15	Cluster_13 MPP3KO_Cl9,MPP4KO_Cl7,MPP4WT_Cl6	MPP3KO_Cluster_18 MPP3KO_Cl18	Cluster_9 MPP3KO_Cl11,MPP4WT_Cl13	MPP3KO_Cluster_10 MPP3KO_Cl10	Cluster_25 MPP3KO_Cl8,MPP4WT_Cl9	Cluster_23 MPP3KO_Cl1,MPP4WT_Cl12	Cluster_33 MPP3KO_Cl13,MPP3WT_Cl13,MPP3WT_Cl12	Cluster_26 MPP3KO_Cl5,MPP3KO_Cl4,MPP4WT_Cl4	Cluster_39 MPP3KO_Cl20,MPP3WT_Cl9	MPP3KO_MA1536.1 MPP3KO_Cl17	MPP3KO_MA0506.1 MPP3KO_Cl14	Cluster_16 MPP3KO_Cl12,MPP4WT_Cl17	MPP3KO_MA0067.1 MPP3KO_Cl23	Cluster_12 MPP3KO_Cl7,MPP4WT_Cl21,MPP4WT_Cl20	MPP3KO_MA1616.1 MPP3KO_Cl3	Cluster_29 MPP3KO_Cl19,MPP4WT_Cl3	MPP3KO_Cluster_2 MPP3KO_Cl2	Cluster_4 MPP3WT_Cl14,MPP3WT_Cl3,MPP4KO_Cl1	Cluster_5 MPP3WT_Cl8,MPP4KO_Cl4	Cluster_22 MPP3WT_Cl1,MPP3WT_Cl2	MPP3WT_MA0739.1 MPP3WT_Cl7	Cluster_7 MPP3WT_Cl4,MPP4KO_Cl5,MPP4KO_Cl7(...)	MPP3WT_Cluster_5 MPP3WT_Cl5	MPP3WT_MA0513.1 MPP3WT_Cl6	MPP3WT_MA1581.1 MPP3WT_Cl10	MPP3WT_Cluster_11 MPP3WT_Cl11	Cluster_1 MPP4KO_Cl6,MPP4KO_Cl3	MPP4WT_Cluster_5 MPP4WT_Cl5	MPP4WT_MA0041.1 MPP4WT_Cl14	MPP4WT_MA0850.1 MPP4WT_Cl15	MPP4WT_MA0109.1 MPP4WT_Cl10	Cluster_18 MPP4WT_Cl19,MPP4WT_Cl18	MPP4WT_Cluster_11 MPP4WT_Cl11	MPP4WT_MA0676.1 MPP4WT_Cl8	MPP4WT_MA0687.1 MPP4WT_Cl1	MPP4WT_Cluster_16 MPP4WT_Cl16	MPP4WT_MA1585.1 MPP4WT_Cl2	MPP4KO_MA0079.4 MPP4KO_SP1
Cluster_26 MPP3KO_Cl5,MPP3KO_Cl4,MPP4WT_Cl4	-0.02347192549190599	3.2887244262630855	-0.11695376390375838	-0.03733374489060154	0.5789140128836354	-0.10380678598666336	-0.16712701243965045	-0.056535986583355236	-0.42179011235086616	0.16349521610412177	0.0	-0.10394736879896173	-0.16772160439989214	1.347399222010081	-0.041354617291400976	-0.0982279864899476	-0.07968085282980626	0.8575611838366833	-0.1554600399305279	0.4621469779580733	0.9912288254857584	-0.33629464404601406	-0.6448678840592729	-0.2841327789586678	1.9412959986922262	-0.3196196746366424	-0.3839304672008113	0.30534044042380465	0.1179933211233916	0.37956921335395927	-0.02515483634304965	-0.13116299078678062	-0.10026526453224024	-0.0720059592233091	0.5811529379730024	-0.238338273747506	-0.10597100469846515	0.6392910434544077	-0.14543690396942358	-0.1434621415485139	-0.523878445496898
Cluster_39 MPP3KO_Cl20,MPP3WT_Cl9	-0.0446978544231759	-0.10281171311174146	-0.11892318541630471	-0.0532634912177383	-0.08220665648681641	-0.09516993324181677	-0.14000933488924203	-0.06313564423892139	0.1510692066094698	-0.21209300773245024	-0.10394736879896173	0.0	0.5799785486873356	0.45232818967630156	-0.04162964733781415	-0.06257001166143267	-0.09621966996689542	-0.18236733314393563	-0.14568597507313896	-0.1293837824907582	-0.2862292411199021	-0.233132028175098	-0.16196025877648706	-0.18073634664774893	-0.5448759697264669	-0.26150144636752	-0.28980295264597006	-0.2977398308230511	-0.31007026268952825	-0.377129369930556	-0.03952663470134833	0.4450015509312745	-0.11225735712191202	-0.0702778811279249	-0.07871496820140506	-0.3074020166502454	-0.12179497427302982	-0.3853019236369318	-0.1304385358432731	0.5844515459211445	-0.39589321250753284
MPP3KO_MA1536.1 MPP3KO_Cl17	-0.009095053593468733	2.0241136429348674	-0.07887604261299556	-0.02943296625602708	1.204533923730481	-0.08008022078948349	-0.11938974870034086	0.6663151358750077	1.0315582016597877	0.21836945295202123	-0.16772160439989214	0.5799785486873356	0.0	1.5625580372204837	-0.03240107038206894	-0.32628246079496714	-0.08726234291182239	-0.2309168429705217	0.344215186892641	0.41705517553476457	0.9951289529658742	0.8574887057035872	-0.3636111901790938	-0.23207289090172803	2.1169394324992545	0.7841057724406164	1.1372400581518594	-0.34016513572121126	0.06775884643345584	3.279035826575052	-0.03418658815360212	-0.07594859032471292	-0.07511123668453445	-0.07287505464396522	-0.07716380208794249	-0.20275329329732536	-0.1079226959663916	-0.4198665994356316	0.39813828607597557	-0.13699111304178266	2.3943336176966383
MPP3KO_MA0506.1 MPP3KO_Cl14	-0.01862150967487946	6.215393717610538	0.7950279462322052	-0.044001721476689154	8.919113826670307	-0.17129124511936075	-0.24610296836082732	-0.11991613202795626	0.32411348602479495	0.6267558338818711	1.347399222010081	0.45232818967630156	1.5625580372204837	0.0	-0.05506465708365784	1.2540863048666782	-0.07803586920685728	1.0827160924663675	2.5725335397622966	-0.25908678656935064	4.862661684184899	3.2055183230059012	4.467558734878606	2.03276903109247	18.908520957307267	0.3433067450514225	0.7722172541423713	5.4225232448540055	4.606841661438932	14.462960837611439	-0.04666919483422885	-0.16253884672811755	0.22646047540205985	0.498191854746519	-0.1897461005110449	-0.29793661552626877	-0.1256025017861944	0.6977045923090651	-0.2300693616938795	0.14968440120096238	12.842887864888883
Cluster_16 MPP3KO_Cl12,MPP4WT_Cl17	-0.072296863546362	-0.0397623345004749	-0.047561146203578396	-0.036836395853200886	-0.03098860917170107	-0.09122203684184306	-0.10006831595649297	-0.020001681842894393	-0.39050035449232634	-0.10334052419568031	-0.041354617291400976	-0.04162964733781415	-0.03240107038206894	-0.05506465708365784	0.0	-0.009095053593468731	-0.33866988739541615	-0.06944113969678886	-0.05573374948448918	-0.040938796272529054	-0.1180913179185585	-0.09506119540188178	-0.21599763720880402	-0.05831712722207154	-0.23942016741838718	-0.0951177341160289	-0.10495684711555459	-0.058353813864859064	-0.09623088094933199	-0.12754700323877408	-0.23988426686677664	-0.3741620429363186	-0.04550935978191363	-0.0225952471173659	-0.08126854117737242	-0.49552250980048834	-0.093785979670466	-0.20709791096269706	-0.06027700727611558	-0.0376017516709857	-0.16317202716543452
MPP3KO_MA0067.1 MPP3KO_Cl23	-0.01252807154765874	0.5215159903048099	-0.03519684969163045	-0.010821678694070549	0.5127980587391855	-0.048322371316574554	-0.06416963006994005	-0.03864139250604503	0.17034269007444555	0.9800945788158838	-0.0982279864899476	-0.06257001166143267	-0.32628246079496714	1.2540863048666782	-0.009095053593468731	0.0	-0.024708956868017037	0.49735603228592135	-0.15068823604418205	-0.10144927536231915	-0.35554131938332906	-0.2986619716680005	0.9289878687369918	0.5089303525992447	0.13514399700452345	0.7738340300779187	-0.2805151353748729	0.30855129395925074	0.8552790466250779	1.1715758180029257	-0.012528071547658734	-0.053263491217738296	-0.041803356564032224	0.7688558736703893	-0.04239754176344337	-0.16034062367440166	-0.09828524588714864	-0.24128050591573447	-0.07183871653582308	0.6257630012346491	2.1170119907679736
Cluster_12 MPP3KO_Cl7,MPP4WT_Cl21,MPP4WT_Cl20	-0.04727862348373394	-0.07314425780815521	-0.11294015054776164	-0.06636654289540835	-0.03733374489060152	-0.1056097995539523	-0.12629958336982403	-0.04195694184185723	-0.5669364072726986	-0.15594193825023386	-0.07968085282980626	-0.09621966996689542	-0.08726234291182239	-0.07803586920685728	-0.33866988739541615	-0.024708956868017037	0.0	-0.1645441851328151	-0.12022721220519358	-0.10202512336087421	0.46511817571864095	-0.15149084593422074	-0.5263693625791452	-0.08785273221069986	-0.349100054528475	-0.13857008594232656	-0.15770319937227523	-0.135276227777385	-0.17374809943619682	-0.229330943468262	-0.151514915183103	-0.3642973469000023	-0.041212629539463426	-0.050614797314630186	-0.138071107607524	-0.6575266927479827	-0.10536116941749595	-0.41279069767441917	-0.11263743039210514	-0.059455880362310184	-0.2359216890518355
MPP3KO_MA1616.1 MPP3KO_Cl3	-0.04668960567961748	0.06523698902701507	-0.1522203707164793	-0.05759116962411581	0.32192937462062327	-0.1317061003481445	-0.19122760818631104	-0.09031157442555092	-0.26889104594180635	0.7786516991667051	0.8575611838366833	-0.18236733314393563	-0.2309168429705217	1.0827160924663675	-0.06944113969678886	0.49735603228592135	-0.1645441851328151	0.0	0.5957314333582625	-0.3720336438707605	-0.25483735730186724	0.48047329192563215	-0.07589158632360436	0.14643303749548753	1.420434442332274	-0.4244548030528186	0.2977340928975754	0.5128447446326164	0.191589497636408	0.7280003125499795	-0.06495203924141518	-0.19693220920294896	-0.1186283262934923	-0.13275744549144708	-0.16920030247690118	-0.2385250670994598	-0.18754215373766664	0.1305218269312721	-0.23859952588166694	-0.2043931688330324	0.7799235729792677
Cluster_29 MPP3KO_Cl19,MPP4WT_Cl3	-0.043969501740994135	0.22442891219617542	1.0236448273464744	-0.0679045738865275	0.17382121752876833	-0.14019885925855563	-0.20376495945528966	-0.06940809352124407	0.42954732084521546	0.04149964708725701	-0.1554600399305279	-0.14568597507313896	0.344215186892641	2.5725335397622966	-0.05573374948448918	-0.15068823604418205	-0.12022721220519358	0.5957314333582625	0.0	-0.25425114102574403	1.2780292694126327	-0.25667220281807607	-0.5431704874293072	0.1534855457080601	3.0967087851636133	-0.30538787342243706	0.4279882191065907	0.4562674265816185	-0.5725062451489503	2.5772707714288896	-0.05080609639963579	-0.1835974571501834	-0.16263248510085376	-0.11210439918540195	-0.13192801028484144	0.40476542141632194	-0.14523402719881987	-0.514499650772591	-0.16024267179963103	-0.14929452254806164	3.457208365807391
MPP3KO_Cluster_2 MPP3KO_Cl2	-0.04469785442317594	-0.14653039006983695	0.5587958169869355	-0.05092631206484857	-0.09836847989581168	-0.10357374057559693	-0.15588592538929383	-0.0858798421135892	-0.6658370466798318	1.1009851548793033	0.4621469779580733	-0.1293837824907582	0.41705517553476457	-0.25908678656935064	-0.040938796272529054	-0.10144927536231915	-0.10202512336087421	-0.3720336438707605	-0.25425114102574403	0.0	0.47679771260253573	-0.3781754054585797	0.9045197562266654	-0.22186657775227756	0.30848119813192715	0.7094468642974117	0.5093832041391234	1.1205678859156492	-0.44961094709178406	-0.2172099346860471	-0.03820706016897563	-0.1237261393896764	-0.10153745052460217	0.5323942738510135	-0.11336354501195162	-0.09001225193117339	-0.15649858752348875	-0.5494631571765313	-0.22061114421054376	0.5353827355573102	0.6644471807054879
Cluster_4 MPP3WT_Cl14,MPP3WT_Cl3,MPP4KO_Cl1	-0.0650647120684691	4.794894837789928	0.37054830552348544	0.6241907638653239	1.2080050218114369	-0.22833531795782055	1.0125533947012662	0.3528780240210212	1.2306956510288298	2.650237535889965	0.9912288254857584	-0.2862292411199021	0.9951289529658742	4.862661684184899	-0.1180913179185585	-0.35554131938332906	0.46511817571864095	-0.25483735730186724	1.2780292694126327	0.47679771260253573	0.0	3.5462639504035938	3.161766196584964	1.5984889781909	6.440244169566279	3.89429629517518	1.8458762779794464	4.404026097286541	1.1858277598609563	7.994263512497765	-0.09094048226569379	0.3469217070898259	-0.24101190803029915	1.137031690724749	-0.20174854910271062	1.6032395546172808	0.8363112779433628	-0.5160818038301848	-0.38163244346138997	0.1802198717796133	3.406044816273181
Cluster_5 MPP3WT_Cl8,MPP4KO_Cl4	-0.04230904846112175	1.700773800416461	-0.1862904616865457	-0.059387573571428265	1.717852885848546	0.3907910596822912	-0.2996931458965428	-0.16054287974353268	-0.3998167903392816	1.614031371530762	-0.33629464404601406	-0.233132028175098	0.8574887057035872	3.2055183230059012	-0.09506119540188178	-0.2986619716680005	-0.15149084593422074	0.48047329192563215	-0.25667220281807607	-0.3781754054585797	3.5462639504035938	0.0	2.0484625016848446	1.647481025906635	5.641903846002891	-0.34268867484209387	-0.047980682720847885	2.4321167276291713	-0.05554586721196807	4.24172355935166	-0.04214736859126551	-0.21837832288222914	-0.16604455182411917	0.9106080007501464	-0.1681551597468752	-0.32411311884467453	1.8948837878312323	-0.787156388769679	0.16111598662969298	-0.2978777353312946	0.9644414144139771
Cluster_22 MPP3WT_Cl1,MPP3WT_Cl2	-0.16530883357041165	3.81560527880375	0.35381694780254824	-0.2400763934926421	1.9640155877259449	-0.07441244842756674	-0.6291226766013577	-0.4287897741413293	-0.6310613911281061	0.10959253487086529	-0.6448678840592729	-0.16196025877648706	-0.3636111901790938	4.467558734878606	-0.21599763720880402	0.9289878687369918	-0.5263693625791452	-0.07589158632360436	-0.5431704874293072	0.9045197562266654	3.161766196584964	2.0484625016848446	0.0	-0.1438364116909721	4.746424798376273	-0.8158676140278093	1.1217602879782986	2.0564417243743027	1.4004867406720787	4.215777443410273	1.9715167554543886	-0.12936605384502892	-0.06968307702019363	0.053128105894189044	0.021758425920381606	-0.6704149666426363	-0.3731825053893453	-1.53082420659707	-0.591393495699177	-0.24583151264898456	2.6511292693170114
MPP3WT_MA0739.1 MPP3WT_Cl7	-0.03563986854488104	0.5982955926711305	-0.20227092308834851	-0.05922515963017732	1.5676200366673474	-0.10446119587366225	-0.2457558671995596	-0.1095607250975327	-0.19202289903506747	-0.3077194668645251	-0.2841327789586678	-0.18073634664774893	-0.23207289090172803	2.03276903109247	-0.05831712722207154	0.5089303525992447	-0.08785273221069986	0.14643303749548753	0.1534855457080601	-0.22186657775227756	1.5984889781909	1.647481025906635	-0.1438364116909721	0.0	3.6908049077346723	1.903606149424862	1.5966175728032512	0.42784862214665464	-0.4131216281676063	5.149539437384736	-0.05004355151635662	-0.1455998651864824	-0.097700200728256	-0.11641248840745537	-0.10597100469846528	-0.27585347877519883	-0.14753577135567242	-0.5225648503582571	-0.17158613032187547	-0.23265231951387544	0.6756982414625908
Cluster_7 MPP3WT_Cl4,MPP4KO_Cl5,MPP4KO_Cl7(...)	-0.1343643434430813	16.44320856747309	-0.11348260045194138	-0.21187161148416805	4.3399028197998755	-0.05187393879253531	0.45690218731730725	-0.4029246411121615	1.224682879375462	2.3299836862088408	1.9412959986922262	-0.5448759697264669	2.1169394324992545	18.908520957307267	-0.23942016741838718	0.13514399700452345	-0.349100054528475	1.420434442332274	3.0967087851636133	0.30848119813192715	6.440244169566279	5.641903846002891	4.746424798376273	3.6908049077346723	0.0	5.241393350811027	2.522898659660204	6.867459144935212	6.051724354528922	9.384645874129232	-0.1890973342468057	-0.11037646466858754	-0.09099097119494941	0.010780100894378414	-0.5180252510630671	-0.11831400725237923	0.22218371511261384	0.04041363849322059	-0.41367490524453987	-0.3813220469027071	8.390524281950146
MPP3WT_Cluster_5 MPP3WT_Cl5	-0.045367010349452716	0.3234549727193873	-0.18083382676574755	-0.08138905727774846	-0.2563630541240582	-0.1583671414618435	-0.4288656745754267	-0.13610602084718507	-0.5138123500350256	2.5444407406247547	-0.3196196746366424	-0.26150144636752	0.7841057724406164	0.3433067450514225	-0.0951177341160289	0.7738340300779187	-0.13857008594232656	-0.4244548030528186	-0.30538787342243706	0.7094468642974117	3.89429629517518	-0.34268867484209387	-0.8158676140278093	1.903606149424862	5.241393350811027	0.0	2.369802997260471	2.5023142803456113	0.37911633445072246	5.08353640254956	-0.08027750575210903	1.4340125624691817	-0.13275744549144727	-0.1687610914813566	-0.1772936428249502	2.857402387590357	-0.23560610993764797	-0.7281742693386208	0.3237469682387909	-0.24319745613707888	6.190208047432299
MPP3WT_MA0513.1 MPP3WT_Cl6	-0.057813548622983615	2.0104131360602526	-0.21476180430346614	-0.07531036400185577	0.7414920311926477	-0.25143815045053247	-0.32882737148625635	-0.21208748177975778	-0.23933474924669268	1.5390236000494721	-0.3839304672008113	-0.28980295264597006	1.1372400581518594	0.7722172541423713	-0.10495684711555459	-0.2805151353748729	-0.15770319937227523	0.2977340928975754	0.4279882191065907	0.5093832041391234	1.8458762779794464	-0.047980682720847885	1.1217602879782986	1.5966175728032512	2.522898659660204	2.369802997260471	0.0	0.6616464726200644	0.05685871394267384	3.517987399424842	0.6047470962493142	-0.21518014006367045	-0.2278872933768729	1.0579324527229947	-0.17926065378610218	-0.2676166660396211	-0.2474439835493851	-0.21986647645546753	-0.3707547819038171	0.12212472449414426	2.7300966545601213
