	Cluster_14 MPP3KO_Cl6,MPP4WT_Cl22	Cluster_3 MPP3KO_Cl21,MPP4KO_Cl2	Cluster_30 MPP3KO_Cl22,MPP3KO_Cl16,MPP3KO_Cl15	Cluster_13 MPP3KO_Cl9,MPP4KO_Cl7,MPP4WT_Cl6	MPP3KO_Cluster_18 MPP3KO_Cl18	Cluster_9 MPP3KO_Cl11,MPP4WT_Cl13	MPP3KO_Cluster_10 MPP3KO_Cl10	Cluster_25 MPP3KO_Cl8,MPP4WT_Cl9	Cluster_23 MPP3KO_Cl1,MPP4WT_Cl12	Cluster_33 MPP3KO_Cl13,MPP3WT_Cl13,MPP3WT_Cl12	Cluster_26 MPP3KO_Cl5,MPP3KO_Cl4,MPP4WT_Cl4	Cluster_39 MPP3KO_Cl20,MPP3WT_Cl9	MPP3KO_MA1536.1 MPP3KO_Cl17	MPP3KO_MA0506.1 MPP3KO_Cl14	Cluster_16 MPP3KO_Cl12,MPP4WT_Cl17	MPP3KO_MA0067.1 MPP3KO_Cl23	Cluster_12 MPP3KO_Cl7,MPP4WT_Cl21,MPP4WT_Cl20	MPP3KO_MA1616.1 MPP3KO_Cl3	Cluster_29 MPP3KO_Cl19,MPP4WT_Cl3	MPP3KO_Cluster_2 MPP3KO_Cl2	Cluster_4 MPP3WT_Cl14,MPP3WT_Cl3,MPP4KO_Cl1	Cluster_5 MPP3WT_Cl8,MPP4KO_Cl4	Cluster_22 MPP3WT_Cl1,MPP3WT_Cl2	MPP3WT_MA0739.1 MPP3WT_Cl7	Cluster_7 MPP3WT_Cl4,MPP4KO_Cl5,MPP4KO_Cl7(...)	MPP3WT_Cluster_5 MPP3WT_Cl5	MPP3WT_MA0513.1 MPP3WT_Cl6	MPP3WT_MA1581.1 MPP3WT_Cl10	MPP3WT_Cluster_11 MPP3WT_Cl11	Cluster_1 MPP4KO_Cl6,MPP4KO_Cl3	MPP4WT_Cluster_5 MPP4WT_Cl5	MPP4WT_MA0041.1 MPP4WT_Cl14	MPP4WT_MA0850.1 MPP4WT_Cl15	MPP4WT_MA0109.1 MPP4WT_Cl10	Cluster_18 MPP4WT_Cl19,MPP4WT_Cl18	MPP4WT_Cluster_11 MPP4WT_Cl11	MPP4WT_MA0676.1 MPP4WT_Cl8	MPP4WT_MA0687.1 MPP4WT_Cl1	MPP4WT_Cluster_16 MPP4WT_Cl16	MPP4WT_MA1585.1 MPP4WT_Cl2
Cluster_14 MPP3KO_Cl6,MPP4WT_Cl22	0.0	-0.0028444376059126794	-0.018057226100404226	-0.007212067216131906	-0.007274846988840995	-0.012351869865015193	-0.0105854985251704	-0.0037625141148245117	-0.054370724866104295	-0.015514067361730378	-0.014536832498862475	-0.015514067361730393	-0.002844437605912679	-0.006461303921841981	-0.015599676591848384	-0.0019144680466062732	-0.009016424236956217	-0.014028770532399665	-0.007772977038484901	-0.012198715942752169	-0.022832734709272676	-0.02950880143348799	-0.051818991093638446	-0.011431324083233666	-0.05098469197518857	-0.014611903514468354	-0.027855898715767005	-0.020817107907409062	-0.01402877053239967	-0.02222026628751756	-0.010394525275650391	-0.023901582529357306	-0.007274846988840993	-0.0009693614308107148	-0.012351869865015195	-0.04602115719932615	-0.004670567674689837	-0.03278688524590162	-0.007274846988840995	-0.010517907740530364
Cluster_3 MPP3KO_Cl21,MPP4KO_Cl2	-0.0028444376059126794	0.0	-0.04803487492415454	-0.024440223878161534	-0.2232937351383895	-0.031903738742668185	-0.05605238116431865	-0.0196794219138981	-0.11131886665343281	-0.14930407376061328	-0.060256080894748834	-0.035796154768309434	-0.08219002057173456	-0.6528660722939658	-0.014205125720947478	-0.1802337188659711	-0.019861231882662384	-0.14264997579070754	-0.13596127589763018	-0.048155161077018185	-0.2665810650508753	-0.29404394779583454	-0.34782572694089425	-0.18145990573876672	-0.618078401701156	-0.16189411458336736	-0.18118739852861496	-0.3187479193942995	0.09420433098488756	-0.6547992065079712	-0.000969361430810715	-0.02988769889048933	-0.05019066769805332	-0.024296733245228776	-0.05785714990670673	-0.08816951269169797	-0.02831331941535789	-0.11081019234216971	-0.04855374834699861	-0.04584488480287201
Cluster_30 MPP3KO_Cl22,MPP3KO_Cl16,MPP3KO_Cl15	-0.018057226100404226	-0.04803487492415454	0.0	-0.01235186986501519	-0.05032380410353876	-0.023234134526553225	8.611806558279504	-0.02550257237427544	2.2447847916319312	0.6188229810937241	5.705499117668904	6.342500995395313	1.6746689192440851	-0.06423138934111285	-0.012286515363027939	-0.014861267858108354	-0.03659758977097186	-0.05221925930811504	-0.047590257656428034	-0.047428980994416774	-0.0713241849763168	0.6208109013831238	-0.22264594688978429	-0.07200595922330907	0.8213254123361627	-0.06344647537619763	-0.07663234715718319	-0.05632312353264884	-0.10396084001939788	0.34606161777656796	-0.028790610400436484	0.7820745158276112	-0.01825774926967502	-0.021623960282896558	-0.03316989963158977	-0.10501181501080716	-0.026958294404583503	-0.10862299557979593	-0.0439694050919025	-0.02299857789862135
Cluster_13 MPP3KO_Cl9,MPP4KO_Cl7,MPP4WT_Cl6	-0.007212067216131906	-0.024440223878161534	-0.01235186986501519	0.0	-0.005455438967626991	-0.014119225840224573	-0.010821678694070554	-0.008148527602179762	-0.07856662110311056	-0.01568999752016686	-0.006461303921841981	-0.015887711041300715	-0.014773594335351815	-0.016250002186753595	-0.011677268985328802	-0.008148527602179758	-0.03404684495405155	-0.014028770532399665	-0.02064362556196093	-0.005569856997300519	-0.019781558122978212	-0.025074329938367054	-0.07402434604883562	-0.012436551810269909	-0.08353655981272023	-0.022916130023759092	-0.01568999752016688	-0.02515483634304965	-0.029602558941061004	-0.05186512357450873	-0.060056836761035515	-0.01635710070468855	-0.0037625141148245117	-0.008148527602179758	-0.03922268073116928	-0.08856016880164953	-0.020590219811571563	-0.03808965917277503	-0.008223380211214078	-0.006394973333698754
MPP3KO_Cluster_18 MPP3KO_Cl18	-0.007274846988840995	-0.2232937351383895	-0.05032380410353876	-0.005455438967626991	0.0	0.830111608581244	20.11576504364628	-0.016717630171078576	21.565071207887147	-0.13722583695225662	8.86220332591176	1.6818755757182602	-0.03774129413470949	-0.007386853320936744	-0.009016424236956219	-0.056062473191723826	-0.009095053593468731	-0.08039159609487206	1.9096784842309984	-0.0313768770963079	-0.1701810393726414	-0.15890899331456335	2.1745526259671313	-0.09831313961888426	-0.31257753762407436	-0.08917646845206575	-0.10671614349223629	-0.16284534990003338	-0.15728853527311024	0.028207675147533716	-0.000969361430810715	-0.02368360252553547	0.8051307603986969	-0.009961039252769763	-0.019074880858528636	-0.052961108196740145	-0.015514067361730393	-0.08008022078948344	-0.039193794159545534	-0.03925012644259596
Cluster_9 MPP3KO_Cl11,MPP4WT_Cl13	-0.012351869865015193	-0.031903738742668185	-0.023234134526553225	-0.014119225840224573	0.830111608581244	0.0	-0.021623960282896544	-0.009961039252769763	-0.1321044396761198	-0.08107793446178484	-0.04215462245276752	-0.023912680082587297	-0.023234134526553225	-0.05767225674009739	-0.03125595317054097	-0.013374318691495263	-0.03808521248130849	-0.040466681853478355	-0.05850490713026666	-0.027282884694730506	-0.08508836379498005	-0.09715994593279598	1.0503780494467945	-0.04344076589961684	-0.18508046121137478	-0.06487174377922934	-0.08186874320151655	-0.06680100608755982	-0.0820322733221995	-0.13224455299149182	-0.020344127428388915	-0.11157206736634528	0.9636091123533855	-0.023912680082587297	-0.055910271197063134	-0.11374052821293949	-0.043440765899616825	-0.10191094242300908	-0.02943296625602706	-0.024832882490864933
MPP3KO_Cluster_10 MPP3KO_Cl10	-0.0105854985251704	-0.05605238116431865	8.611806558279504	-0.010821678694070554	20.11576504364628	-0.021623960282896544	0.0	-0.011677268985328797	7.554213628050921	-0.09375293647029088	22.371454184536915	13.608347797597084	0.775011970289169	-0.09331863875596635	-0.02739221704957784	-0.01836653142938226	-0.026612879932528737	0.7139960728824146	-0.07615252544452328	0.769556343053332	-0.11848414887750862	-0.10566646975806476	0.34051934705626224	-0.08372755035888826	-0.320584090744949	0.49487781112090995	-0.09222462688464625	-0.08291980010485524	-0.15870726046283024	0.27048465351801493	-0.01733668752647744	-0.03342744728660871	-0.023234134526553225	-0.01825774926967504	-0.05433640590297803	0.578178762626793	-0.02956631055673236	-0.11235585670906072	-0.057591169624115854	0.8021619606836099
Cluster_25 MPP3KO_Cl8,MPP4WT_Cl9	-0.0037625141148245117	-0.0196794219138981	-0.02550257237427544	-0.008148527602179762	-0.016717630171078576	-0.009961039252769763	-0.011677268985328797	0.0	-0.08431796651394485	0.7529004609534137	-0.012528071547658738	-0.018366531429382254	-0.02695829440458352	-0.02894416420453583	-0.0019144680466062736	-0.009961039252769763	-0.013374318691495263	-0.033549391006687	-0.024744969971223576	-0.022090324573223543	-0.07733462539052771	-0.07815978960671481	-0.1326962425589684	-0.033038381119420035	0.40153712288340254	-0.0311248236720256	-0.07063073099286252	-0.05253895073817109	-0.054544315635224015	0.5004427378792673	-0.004614604539450318	-0.01386372619847146	-0.008223380211214078	-0.009095053593468731	-0.01988875967853587	-0.08753858597365881	-0.013374318691495263	-0.06697200960892899	-0.015887711041300708	-0.02562816290784879
Cluster_23 MPP3KO_Cl1,MPP4WT_Cl12	-0.054370724866104295	-0.11131886665343281	2.2447847916319312	-0.07856662110311056	21.565071207887147	-0.1321044396761198	7.554213628050921	-0.08431796651394485	0.0	-0.23966895564994367	9.829130827692389	6.131415524900253	-0.12302024782196792	-0.15238729942136342	-0.1419468104158284	-0.08424578379734976	-0.19934427241950547	0.12898768055988763	-0.1790385125202017	-0.22795826250526469	-0.29439657841969863	0.4205751097894375	-0.9165400598748753	0.19166263155137223	1.1981222323587735	-0.2496591242809905	-0.31756672848557993	-0.20215613008221048	-0.34089202061086865	1.2132288969310157	-0.10226279206968263	6.347188624948637	-0.10697499920366345	-0.11225519789708666	-0.1500957514938716	3.345607682236579	-0.18637781515296764	-0.44898856531532055	-0.18653334565146557	-0.10475084655392572
Cluster_33 MPP3KO_Cl13,MPP3WT_Cl13,MPP3WT_Cl12	-0.015514067361730378	-0.14930407376061328	0.6188229810937241	-0.01568999752016686	-0.13722583695225662	-0.08107793446178484	-0.09375293647029088	0.7529004609534137	-0.23966895564994367	0.0	0.5572714477372399	-0.06523688449283828	-0.10774632225292621	-0.2502274818794395	-0.019781558122978212	-0.061186523339850654	-0.03795499692952309	-0.1958720958769019	-0.12402753505942217	0.5361340439449729	2.0479612297983616	-0.36677764153223047	-0.5152497746339085	-0.2398962660511293	1.3597346960174759	-0.28999507327205737	0.13224135308123686	-0.30816236546913417	-0.5549482433101104	1.6298842208363296	-0.028615739397444682	0.6692346536857695	-0.07650311568220206	-0.08120834844713484	-0.052941865927826466	-0.1641173595887408	-0.07733462539052767	-0.2681900187963472	-0.09611138041329248	-0.08085759471317293
