	Cluster_14 MPP3KO_Cl6,MPP4WT_Cl22	Cluster_3 MPP3KO_Cl21,MPP4KO_Cl2	Cluster_30 MPP3KO_Cl22,MPP3KO_Cl16,MPP3KO_Cl15	Cluster_13 MPP3KO_Cl9,MPP4KO_Cl7,MPP4WT_Cl6	MPP3KO_Cluster_18 MPP3KO_Cl18	Cluster_9 MPP3KO_Cl11,MPP4WT_Cl13	MPP3KO_Cluster_10 MPP3KO_Cl10	Cluster_25 MPP3KO_Cl8,MPP4WT_Cl9	Cluster_23 MPP3KO_Cl1,MPP4WT_Cl12	Cluster_33 MPP3KO_Cl13,MPP3WT_Cl13,MPP3WT_Cl12	Cluster_26 MPP3KO_Cl5,MPP3KO_Cl4,MPP4WT_Cl4	Cluster_39 MPP3KO_Cl20,MPP3WT_Cl9	MPP3KO_MA1536.1 MPP3KO_Cl17	MPP3KO_MA0506.1 MPP3KO_Cl14	Cluster_16 MPP3KO_Cl12,MPP4WT_Cl17	MPP3KO_MA0067.1 MPP3KO_Cl23	Cluster_12 MPP3KO_Cl7,MPP4WT_Cl21,MPP4WT_Cl20	MPP3KO_MA1616.1 MPP3KO_Cl3	Cluster_29 MPP3KO_Cl19,MPP4WT_Cl3	MPP3KO_Cluster_2 MPP3KO_Cl2	Cluster_4 MPP3WT_Cl14,MPP3WT_Cl3,MPP4KO_Cl1	Cluster_5 MPP3WT_Cl8,MPP4KO_Cl4	Cluster_22 MPP3WT_Cl1,MPP3WT_Cl2	MPP3WT_MA0739.1 MPP3WT_Cl7	Cluster_7 MPP3WT_Cl4,MPP4KO_Cl5,MPP4KO_Cl7(...)	MPP3WT_Cluster_5 MPP3WT_Cl5	MPP3WT_MA0513.1 MPP3WT_Cl6	MPP3WT_MA1581.1 MPP3WT_Cl10	MPP3WT_Cluster_11 MPP3WT_Cl11	Cluster_1 MPP4KO_Cl6,MPP4KO_Cl3	MPP4WT_Cluster_5 MPP4WT_Cl5	MPP4WT_MA0041.1 MPP4WT_Cl14	MPP4WT_MA0850.1 MPP4WT_Cl15	MPP4WT_MA0109.1 MPP4WT_Cl10	Cluster_18 MPP4WT_Cl19,MPP4WT_Cl18	MPP4WT_Cluster_11 MPP4WT_Cl11	MPP4WT_MA0676.1 MPP4WT_Cl8	MPP4WT_MA0687.1 MPP4WT_Cl1	MPP4WT_Cluster_16 MPP4WT_Cl16	MPP4WT_MA1585.1 MPP4WT_Cl2
Cluster_26 MPP3KO_Cl5,MPP3KO_Cl4,MPP4WT_Cl4	-0.014536832498862475	-0.060256080894748834	5.705499117668904	-0.006461303921841981	8.86220332591176	-0.04215462245276752	22.371454184536915	-0.012528071547658738	9.829130827692389	0.5572714477372399	0.0	0.7932983878908091	-0.053319288544124835	-0.1187624761945518	-0.007274846988840993	-0.0349828254061123	-0.02594064341683032	-0.09264643222718584	-0.044137891137315706	0.6066281979711134	0.5433883060707559	-0.14093612561297603	-0.2430926643335622	-0.08785273221069986	-0.31814514027977464	-0.09943559727872162	-0.1108158649661869	-0.10218316553365367	-0.1280997174144483	0.2273936035548469	-0.009095053593468733	-0.032910797303465536	-0.03483991090577542	-0.022888313411530872	-0.032535430246124604	-0.0694717785314131	-0.025628162907848796	0.573729648011443	-0.03267440130650268	-0.03651164128367744
Cluster_39 MPP3KO_Cl20,MPP3WT_Cl9	-0.015514067361730393	-0.035796154768309434	6.342500995395313	-0.015887711041300715	1.6818755757182602	-0.023912680082587297	13.608347797597084	-0.018366531429382254	6.131415524900253	-0.06523688449283828	0.7932983878908091	0.0	-0.031124823672025608	-0.05450049061581063	-0.009095053593468731	-0.015887711041300705	-0.016613288467548278	1.5094299626377574	-0.033301083781146004	0.7821572638531066	-0.06606367600557779	-0.08989036091267315	-0.2236304876253917	-0.04905615984298711	-0.19241811861674854	-0.08026847560819483	-0.06468348067707996	-0.09330456913806527	-0.0936611773155392	-0.14929154481642842	-0.011507130034263471	-0.03758252189868777	-0.02629359363348327	-0.028783577159393822	-0.02162396028289655	1.2819289249295238	-0.04014906581888679	-0.11428547239879809	-0.03470146445055901	-0.03344595759473152
MPP3KO_MA1536.1 MPP3KO_Cl17	-0.002844437605912679	-0.08219002057173456	1.6746689192440851	-0.014773594335351815	-0.03774129413470949	-0.023234134526553225	0.775011970289169	-0.02695829440458352	-0.12302024782196792	-0.10774632225292621	-0.053319288544124835	-0.031124823672025608	0.0	0.4754428065392638	-0.00822338021121408	-0.1075224260117426	-0.015053959148548544	-0.07375162002475925	-0.07898045685520215	-0.05192900478117251	-0.15783586628903937	0.39519877575039597	-0.2799420862871466	-0.07645833738139322	-0.03028606078792436	-0.10754242468796811	-0.12635383905272077	-0.11347940342497444	-0.15667896334299936	0.8568615942252498	-0.009804100642225378	-0.022198647674195087	-0.024366570011689695	-0.020590219811571574	-0.03176309895697433	-0.06147737035320208	-0.031124823672025608	-0.12669426784809767	-0.059772380482280785	-0.04224690953731818
MPP3KO_MA0506.1 MPP3KO_Cl14	-0.006461303921841981	-0.6528660722939658	-0.06423138934111285	-0.016250002186753595	-0.007386853320936744	-0.05767225674009739	-0.09331863875596635	-0.02894416420453583	-0.15238729942136342	-0.2502274818794395	-0.1187624761945518	-0.05450049061581063	0.4754428065392638	0.0	-0.012700684899030902	-0.23117405840226796	-0.02119770268027496	-0.26864878067996434	-0.2260570186332068	-0.08882633317727802	-0.09282217114080273	0.44964638840431914	-0.5624932609594057	0.16601120230530594	9.073398848177241	-0.2397487671224154	-0.2887716335765155	-0.19658793005877223	-0.47819842512551697	-0.6599625472878277	-0.006394973333698759	-0.046398773444105854	-0.09233978701859605	-0.03722942902429443	-0.07136160258706609	-0.1182247156501678	-0.047691705434882437	-0.1874817570968969	-0.08347980851020488	-0.10206255450583684
Cluster_16 MPP3KO_Cl12,MPP4WT_Cl17	-0.015599676591848384	-0.014205125720947478	-0.012286515363027939	-0.011677268985328802	-0.009016424236956219	-0.03125595317054097	-0.02739221704957784	-0.0019144680466062736	-0.1419468104158284	-0.019781558122978212	-0.007274846988840993	-0.009095053593468731	-0.00822338021121408	-0.012700684899030902	0.0	-0.000969361430810715	-0.14658571505416423	-0.012528071547658727	-0.021975722985466826	-0.0116772689853288	-0.020732231079431104	-0.03478759576677798	-0.0595712997289534	-0.012960074407644729	-0.06516746110565219	-0.034176318452745734	-0.023371696010830712	-0.004670567674689837	-0.020699486510877586	-0.043113097848332324	-0.1124631327731183	-0.14978432701536668	-0.011677268985328797	-0.007155309703978735	-0.03210880738404039	-0.19445571962920438	-0.030864473670933458	-0.056312752469849035	-0.014773594335351815	-0.009554764830555482
MPP3KO_MA0067.1 MPP3KO_Cl23	-0.0019144680466062732	-0.1802337188659711	-0.014861267858108354	-0.008148527602179758	-0.056062473191723826	-0.013374318691495263	-0.01836653142938226	-0.009961039252769763	-0.08424578379734976	-0.061186523339850654	-0.0349828254061123	-0.015887711041300705	-0.1075224260117426	-0.23117405840226796	-0.000969361430810715	0.0	-0.00909505359346873	-0.05191232906270864	-0.07301048931012528	-0.024590247907690453	-0.11140980255341733	-0.09968077636061229	-0.1929473981208066	-0.04046668185347835	-0.41509618766242634	-0.10100302044382738	-0.07784884242789526	-0.08610486650811733	-0.10292485715304242	-0.35079437619017084	-0.002844437605912679	-0.007345621009892268	-0.011677268985328802	-0.009095053593468733	-0.013374318691495265	-0.07952449724685894	-0.025628162907848803	-0.07220029339536133	-0.01836653142938225	-0.02000168184289439
Cluster_12 MPP3KO_Cl7,MPP4WT_Cl21,MPP4WT_Cl20	-0.009016424236956217	-0.019861231882662384	-0.03659758977097186	-0.03404684495405155	-0.009095053593468731	-0.03808521248130849	-0.026612879932528737	-0.013374318691495263	-0.19934427241950547	-0.03795499692952309	-0.02594064341683032	-0.016613288467548278	-0.015053959148548544	-0.02119770268027496	-0.14658571505416423	-0.00909505359346873	0.0	-0.039250126442596026	-0.03265434020959553	-0.018869875046792616	-0.0384496216932596	-0.044835319071425794	-0.1552671224808661	-0.022090324573223526	-0.09405586096043347	-0.04480031613327115	-0.03883495145631066	-0.04210011517261106	-0.056217416985681196	-0.07502289749978834	-0.1170749646466414	-0.14868947733825102	-0.014954413352746847	-0.019581810089614626	-0.045554655007443774	-0.1292018906338366	-0.033674754043403234	-0.11471359181570573	-0.021289564249598138	-0.01733668752647744
MPP3KO_MA1616.1 MPP3KO_Cl3	-0.014028770532399665	-0.14264997579070754	-0.05221925930811504	-0.014028770532399665	-0.08039159609487206	-0.040466681853478355	0.7139960728824146	-0.033549391006687	0.12898768055988763	-0.1958720958769019	-0.09264643222718584	1.5094299626377574	-0.07375162002475925	-0.26864878067996434	-0.012528071547658727	-0.05191232906270864	-0.039250126442596026	0.0	-0.10386915345934351	0.6085192775976769	0.345844905125113	-0.26412358416992454	-0.5150744556155419	-0.13202611412778195	-0.27741791429608453	-0.12354137153724076	-0.21308228856325626	-0.26329188770868256	-0.2765080840639127	-0.41794826256650713	-0.014028770532399662	-0.04990978536706646	-0.03546427884609028	-0.03456717347824684	-0.03939611859496133	0.12098561639906313	-0.04946978179240025	-0.26586719406668463	-0.07079728853939933	-0.06043999330374794
Cluster_29 MPP3KO_Cl19,MPP4WT_Cl3	-0.007772977038484901	-0.13596127589763018	-0.047590257656428034	-0.02064362556196093	1.9096784842309984	-0.05850490713026666	-0.07615252544452328	-0.024744969971223576	-0.1790385125202017	-0.12402753505942217	-0.044137891137315706	-0.033301083781146004	-0.07898045685520215	-0.2260570186332068	-0.021975722985466826	-0.07301048931012528	-0.03265434020959553	-0.10386915345934351	0.0	-0.07021169893756977	-0.1896106253505814	-0.23558175789533467	0.6023912840028096	-0.10314751414970115	-0.4275554174421881	-0.11033124755678674	-0.14312867952155303	-0.14479826756588537	-0.19791283225090733	-0.3309926570900094	-0.017708062189650698	-0.05814841336229127	-0.07098447629094425	-0.03659758977097182	-0.030042619641271324	0.5921040370334314	-0.03466106323707106	-0.16682823729424018	-0.059950335179770595	-0.03365262399415529
MPP3KO_Cluster_2 MPP3KO_Cl2	-0.012198715942752169	-0.048155161077018185	-0.047428980994416774	-0.005569856997300519	-0.0313768770963079	-0.027282884694730506	0.769556343053332	-0.022090324573223543	-0.22795826250526469	0.5361340439449729	0.6066281979711134	0.7821572638531066	-0.05192900478117251	-0.08882633317727802	-0.0116772689853288	-0.024590247907690453	-0.018869875046792616	0.6085192775976769	-0.07021169893756977	0.0	-0.15231625727322956	-0.1380836038536322	-0.3263785545449098	-0.06168788970667864	-0.313757512577889	-0.11121725443600317	-0.13283852489273534	-0.1390293817244132	-0.15472510783260096	-0.17623289901904474	-0.012351869865015195	-0.028783577159393833	-0.024034897469000883	-0.03803271379408665	-0.028783577159393826	0.3000807766148626	-0.0491647136706461	-0.15529596476897553	-0.05901430988169724	-0.042699645348266556
Cluster_4 MPP3WT_Cl14,MPP3WT_Cl3,MPP4KO_Cl1	-0.022832734709272676	-0.2665810650508753	-0.0713241849763168	-0.019781558122978212	-0.1701810393726414	-0.08508836379498005	-0.11848414887750862	-0.07733462539052771	-0.29439657841969863	2.0479612297983616	0.5433883060707559	-0.06606367600557779	-0.15783586628903937	-0.09282217114080273	-0.020732231079431104	-0.11140980255341733	-0.0384496216932596	0.345844905125113	-0.1896106253505814	-0.15231625727322956	0.0	-0.46253901069807696	0.06669039714424368	0.19522965661705877	1.977915261876704	-0.37931047163436554	0.28613705943419393	0.4869960802399833	-0.6682174820344536	1.1795628161713407	-0.018511399239703165	-0.04936420114631426	-0.0885221570768738	-0.06506471206846909	-0.060809002509001425	-0.17129229910365062	-0.08603265161218918	-0.295052913354733	-0.1125002282885292	-0.10543645457881154
Cluster_5 MPP3WT_Cl8,MPP4KO_Cl4	-0.02950880143348799	-0.29404394779583454	0.6208109013831238	-0.025074329938367054	-0.15890899331456335	-0.09715994593279598	-0.10566646975806476	-0.07815978960671481	0.4205751097894375	-0.36677764153223047	-0.14093612561297603	-0.08989036091267315	0.39519877575039597	0.44964638840431914	-0.03478759576677798	-0.09968077636061229	-0.044835319071425794	-0.26412358416992454	-0.23558175789533467	-0.1380836038536322	-0.46253901069807696	0.0	-0.33436088073022685	-0.21630305758534746	0.5686417361012058	-0.29335007021238596	-0.3641141461843985	-0.048753351987022714	-0.49998582190993235	2.3773561856515877	-0.011113039864227476	-0.0763086090553036	-0.08089950329690272	-0.07572320510810623	-0.06398163441947974	-0.14705158224749193	-0.08586639041589049	0.16140418746747734	-0.1180583104107339	-0.1221461253191736
Cluster_22 MPP3WT_Cl1,MPP3WT_Cl2	-0.051818991093638446	-0.34782572694089425	-0.22264594688978429	-0.07402434604883562	2.1745526259671313	1.0503780494467945	0.34051934705626224	-0.1326962425589684	-0.9165400598748753	-0.5152497746339085	-0.2430926643335622	-0.2236304876253917	-0.2799420862871466	-0.5624932609594057	-0.0595712997289534	-0.1929473981208066	-0.1552671224808661	-0.5150744556155419	0.6023912840028096	-0.3263785545449098	0.06669039714424368	-0.33436088073022685	0.0	-0.4404959882662343	-0.29832269875074885	-0.12659416289861122	-0.6618075655715038	-0.5778995577298542	-0.3949859677787791	-0.246268946631439	2.7418235637217303	-0.19071025890917484	1.0596539416102733	-0.1662360677009988	-0.1619831009753839	-0.4151184715418335	-0.27494736012762794	-1.0245813603090612	-0.3483003517400179	-0.21649104643908398
MPP3WT_MA0739.1 MPP3WT_Cl7	-0.011431324083233666	-0.18145990573876672	-0.07200595922330907	-0.012436551810269909	-0.09831313961888426	-0.04344076589961684	-0.08372755035888826	-0.033038381119420035	0.19166263155137223	-0.2398962660511293	-0.08785273221069986	-0.04905615984298711	-0.07645833738139322	0.16601120230530594	-0.012960074407644729	-0.04046668185347835	-0.022090324573223526	-0.13202611412778195	-0.10314751414970115	-0.06168788970667864	0.19522965661705877	-0.21630305758534746	-0.4404959882662343	0.0	0.016157246739249016	1.0077065002610484	-0.3143361140196701	-0.18574528993089273	-0.29961879119383356	0.9634188775680054	-0.016422232544591117	-0.04936420114631426	-0.03835580616246246	-0.04030042684416633	-0.032786885245901586	-0.1178833326963674	-0.04962735258394946	-0.19163264648549605	-0.05677481479578523	-0.0857412380288565
Cluster_7 MPP3WT_Cl4,MPP4KO_Cl5,MPP4KO_Cl7(...)	-0.05098469197518857	-0.618078401701156	0.8213254123361627	-0.08353655981272023	-0.31257753762407436	-0.18508046121137478	-0.320584090744949	0.40153712288340254	1.1981222323587735	1.3597346960174759	-0.31814514027977464	-0.19241811861674854	-0.03028606078792436	9.073398848177241	-0.06516746110565219	-0.41509618766242634	-0.09405586096043347	-0.27741791429608453	-0.4275554174421881	-0.313757512577889	1.977915261876704	0.5686417361012058	-0.29832269875074885	0.016157246739249016	0.0	1.5556547674233565	0.14531357241500295	-0.7797455822813746	-0.7849998535081604	-0.08224778065812054	-0.05329012439507623	0.40078874010072385	-0.1902581381883255	-0.17265149011661926	-0.19927973438256366	1.298150798934409	-0.1732746134284116	-0.452923638400986	-0.3091517328480491	-0.35793802759491
MPP3WT_Cluster_5 MPP3WT_Cl5	-0.014611903514468354	-0.16189411458336736	-0.06344647537619763	-0.022916130023759092	-0.08917646845206575	-0.06487174377922934	0.49487781112090995	-0.0311248236720256	-0.2496591242809905	-0.28999507327205737	-0.09943559727872162	-0.08026847560819483	-0.10754242468796811	-0.2397487671224154	-0.034176318452745734	-0.10100302044382738	-0.04480031613327115	-0.12354137153724076	-0.11033124755678674	-0.11121725443600317	-0.37931047163436554	-0.29335007021238596	-0.12659416289861122	1.0077065002610484	1.5556547674233565	0.0	0.07037364308949207	-0.216034555633876	0.1269062066615454	2.090570881981607	-0.02338499631883055	-0.07589606287242535	-0.04555465500744379	-0.060809002509001425	-0.04653985107418672	-0.1320799374194525	-0.07235286103024853	-0.2719607574062969	-0.07968085282980628	-0.08390610879458714
MPP3WT_MA0513.1 MPP3WT_Cl6	-0.027855898715767005	-0.18118739852861496	-0.07663234715718319	-0.01568999752016688	-0.10671614349223629	-0.08186874320151655	-0.09222462688464625	-0.07063073099286252	-0.31756672848557993	0.13224135308123686	-0.1108158649661869	-0.06468348067707996	-0.12635383905272077	-0.2887716335765155	-0.023371696010830712	-0.07784884242789526	-0.03883495145631066	-0.21308228856325626	-0.14312867952155303	-0.13283852489273534	0.28613705943419393	-0.3641141461843985	-0.6618075655715038	-0.3143361140196701	0.14531357241500295	0.07037364308949207	0.0	-0.2839305810700646	-0.4573850997639887	0.8810171810465158	-0.025426967800968467	-0.06768032272698933	-0.06833002275220873	-0.06769254239770416	-0.07407681263114001	-0.16499794397576226	-0.07010551806207421	-0.3229951827454017	-0.11754893350118832	-0.10602149289841317
