	Cluster_14 MPP3KO_Cl6,MPP4WT_Cl22	Cluster_3 MPP3KO_Cl21,MPP4KO_Cl2	Cluster_30 MPP3KO_Cl22,MPP3KO_Cl16,MPP3KO_Cl15	Cluster_13 MPP3KO_Cl9,MPP4KO_Cl7,MPP4WT_Cl6	MPP3KO_Cluster_18 MPP3KO_Cl18	Cluster_9 MPP3KO_Cl11,MPP4WT_Cl13	MPP3KO_Cluster_10 MPP3KO_Cl10	Cluster_25 MPP3KO_Cl8,MPP4WT_Cl9	Cluster_23 MPP3KO_Cl1,MPP4WT_Cl12	Cluster_33 MPP3KO_Cl13,MPP3WT_Cl13,MPP3WT_Cl12	Cluster_26 MPP3KO_Cl5,MPP3KO_Cl4,MPP4WT_Cl4	Cluster_39 MPP3KO_Cl20,MPP3WT_Cl9	MPP3KO_MA1536.1 MPP3KO_Cl17	MPP3KO_MA0506.1 MPP3KO_Cl14	Cluster_16 MPP3KO_Cl12,MPP4WT_Cl17	MPP3KO_MA0067.1 MPP3KO_Cl23	Cluster_12 MPP3KO_Cl7,MPP4WT_Cl21,MPP4WT_Cl20	MPP3KO_MA1616.1 MPP3KO_Cl3	Cluster_29 MPP3KO_Cl19,MPP4WT_Cl3	MPP3KO_Cluster_2 MPP3KO_Cl2	Cluster_4 MPP3WT_Cl14,MPP3WT_Cl3,MPP4KO_Cl1	Cluster_5 MPP3WT_Cl8,MPP4KO_Cl4	Cluster_22 MPP3WT_Cl1,MPP3WT_Cl2	MPP3WT_MA0739.1 MPP3WT_Cl7	Cluster_7 MPP3WT_Cl4,MPP4KO_Cl5,MPP4KO_Cl7(...)	MPP3WT_Cluster_5 MPP3WT_Cl5	MPP3WT_MA0513.1 MPP3WT_Cl6	MPP3WT_MA1581.1 MPP3WT_Cl10	MPP3WT_Cluster_11 MPP3WT_Cl11	Cluster_1 MPP4KO_Cl6,MPP4KO_Cl3	MPP4WT_Cluster_5 MPP4WT_Cl5	MPP4WT_MA0041.1 MPP4WT_Cl14	MPP4WT_MA0850.1 MPP4WT_Cl15	MPP4WT_MA0109.1 MPP4WT_Cl10	Cluster_18 MPP4WT_Cl19,MPP4WT_Cl18	MPP4WT_Cluster_11 MPP4WT_Cl11	MPP4WT_MA0676.1 MPP4WT_Cl8	MPP4WT_MA0687.1 MPP4WT_Cl1	MPP4WT_Cluster_16 MPP4WT_Cl16	MPP4WT_MA1585.1 MPP4WT_Cl2
Cluster_26 MPP3KO_Cl5,MPP3KO_Cl4,MPP4WT_Cl4	-0.0600038737482265	0.5244609182758547	0.34813597213031433	-0.080357142857143	-0.23359589842346043	-0.21041897380336486	0.24485530568308453	-0.10341188338616293	0.9411466528446416	0.1552676974342116	0.0	-0.1837839664186922	0.8411239334276291	0.31922681134557956	-0.09366117731553927	1.135347219994365	0.45968341928890166	0.003481857434864176	-0.32057045539803825	1.2453907350392721	3.2276195621695623	1.131395766996215	-0.4469231018523068	0.48157608796322	0.22807477315668384	1.8464105618904822	0.24405828519943473	-0.09566050037273914	0.5867967055466009	-0.6797068011889136	-0.05703144410565477	0.9472936337180126	-0.18878156939864638	-0.12823225935724664	1.0751301260564383	0.8194392830032949	0.4700121771476837	-0.6259067472518761	-0.24577743353794682	-0.2603893796213843
Cluster_39 MPP3KO_Cl20,MPP3WT_Cl9	-0.08571140659791443	-0.2213671614462203	-0.23646403798178423	-0.08250566074492391	-0.19367469035104654	-0.17610339831291463	0.3170927310496803	-0.10184041043910393	-0.35055935464933347	1.4447546427318978	-0.1837839664186922	0.0	1.6228559181796824	0.1704605085073548	-0.06323846007750886	0.5851459560937496	-0.14380489485788178	0.18513597281139285	0.256866956684147	0.9509950922645899	0.024294673748790564	1.1630299871303387	0.7529075529439392	0.1769760362937419	0.4880743843533405	0.041404797377992276	0.43332714123670457	0.44022014421942857	-0.05885463288715024	-0.3530883268250734	-0.07883279642698066	-0.24268296451639015	-0.23478413739636028	-0.1323426571026056	-0.17556458387353763	0.3263365177252524	-0.26004988760882153	0.6980983602232824	-0.26680579282156347	0.42236663099798083
MPP3KO_MA1536.1 MPP3KO_Cl17	-0.03864139250604503	-0.002865044271824289	-0.18925769802259523	-0.0706267109248172	-0.2630378521574486	0.4938609639255427	0.38933794921746767	0.536898351429253	-0.01576486943099668	0.8007722772676553	0.8411239334276291	1.6228559181796824	0.0	-0.5605106214099037	-0.05804099986275201	1.425954109123777	-0.1235482185422863	0.05465070266706014	0.5061109811444117	-0.3408292702804959	3.580027113685784	4.604986968927185	0.47458738047460564	1.103449141336344	-0.30935627726757925	0.32732872239262933	-0.6947610483681743	1.115949934820005	0.7913291753125505	-0.6890492330909916	-0.06281545624215872	-0.1411875152742807	0.535008658911475	-0.16915752606265513	1.0788647978606933	-0.3348726449263083	-0.22953462168371982	0.5454269087828986	1.2086913299067605	-0.2163482312396571
MPP3KO_MA0506.1 MPP3KO_Cl14	-0.03367475404340323	-1.3654096837114937	-0.3503966668420994	-0.048590721511724326	-1.500977519010861	-0.3018318978846088	-0.4866487324103303	-0.2450288704709395	-0.3655928854926635	-0.31690032521069655	0.31922681134557956	0.1704605085073548	-0.5605106214099037	0.0	-0.09587213188098875	-0.53784901111102	-0.13100904515571452	-0.9862973257154415	-0.5161828890639807	-0.49991429837712115	-0.10772372897988608	-0.708202195508396	-1.619486906924245	-0.44352107814178654	-3.0315355475849053	1.0061839219499864	1.0596318204022714	-1.0359902504811023	-1.0586695883361725	-1.91362657525153	-0.06981697714635081	-0.27896077501914657	-0.44356787232127276	-0.20160485174400875	0.09365340697555785	-0.43186847606944445	-0.253008560709711	-0.5146991704852394	0.45025409948734635	-0.5235096617420709
Cluster_16 MPP3KO_Cl12,MPP4WT_Cl17	-0.11122324482578043	-0.060078748242783885	-0.10714354319226861	-0.06522654346837391	-0.04181719180066551	-0.12908137305818262	-0.17929343828152944	-0.03560403775861239	-0.5449276027181841	-0.1516792692399022	-0.09366117731553927	-0.06323846007750886	-0.05804099986275201	-0.09587213188098875	0.0	-0.035604037758612386	-0.485792493171736	-0.11384457900708424	-0.1312144884527946	-0.08224356001860995	0.4395040400478322	-0.17721868192468296	-0.36385488631257656	-0.09923117641800218	-0.3754203184301889	0.34228437895452835	-0.18128831139599275	-0.08933054170673807	-0.17789390752699527	-0.2308358910956499	-0.3473960615231188	-0.5192042074214696	-0.04816321107606076	-0.04202566678922336	-0.17361143438056026	-0.6878255600255146	-0.1861567277697523	-0.3657147091123014	-0.10082400904731571	-0.07750568928404808
MPP3KO_MA0067.1 MPP3KO_Cl23	-0.030346708710297852	-0.05376561813583715	-0.10025965311055751	-0.03458788732575047	0.2578768391047435	0.6302818393614689	0.5421241694928862	-0.08045947170158883	-0.34055358719168316	0.6059267629080721	1.135347219994365	0.5851459560937496	1.425954109123777	-0.53784901111102	-0.035604037758612386	0.0	0.6950792637662436	0.8214461030024763	0.5091131212668435	0.5082604478980984	1.3803807996965207	2.690183947907123	0.8944514125667158	0.2561441061737942	-0.5966032927420195	1.5663033338097985	1.3471075454087706	0.40974792991679926	2.1361850813026826	-1.3720438988909458	-0.01082167869407055	-0.08125528306026612	0.6163974462823023	-0.10667264415846418	-0.08445562346248953	-0.2530483477921934	-0.15431365452676873	0.08649519056163468	1.9025209744579168	-0.1557685036505588
Cluster_12 MPP3KO_Cl7,MPP4WT_Cl21,MPP4WT_Cl20	-0.08171094977617234	-0.10524625938249735	-0.20415802395308602	-0.15617324011817682	1.4428919209603517	0.4439721531849752	-0.18907687220233232	-0.07853081952464054	-0.5566145858111406	-0.23879772058322915	0.45968341928890166	-0.14380489485788178	-0.1235482185422863	-0.13100904515571452	-0.485792493171736	0.6950792637662436	0.0	-0.2825216499967253	-0.18683338375485675	-0.11129586190529889	0.3123927029679164	-0.23237205869218686	-0.4156742412056554	-0.1564843958194372	0.6029503395761956	-0.23147105820455652	-0.26472807824948197	0.9528808128600026	-0.30855427559735954	0.07370340452562225	-0.35911545105319587	-0.5081873415226398	0.6265877021030751	-0.10115855277294536	0.3294292364358134	0.02286840275286393	-0.1992155569138703	-0.6612513538680903	-0.19554630553119817	-0.10003887248603476
MPP3KO_MA1616.1 MPP3KO_Cl3	-0.10635595543276889	-0.2903889379920266	-0.29484863907462816	-0.10795878066416953	-0.4537720624513772	0.3803617778820397	0.2267786441840751	-0.21557965660267814	-0.3766316611491087	1.166337896540172	0.003481857434864176	0.18513597281139285	0.05465070266706014	-0.9862973257154415	-0.11384457900708424	0.8214461030024763	-0.2825216499967253	0.0	0.7001201385189539	0.2920903147025541	0.14048722460507587	2.4417945128690937	-0.15810797896405576	0.594649315232906	0.14431770057302853	0.15824364389264212	1.6983869060907348	-0.5756129655067121	-0.5246291675390444	-0.580387261361905	-0.09751326669607006	-0.31457129964168146	1.115953070834501	-0.2543593308671173	2.625323668500217	-0.5903213012005021	0.8477752287295978	-0.15664826136229465	1.1362935339572042	0.20310345261064033
Cluster_29 MPP3KO_Cl19,MPP4WT_Cl3	-0.08501137358793161	-0.5671481897259325	0.20905559318656655	-0.13267401072009138	-0.5327471738712155	1.5051306354197456	0.03976666487582034	-0.1460038675370227	0.22043069987451666	0.4819363888994131	-0.32057045539803825	0.256866956684147	0.5061109811444117	-0.5161828890639807	-0.1312144884527946	0.5091131212668435	-0.18683338375485675	0.7001201385189539	0.0	-0.4186797840798024	2.2140745808594446	3.594906430696477	-0.44035923064873606	-0.5385494075811563	-0.8679250544776381	-0.5376832932069661	0.0385691817620098	0.2727025686644692	-0.3772042359498126	-0.9540680207644554	-0.11429663287868573	-0.28010605421788504	-0.319601595900548	-0.22516721286102365	0.3530207884845837	4.130608796570978	-0.25040288735229915	-0.8105194167335728	0.19168691159002824	-0.24973177606504535
MPP3KO_Cluster_2 MPP3KO_Cl2	-0.09016694210477516	0.20895524483736397	-0.29747191745523915	0.6335001236292668	1.0095838045791388	-0.20647485619803502	0.2743649782130395	-0.15508254170796662	-0.21847248325579827	1.0245490273422244	1.2453907350392721	0.9509950922645899	-0.3408292702804959	-0.49991429837712115	-0.08224356001860995	0.5082604478980984	-0.11129586190529889	0.2920903147025541	-0.4186797840798024	0.0	0.6956644702680793	1.317399626699697	0.25547896054406416	0.6333890311651514	-0.11778164990841543	0.26015395520390505	-0.35496680369306866	0.053811246019191995	0.39033714011622905	-0.36803391841240063	0.663976691068186	-0.1893232967810803	-0.18710177740344874	0.33039691373822805	0.45720653854338555	-0.4391249783590147	0.3225815266251307	-0.3996811528569611	-0.3753999028621838	-0.2400300167974138
Cluster_4 MPP3WT_Cl14,MPP3WT_Cl3,MPP4KO_Cl1	-0.13363950736890276	-0.07282257481633657	0.6105609616667793	1.1385546624304423	0.1445563164472696	1.5600198125650684	2.6499913443688508	0.5367180675763693	1.8176447390242005	8.616455819516668	3.2276195621695623	0.024294673748790564	3.580027113685784	-0.10772372897988608	0.4395040400478322	1.3803807996965207	0.3123927029679164	0.14048722460507587	2.2140745808594446	0.6956644702680793	0.0	23.40534802314744	8.30652958801589	3.52777430597741	5.53669521263586	5.625499943521668	8.18139728491892	2.1217058191489424	8.85847314033286	1.3365006682232197	-0.13909645151169556	0.12247339616263783	1.8234571470635386	3.3262149743899823	3.146411640333039	1.3627170464577762	0.9121848129848323	3.7460291928875575	2.357372587572889	0.3514019681584892
Cluster_5 MPP3WT_Cl8,MPP4KO_Cl4	1.0813595230310928	-0.9949051814302209	0.37443408649806414	1.9080539234349696	0.19959519546928642	0.006136773790604204	-0.13115808957285213	3.09010329303249	2.9025157630401357	12.810653779159273	1.131395766996215	1.1630299871303387	4.604986968927185	-0.708202195508396	-0.17721868192468296	2.690183947907123	-0.23237205869218686	2.4417945128690937	3.594906430696477	1.317399626699697	23.40534802314744	0.0	8.71768433715725	7.185568546576519	7.302846424073311	9.05810259982723	8.617107473453661	5.412900884057404	7.997601039154944	3.312556912516221	-0.0941346265373587	4.055593284370042	2.190572402533247	-0.018987122482989827	0.5699302567709498	3.2133265908318585	2.954503842478084	3.291925805947957	3.568382149887353	0.8457239713221659
Cluster_22 MPP3WT_Cl1,MPP3WT_Cl2	0.6889468863838855	-0.367662303210597	-1.046380873521811	0.036285097245135914	-0.8347312078807952	0.5366371382352693	0.18389106097548	-0.29783801445847846	-0.6423250156716864	3.7415895979824176	-0.4469231018523068	0.7529075529439392	0.47458738047460564	-1.619486906924245	-0.36385488631257656	0.8944514125667158	-0.4156742412056554	-0.15810797896405576	-0.44035923064873606	0.25547896054406416	8.30652958801589	8.71768433715725	0.0	1.3442121126001343	0.12882929718876554	1.0043051615021463	0.8869726709028568	1.6289861820661315	2.481186290677077	-0.44427038809313507	-0.3362711346592814	0.07479257971484349	0.5470916905771144	-0.008424140581674143	2.259517042754943	-0.5602113766941436	0.9029631179091576	-1.5224991767843639	-0.9354082243693052	-0.06614694285726197
MPP3WT_MA0739.1 MPP3WT_Cl7	-0.06833002275220873	-0.2724061232924917	-0.39654348933032174	-0.11190885721209218	-0.02521524118458987	-0.25850938550608904	0.15210798231153103	0.45002329569186295	-0.25158359628910437	2.737565520798513	0.48157608796322	0.1769760362937419	1.103449141336344	-0.44352107814178654	-0.09923117641800218	0.2561441061737942	-0.1564843958194372	0.594649315232906	-0.5385494075811563	0.6333890311651514	3.52777430597741	7.185568546576519	1.3442121126001343	0.0	1.415226849525399	0.5899980461694145	3.770013730686879	0.2292457103454456	1.08031530018145	-0.1124018421181861	-0.09593136918163882	-0.2591761272479649	-0.21863932881546966	0.36457563547391925	-0.2138969679898414	-0.3995498396303987	1.5466394829555457	0.22829429783606378	0.19034369985674926	0.5922038608736777
Cluster_7 MPP3WT_Cl4,MPP4KO_Cl5,MPP4KO_Cl7(...)	-0.22759845463170505	-2.096682199756015	-0.1024298375374074	2.142249147859474	-2.0416432531999913	0.7050391835677958	-0.4041589142394274	-0.4130442665855128	-0.27692759254334	3.777757350468952	0.22807477315668384	0.4880743843533405	-0.30935627726757925	-3.0315355475849053	-0.3754203184301889	-0.5966032927420195	0.6029503395761956	0.14431770057302853	-0.8679250544776381	-0.11778164990841543	5.53669521263586	7.302846424073311	0.12882929718876554	1.415226849525399	0.0	-0.13099294793399252	1.937123422776609	-0.5931906150593361	0.3121578415964218	-1.316571370127877	0.6222219234527478	-0.1902750498082879	0.8885847604527776	0.417644972870436	0.2111703886902752	-0.8053418446453336	0.9195255619659628	-0.4956417590970182	0.45618342710836496	0.12458409956470627
MPP3WT_Cluster_5 MPP3WT_Cl5	-0.10501851391085416	0.8418241545249102	-0.3591519576808451	-0.16502170101951721	-0.5062292981340842	1.6714101842229412	2.3005228134998563	-0.21613640948892085	-0.08384825220837047	4.721513531323734	1.8464105618904822	0.041404797377992276	0.32732872239262933	1.0061839219499864	0.34228437895452835	1.5663033338097985	-0.23147105820455652	0.15824364389264212	-0.5376832932069661	0.26015395520390505	5.625499943521668	9.05810259982723	1.0043051615021463	0.5899980461694145	-0.13099294793399252	0.0	2.0971193721042014	2.0027808346915172	3.2712053434617814	0.16304011389677323	-0.12718856264265332	0.5559898934322327	1.4709546916429739	-0.32646783359047754	-0.30908898121452955	0.816898057458547	0.13434449183254055	-0.634964781402008	0.5301190865526784	-0.4498180769520213
MPP3WT_MA0513.1 MPP3WT_Cl6	-0.12504475271790186	0.6304746466648113	-0.3892419717226681	0.49892073706982537	-0.6123911633067901	0.4993817673521188	0.9000882675216992	0.6703067103340588	-0.1475301031616714	4.7469934051590705	0.24405828519943473	0.43332714123670457	-0.6947610483681743	1.0596318204022714	-0.18128831139599275	1.3471075454087706	-0.26472807824948197	1.6983869060907348	0.0385691817620098	-0.35496680369306866	8.18139728491892	8.617107473453661	0.8869726709028568	3.770013730686879	1.937123422776609	2.0971193721042014	0.0	1.883407274001882	2.912822870376343	1.4964795602401628	-0.15674930566225484	-0.37369513762199236	0.09959568247295321	-0.37792801035886603	0.12865819794983338	-0.3107909732869921	0.08428061969410057	-0.2823462532602857	1.0451060798114884	1.6240677773525254
MPP3WT_MA1581.1 MPP3WT_Cl10	-0.08037594541843407	-0.7023528784954876	0.16481128282603444	1.2690627754397377	-0.11552079923367381	0.6730709652150376	-0.02873148443590783	-0.3074071806147043	0.09403066728154434	6.450928877329549	-0.09566050037273914	0.44022014421942857	1.115949934820005	-1.0359902504811023	-0.08933054170673807	0.40974792991679926	0.9528808128600026	-0.5756129655067121	0.2727025686644692	0.053811246019191995	2.1217058191489424	5.412900884057404	1.6289861820661315	0.2292457103454456	-0.5931906150593361	2.0027808346915172	1.883407274001882	0.0	3.7764261325276656	-1.3776853356124181	0.6609686612958587	-0.2882637510950767	1.231221799887892	0.16943230752253857	1.468002703485726	-0.4639394809274262	0.12614829701316127	0.16849070518685227	0.2936741039752496	-0.06701065776249505
