baseMean	log2FoldChange	lfcSE	pvalue	padj
Ugdh	1096.45606181728	-1.07270945388097	0.158318325399013	1.49631306642986e-12	7.01714429198701e-12
Vapa	7100.12793244751	-1.06888753241644	0.0597006166931479	1.33877804155844e-72	3.32320322729704e-71
Prepl	542.273034026521	-1.06689054395164	0.191958544911735	3.38465439097493e-09	1.20788055779906e-08
Klhdc2	1319.84440794822	-1.06674192259429	0.126137786012446	3.39342497332364e-18	2.22359797666812e-17
Vav3	1299.85037547155	-1.06658109357542	0.124650518450136	1.43859023100728e-18	9.54451109156775e-18
Dbi	2088.04110047448	-1.06377083284499	0.107301074845908	4.5335981986284e-24	3.87200022421839e-23
Serpina3g	351.713133368891	-1.06117655035004	0.253480258909861	3.6048613998756e-06	9.77658589557221e-06
Oma1	734.739916551046	-1.06061855542104	0.162677236736557	8.94186070331162e-12	3.98215078073241e-11
Coq9	1182.24091861428	-1.06059834359672	0.140587246461136	5.78247470407557e-15	3.18969786905712e-14
Rbks	356.823549806488	-1.05941271400508	0.259517567919481	5.71322743519585e-06	1.51640521706357e-05
Cotl1	4711.0661028104	-1.05725742158346	0.079637428767402	4.11015148017864e-41	5.97721596208374e-40
Gmps	3726.36317515514	-1.05567550027173	0.0798346302053097	8.34164799759436e-41	1.20095897885366e-39
Pomk	603.687904179125	-1.05425306051293	0.194519912060733	7.77990376462077e-09	2.69066129512176e-08
Acad9	1349.20047103403	-1.05376040983138	0.121765071212216	6.49114455785872e-19	4.40820450499328e-18
Dennd2d	379.162989356137	-1.05355346319755	0.233131372894658	8.1219736807201e-07	2.34469351917208e-06
Ddx28	634.434268343368	-1.05239622398913	0.189815158045991	3.87541305837989e-09	1.37232652151625e-08
Trub1	479.965262785612	-1.05112182840643	0.205547390361448	4.1683600001199e-08	1.35730959874664e-07
Mettl6	1055.24164441001	-1.05033537733468	0.138461535253346	4.37852793205076e-15	2.44064184177033e-14
Bnip2	2399.36704663883	-1.04916438103967	0.0949676105119081	2.99892716564187e-29	3.0998141513168e-28
Mmachc	650.010538131429	-1.04910528728852	0.177927626420678	4.94829794362069e-10	1.91459029570129e-09
1500011K16Rik	277.400615159742	-1.0488423837951	0.271206159184574	1.46572576416425e-05	3.7123860897832e-05
Slc7a8	366.481055385401	-1.04469210145511	0.237445224442013	1.46624327896099e-06	4.13452707480942e-06
Camk1	482.568926318179	-1.04409861808364	0.199517031671896	2.26137070609719e-08	7.55639720691229e-08
Exog	657.654664358682	-1.0439539798228	0.171336663067955	1.50564740809499e-10	6.10129255278701e-10
Ermp1	2454.06987733578	-1.04282664492471	0.102764193526347	4.63862370570943e-25	4.12604145685257e-24
Elmod2	469.748812242515	-1.04157121890831	0.215416807201357	1.82227941786962e-07	5.56681781548653e-07
Elovl1	2080.60823465215	-1.04102560704693	0.0983485914541692	4.8198849834349e-27	4.59553461334503e-26
Msl3l2	287.400138392165	-1.04086139773614	0.259466090716551	8.27365389509164e-06	2.156799895363e-05
Akr1b10	406.373307666451	-1.03850932093267	0.22181624112609	3.939011318097e-07	1.17274316288867e-06
Galnt4	465.892766813156	-1.03765330400298	0.203199973516736	4.56438694053649e-08	1.47814561654006e-07
Pdia3	24298.2671037498	-1.03269650658292	0.0423571787893754	3.92638427753633e-132	1.94926604674931e-130
Fech	1355.16951153317	-1.030772203359	0.123241157974807	8.72601211650515e-18	5.59775621324882e-17
Pgk1	319.08471212125	-1.03035496738155	0.251595364817015	6.01382517387621e-06	1.59283390544874e-05
Pkn3	192.801865041255	-1.03003705807128	0.417274027391303	0.00192455707052929	0.0036796976203366
Mipep	1157.69214253409	-1.02979135814852	0.136451615989941	6.42625653783664e-15	3.52936312742875e-14
Fbxo22	1169.80537645563	-1.02562760637646	0.164070782003739	5.9626401368191e-11	2.48517317199598e-10
Tspan31	1925.22122227584	-1.02494855486803	0.10222170317929	1.71596690027563e-24	1.49210650741827e-23
Agpat2	1171.51900432402	-1.02362776204839	0.143295892736765	1.34522789391806e-13	6.80582666410956e-13
Abce1	5939.77195878623	-1.02332678136207	0.0688681585504703	9.02701039039771e-51	1.57941338045882e-49
Ece2	495.764133060258	-1.02283837698656	0.218499400907607	4.19614143828769e-07	1.24561747908876e-06
Sumf2	546.473078163952	-1.02217349829848	0.195053891960069	2.3684600761198e-08	7.89330047855006e-08
Tmem30a	2587.92773931852	-1.02161704628295	0.101006295736045	7.13636436410726e-25	6.29070670727484e-24
Plin3	2116.14114610509	-1.02045345460693	0.0976743410944189	2.26223419365964e-26	2.11295608931435e-25
Mfsd11	607.331673663559	-1.01949556851278	0.215547664908273	3.35015079227501e-07	1.00126986015859e-06
1700037H04Rik	1384.20193381397	-1.01907019539157	0.120552805661595	4.27385115818052e-18	2.78782342861769e-17
Dynll1	2500.33787968396	-1.01803595156065	0.0962794197644739	5.99146505580052e-27	5.70179271315936e-26
Arhgdib	17060.3620636312	-1.01726997235598	0.0416414994836739	1.28007009752636e-132	6.38640913013399e-131
St6galnac6	590.396573911763	-1.0167332433401	0.192685243219231	1.98765233890618e-08	6.67273826498883e-08
Ubxn8	874.962853419023	-1.01637657226396	0.154389632263073	6.99992949158997e-12	3.14513104842816e-11
Gnai3	5662.00304371859	-1.01607469550523	0.06713781890725	1.48027231761284e-52	2.67350975213301e-51
Txndc11	2590.24978443458	-1.01520384991161	0.102606800469971	6.78342502082792e-24	5.75449136026126e-23
Cptp	459.942661913422	-1.01222205145128	0.217148340546935	4.81104582777165e-07	1.41978681851487e-06
Slc8b1	1403.39064738813	-1.01050771072477	0.118806894099747	2.82847797159722e-18	1.85945211987976e-17
Car9	245.829300946605	-1.01018847790225	0.296229643315947	9.91068578880589e-05	0.000226793577156189
Pi4k2b	832.443301438074	-1.0093327714633	0.15766898922805	2.40337531889386e-11	1.03775563255408e-10
Twf2	3483.21330961609	-1.00931862108788	0.0853977662312379	4.90990869445378e-33	5.66804808965695e-32
2210013O21Rik	321.670353145671	-1.00602134767508	0.247049811863893	7.27043333087842e-06	1.90811008095294e-05
Kbtbd7	384.588294860005	-1.00582034767465	0.241768918890128	4.96944629975316e-06	1.32738085896932e-05
Rab1a	4074.21834405134	-1.00543875013604	0.0781576924735624	1.14789419585181e-38	1.5549029174455e-37
Mppe1	752.067785634859	-1.00454971762882	0.166389643006528	2.49256056313236e-10	9.89756712184708e-10
Ifitm3	946.941141271193	-1.0041957902934	0.144427016309597	5.7184001596068e-13	2.76270550376401e-12
Phyh	926.956943415146	-1.00266342880455	0.149622342457728	3.32018860441616e-12	1.52025719015475e-11
Daam1	174.579006497261	-1.00183978533228	0.351368000339572	0.000678580913556646	0.00138379976665801
Pkm	17396.0239160665	-1.00156797875868	0.0403863081415079	1.47757365074475e-136	7.87882923397121e-135
Tmem167	2114.46444296178	-1.00093199669879	0.0971875370166661	1.1616321617407e-25	1.06329962997482e-24
Dhodh	1111.85588007544	-1.00021375116409	0.142468827015906	3.59033315255186e-13	1.76160552635918e-12
2410016O06Rik	1233.40177607245	-1.00018747399522	0.127355947901286	6.59206883291782e-16	3.86473936580255e-15
Rbbp9	200.056016610818	-0.99897010970683	0.325992051030908	0.00034443395733454	0.000731550141626448
Aifm2	99.6372656740198	-0.99888233552291	0.442533587060472	0.00373196601912713	0.00680737620647298
2810408I11Rik	146.415457065294	-0.998514297653766	0.361334644036686	0.000899743944626233	0.00180378346408259
Nadk	4344.71892676216	-0.997741502848556	0.0750467560201169	4.10485479172844e-41	5.97721596208374e-40
Rassf4	2956.88448931979	-0.99757895560406	0.0868575945365712	2.59216704520915e-31	2.83954994365411e-30
Zfp273	71.4442924290041	-0.996762352731009	0.503107773130228	0.00740006465318627	0.0128096618987996
Ybx3	12912.008090804	-0.995766477407808	0.045853243995897	2.40688156801686e-105	9.08485110205014e-104
Crls1	884.742411976718	-0.995603620625441	0.170712317931906	9.01425457707855e-10	3.38219127430371e-09
Cln6	1019.84102895157	-0.994114561363857	0.139129344206264	1.49663524808399e-13	7.55287432658509e-13
Cacybp	5126.41325800163	-0.993752471672788	0.0716233087752231	1.51964938879073e-44	2.38551815268427e-43
Tpi1	7421.89345244631	-0.993561891731373	0.0586066223581816	3.08556686181071e-65	6.89497623798855e-64
Pam	117.357381151276	-0.993457218312941	0.398301314670392	0.00200658285119838	0.00382781411591468
Pfkp	2682.27030998116	-0.992950965242374	0.111250971805987	7.47444514499254e-20	5.28243044679066e-19
Fam234a	687.693360751478	-0.992903065394214	0.197710536450255	8.46098263517625e-08	2.67303394975882e-07
Ms4a4c	226.591655016166	-0.992782588886129	0.300484781888764	0.000154462646471379	0.000344244703922724
Mrpl50	1060.43989455915	-0.992245484451744	0.150631327887396	7.50461427413574e-12	3.36140011798844e-11
Bivm	322.901679317363	-0.992016660674799	0.260015192376363	2.22874776543685e-05	5.55560721743076e-05
Prdx6	7663.52081579433	-0.991103365130983	0.063450029357353	9.04375216987e-56	1.73605589272285e-54
Sco1	464.93305014262	-0.991016863531374	0.206172342174222	2.55197591613987e-07	7.69333331823441e-07
Oxr1	3054.81378375083	-0.990297905523747	0.0818678978893016	1.88677307549442e-34	2.27450945631971e-33
Tmem126a	435.38417202812	-0.989550510921463	0.222611501632079	1.46346556481128e-06	4.12784941566418e-06
Smo	631.286042526771	-0.988974730885525	0.180150952805246	6.78859409707578e-09	2.35834027267596e-08
Ube2q2	1011.25143941922	-0.988390867044455	0.146158010670208	2.30895831302483e-12	1.06839678047127e-11
Nt5dc2	4437.61764082259	-0.988353255360702	0.0718702875277458	8.54984973873055e-44	1.31953117407238e-42
Dld	3000.72707800379	-0.988346496663337	0.0848723073592172	4.18185568673164e-32	4.65687752606425e-31
Zfp189	172.182991609935	-0.988226088542246	0.397881395384473	0.00210060233773876	0.00399280844204662
Tnfrsf26	335.966361375512	-0.985144632674565	0.240802310622267	7.24142784628465e-06	1.90099270213224e-05
Fam105a	1317.14076791901	-0.984916093439063	0.122993113448997	2.023129742469e-16	1.21291502347428e-15
Fbxw8	1461.36180699097	-0.984758371991371	0.132138340305042	1.58635127582594e-14	8.4903070407721e-14
Ptp4a1	464.628539690155	-0.983441735614078	0.204058097706401	2.46563785672129e-07	7.43973003593927e-07
Ccdc149	62.8946809373026	-0.981847454347563	0.64622050349538	0.0205331366711412	0.0327840543998354
Bcs1l	496.509644422405	-0.981783495341897	0.196942614228601	1.06896029564465e-07	3.34253237961737e-07
Stt3b	7783.6247323183	-0.981236486059397	0.055634283584103	2.26684684923011e-70	5.37536059918613e-69
Degs1	1655.11790176757	-0.979895919460657	0.134384596843016	5.4002154734392e-14	2.80243931726675e-13
Fnip1	353.748296913508	-0.978992496962437	0.232152690171607	4.27936836635886e-06	1.15098677331638e-05
Elovl5	4077.7984093805	-0.976627129291861	0.0877248730108638	1.56636516586607e-29	1.62908443153748e-28
Tmem147	2060.53041770675	-0.975499537235519	0.106348066845295	8.33231797348109e-21	6.18358619563641e-20
Pecr	256.175414698403	-0.975347381863403	0.276519746824253	7.26815265149408e-05	0.000169713722015193
Lpar6	442.234043670516	-0.97505495255961	0.231652584628546	4.49642137936387e-06	1.20582582919716e-05
Fam107b	13732.1404504483	-0.973979306082908	0.0441552465635153	1.46586523243729e-108	5.72596504360582e-107
Rpl7l1	4111.89395582369	-0.973218485985365	0.072285337981238	4.69837964041376e-42	6.99413146471047e-41
H6pd	1368.68391669478	-0.972018051915988	0.131017027472514	2.14965277788718e-14	1.14202428547955e-13
Rps6kc1	262.948430605875	-0.970237835518318	0.277729096961471	8.39747184107555e-05	0.000194238515525268
Mtm1	563.290069696257	-0.970143423784777	0.194128627702873	1.04876902258908e-07	3.28283414553183e-07
Hus1	620.264800444593	-0.96984895144739	0.201951578059441	2.82694996976218e-07	8.49180381378935e-07
Fastkd2	875.912712784273	-0.969306412201733	0.155642714176927	8.65884782529484e-11	3.57199624982896e-10
Rmdn1	122.918775067155	-0.969135998096911	0.405481301172387	0.00288090658542018	0.00533611037821441
Rin3	2506.20150004775	-0.968983274245098	0.0982033120667989	1.07340658621208e-23	9.0601269479442e-23
Slc35b2	3020.30871407362	-0.968848023196609	0.0844299579650884	3.27523132145089e-31	3.58001965917376e-30
Slc19a1	2183.81813755274	-0.967209465954472	0.112158974895321	1.21032889865077e-18	8.07794347059766e-18
Zadh2	591.110066774107	-0.967202911223928	0.213329140823454	1.05105065484751e-06	3.00240603728831e-06
Bloc1s3	319.139585881227	-0.966561263173975	0.244934415026056	1.43050850270546e-05	3.63140168520544e-05
Slc25a46	1188.00476883071	-0.96553049317198	0.1286185842465	1.13193720199163e-14	6.12656451217598e-14
Tmem68	487.469691045361	-0.964881419835238	0.21413718690618	1.20938027696502e-06	3.43424469745098e-06
Comtd1	113.81475765513	-0.963643265168237	0.397628905756042	0.00267847723493723	0.00499513204546584
Fuca2	3316.24799198754	-0.962919112272874	0.0902134985479508	2.57269326106979e-27	2.47164944566838e-26
Tlr1	99.7771447242743	-0.961738640079214	0.455549407087192	0.00601016941015886	0.0105873950909948
Zbtb3	83.9199030929764	-0.96053888301577	0.481035948207031	0.00791248379522724	0.0136404399056278
Lysmd4	222.614492074363	-0.960360151134807	0.287802532294265	0.000153925126839566	0.000343274491765688
Myb	8382.16373874025	-0.959850764900022	0.0538292791561317	7.82476315566621e-72	1.90478171697594e-70
Tst	130.17845270668	-0.958228226836019	0.396135041232473	0.00275830432025297	0.00512881751651466
Yars2	1015.59211507989	-0.958102568031858	0.141045723134427	2.1093204133514e-12	9.78716902659089e-12
Prorsd1	449.20393841961	-0.957938391773321	0.205781057475553	6.09392642160742e-07	1.77961722622311e-06
Tmem238	278.737964461624	-0.956880205814125	0.273697342652649	8.71922538919108e-05	0.000201311233613443
Adgrl4	1857.37057980464	-0.956680393056556	0.123761167610418	2.08357614429877e-15	1.18768554198207e-14
Actr3	10369.9249582722	-0.956536897158863	0.0484818895198934	2.35507085294018e-87	7.170514820523e-86
Creld2	2740.3386774706	-0.956371102620193	0.0876190230363421	1.9099782814694e-28	1.90959931752466e-27
Tmed7	5963.82060416686	-0.954735829158627	0.0649231704284629	1.17298017606543e-49	2.01384909955492e-48
Bambi	289.440953771952	-0.95398914842118	0.256531254901154	3.75641714438907e-05	9.12440876865582e-05
Kctd7	275.114046182114	-0.95379272845969	0.259275450621817	4.39839307328211e-05	0.000105792375638513
Polr1b	1816.35294841813	-0.953667726996412	0.115821511372151	3.55966560893265e-17	2.21857204742259e-16
Micu1	1688.35526215827	-0.953332086766924	0.12175099762866	9.5711287355813e-16	5.58205065955951e-15
Vkorc1	102.564614246678	-0.953045691132571	0.417752965558627	0.00403158835770406	0.00730761645124848
Rsu1	2638.19522126751	-0.95303831591647	0.0878003660942552	3.75943525536165e-28	3.72542659818433e-27
Fut7	1169.91443604409	-0.952395996667313	0.136199588479047	5.29766427013769e-13	2.56558676186677e-12
Tfb2m	134.726786981472	-0.952337716661951	0.36638211519452	0.00170003407723514	0.00328154442259638
Slc35a3	1103.33348696439	-0.952189375154703	0.132060262183408	1.0989021485697e-13	5.59047746253681e-13
Etf1	4192.59456633271	-0.952155918594848	0.0754732840444475	3.4458613393186e-37	4.50420111253604e-36
Ahcy	298.705370981819	-0.951907512413183	0.249875394560393	2.63816201715547e-05	6.51492203109356e-05
Calu	4842.97638417351	-0.949924259881668	0.0751753588337623	2.68590971092652e-37	3.52455703993716e-36
Bcap29	2223.14742801381	-0.949056749087393	0.0999476530073222	4.4001045086734e-22	3.48344487340224e-21
Arl8b	3249.82636875976	-0.948445195469326	0.0850356812171243	1.39063660263074e-29	1.44931082536842e-28
Nt5c3	1336.54861074579	-0.945823231968689	0.126358397631688	1.44251757668162e-14	7.74722659531701e-14
Cdt1	3367.24485368444	-0.945225221182891	0.0795626523587283	3.06966869291875e-33	3.57643018349539e-32
Homer1	135.233007033071	-0.94305379741879	0.425277473073219	0.00489089476948528	0.0087394392707221
Eci1	839.294546048738	-0.942229429487087	0.165494055019386	2.51818748588412e-09	9.0798903337174e-09
Ptpn22	837.54037022333	-0.941339810715201	0.158272921513923	5.53608156605183e-10	2.12786537081123e-09
Manba	1591.52738971028	-0.941201082924159	0.120810928065466	1.37235954074639e-15	7.94864336301274e-15
Enoph1	1226.99144012753	-0.941075882877638	0.129375945418784	7.17432137751382e-14	3.70214085215485e-13
Entpd6	911.010926604535	-0.940795871073079	0.147903503107515	4.1032459167586e-11	1.73313128034758e-10
Naa25	1402.34789192776	-0.938596195310764	0.138471140301144	2.51594606890153e-12	1.1615073056523e-11
Tmem185b	757.297056035969	-0.937954338694054	0.161271310591072	1.24040601873812e-09	4.58577104066131e-09
Ythdf3	1755.92000584595	-0.93777853453347	0.146607045929791	3.28941639043729e-11	1.40231549842754e-10
Fut8	2977.1239329244	-0.937122095110703	0.0912915845237178	2.13262261962997e-25	1.93104858586081e-24
Zfp59	81.9231354710715	-0.936463596303091	0.464305944786361	0.00810246706086914	0.0139369624576616
Heatr3	1856.55327041575	-0.936457891202952	0.10353221126342	3.15111156422138e-20	2.2683501674445e-19
Chst11	95.2222116227115	-0.935669412301536	0.494326847857228	0.0107598020347423	0.0181242328106524
Tvp23b	828.367555576918	-0.933735237065559	0.154369570710941	3.06016033173468e-10	1.20564096259664e-09
Chchd4	1416.59016400412	-0.933362358414458	0.11724441934892	3.62997731589078e-16	2.15067086358303e-15
Zdhhc16	880.849044859502	-0.932372047684418	0.149131302301626	8.55027499872892e-11	3.52865157400451e-10
Vps53	1234.41377653139	-0.931352326503085	0.154262712726461	3.31076228905228e-10	1.30030640487408e-09
Mid1ip1	1119.76055169587	-0.930206097754642	0.131027391147728	2.68344766678707e-13	1.32697672158391e-12
Nln	699.236474316089	-0.930016766480765	0.169404087627943	8.49685911907421e-09	2.93157638486922e-08
Stxbp5	1192.46982807157	-0.930001339698863	0.135055673515215	1.227079636703e-12	5.78144393580778e-12
Glb1l	213.370212398029	-0.929818193143846	0.29597114872338	0.000337323535258952	0.000717658135600532
Gaa	3234.24967660547	-0.929047401271857	0.100256255635609	4.164535670546e-21	3.1461911909867e-20
Thyn1	294.670381631153	-0.928186614015726	0.251037262831948	4.48078614128149e-05	0.000107543135822422
Oat	3588.72306974665	-0.927903635140843	0.0781776475058518	3.75004636462909e-33	4.34901809697721e-32
Cdc37l1	447.531333063242	-0.927811269701584	0.208568708703363	1.81373766129371e-06	5.08451965243895e-06
Hmbs	1486.01930427496	-0.926425858271869	0.121334632318183	4.90681909337283e-15	2.7230684373905e-14
Arf4	6254.90349912895	-0.926059336621454	0.0605054220340592	1.55826581599294e-53	2.87622763618624e-52
Hyou1	3695.55613912224	-0.92596882649768	0.078929477736983	1.93735407844307e-32	2.18396581683996e-31
Spcs2	8445.0347272014	-0.925392951916209	0.0551597542845448	8.0433652461691e-64	1.75456785607992e-62
Dolk	586.69528426883	-0.922840572063875	0.179609773848274	5.99852347810694e-08	1.92342092307864e-07
Avpi1	143.88535468461	-0.921506583067352	0.359540855485711	0.00208414756178368	0.00396377413241289
Nudcd2	2297.44898749683	-0.92146315785912	0.095408735763125	1.01601766438548e-22	8.28432526025633e-22
Ncf4	2039.73782303456	-0.921020988212783	0.100661847455354	1.27740974424853e-20	9.39003311636519e-20
Atxn3	867.688103540587	-0.919975115090087	0.163657262007562	4.16304236926062e-09	1.46953208397228e-08
D6Wsu163e	765.348725174409	-0.919085833282573	0.193658746368725	4.51936402769086e-07	1.33763400251643e-06
Abcb9	81.5662688456934	-0.918696039058758	0.46900044270075	0.00975351081275277	0.0165771262745354
Fastkd5	226.104174125906	-0.917971959928471	0.289183300626757	0.000314425739235383	0.000671210040248716
Sdhd	5701.40441457813	-0.917690748702225	0.0727230499066847	3.78504482434502e-37	4.94115048442347e-36
Nod1	400.461153655937	-0.917134628242344	0.229512072792506	1.3899358225103e-05	3.53285579300348e-05
Srd5a3	1012.29930816846	-0.916279908337918	0.139038721977448	9.8810486439199e-12	4.38877074629461e-11
Scarb1	3613.22867786027	-0.915198416245221	0.085007724999644	1.14290951448123e-27	1.11610872935483e-26
Cmtr2	434.443264678584	-0.915054898891872	0.227488248526268	1.25304530690311e-05	3.20349837721197e-05
Spg21	3192.18469845369	-0.914094385110396	0.0912687792047161	3.00158344542223e-24	2.5766574074076e-23
2700097O09Rik	174.939242733914	-0.913274923515841	0.339344936131824	0.00147935065084486	0.00288038946275397
Rsbn1	700.519481288794	-0.913184492444058	0.166109617759441	8.66763514404452e-09	2.98845114545606e-08
Dtd1	880.445133518607	-0.912883021347579	0.155148334519216	9.06339940095665e-10	3.39936506002386e-09
Vcam1	1308.98071772978	-0.91235646456445	0.134747426591223	2.92445746469298e-12	1.34578458124091e-11
Fam136a	1564.31771826402	-0.912323831562672	0.117707267148667	2.09899250887822e-15	1.19579686288721e-14
Pno1	1671.45693293684	-0.911310840455874	0.123996323684099	4.57998597854099e-14	2.38908378321616e-13
Cdc6	2299.4796439062	-0.911188051242333	0.0944555887915125	1.17965577633508e-22	9.60304597245959e-22
Mtfr2	821.516614497358	-0.910185784742672	0.158039849568865	1.92833708540437e-09	7.01074355941748e-09
Acad8	725.715670804709	-0.908103935454746	0.162978181978078	5.78023938978705e-09	2.02057761256586e-08
Stx2	731.388952669855	-0.907275263507315	0.16290359013746	5.88267216094493e-09	2.05424705606386e-08
Magt1	4005.92862240148	-0.906972151189768	0.0795630416327941	9.97972640470461e-31	1.07798159385437e-29
Sepn1	1642.10596322142	-0.906867683307878	0.11841427362754	4.4128236667784e-15	2.4583989449305e-14
Il1rap	433.250908330826	-0.905934599807723	0.215962584112129	6.16345000314451e-06	1.63074951776556e-05
Glud1	4087.51347893446	-0.904435108289434	0.0729976309443977	7.10327090709213e-36	8.95954495640482e-35
Cd320	617.702734732914	-0.904291372787042	0.199300519497792	1.30372292977271e-06	3.68967135249911e-06
6720489N17Rik	142.255622783571	-0.903885009712699	0.400726604492926	0.00501723305715389	0.00895090719596334
Hacd3	1843.24277493345	-0.903578205228009	0.118398561085169	5.49923428095865e-15	3.03844753747266e-14
Ticam1	214.432013708231	-0.903434650344698	0.305655393642124	0.000679518602250066	0.00138543161510746
Cirh1a	2129.40012359563	-0.90324258998582	0.102041383446219	2.05852178445176e-19	1.42484770217753e-18
Tm9sf2	4946.65224680502	-0.902266765781241	0.0665208744430866	1.59160739125807e-42	2.39764114934212e-41
Olfm1	135.940709145783	-0.901158672672644	0.364639431058656	0.00287115896666809	0.00531903310038253
Psmg1	1299.54959322569	-0.900366469144273	0.124907760957286	1.35759115920695e-13	6.8649291031047e-13
Usp46	456.664507900256	-0.899296805837347	0.208512166463148	3.73490708246722e-06	1.01102319573206e-05
Rspry1	1240.92012092285	-0.899122637652798	0.158726055151716	3.49775209607587e-09	1.24383717799057e-08
Pcca	1106.06267766161	-0.898803298561605	0.176802378522671	8.72779010008891e-08	2.75316417776916e-07
Farsa	3107.34966333757	-0.897280207633242	0.0873456768017191	2.29299982933566e-25	2.06698142039757e-24
AI506816	5169.56890907394	-0.897256683550621	0.0739976382496172	1.90511614164111e-34	2.29387819300586e-33
Ubiad1	585.386697808811	-0.897255643803984	0.179322696730324	1.33233061774541e-07	4.12130999559183e-07
Chordc1	2369.72921836115	-0.89721025279822	0.0996661794325829	5.40946970612621e-20	3.84732785450529e-19
Srsf7	7817.69151372879	-0.896880940922775	0.0613138486673591	4.62145792642948e-49	7.84091801053136e-48
Txndc15	1164.47343804334	-0.896565872873901	0.142867475394564	8.40428082704951e-11	3.47409114745713e-10
Rps6ka1	12800.2579201529	-0.89646049202702	0.0449274041126868	3.46723408526745e-89	1.0851796618424e-87
Myl12b	5534.34334326731	-0.896388189331242	0.0655297215994992	3.34813149313026e-43	5.10476084535049e-42
Gamt	63.3554153435841	-0.896236677940867	0.52157563667777	0.0174147613723543	0.0282436377712563
Irak4	677.940167514494	-0.895386137367335	0.167203869767116	2.04967786506545e-08	6.87180755959068e-08
Erich1	96.5278025989583	-0.895195713682181	0.42294334815531	0.00725467678923067	0.0125882632028007
Slc25a12	4044.32697861463	-0.894726185256165	0.0720727292706835	5.43856720868314e-36	6.88566335792823e-35
Ccng1	2189.54205940352	-0.894671573383557	0.10240020305158	5.89937812662826e-19	4.02259355616777e-18
Erp29	4367.06274423725	-0.894571829619549	0.0725954367505272	1.69984992673189e-35	2.10973984748817e-34
Fam96a	3680.26417015939	-0.893251721546501	0.0769953629822183	1.01210184123174e-31	1.11719193383719e-30
D030028A08Rik	208.137727390413	-0.891978988743833	0.306161977751942	0.000807611407265281	0.00163010369766062
Slc39a11	2919.26828529215	-0.891028568083638	0.0886615490696951	2.30936943482816e-24	1.98751709344135e-23
Gata1	135.122893575227	-0.890717905356116	0.373800106382548	0.00376523314849399	0.00686060742551482
Yipf5	1273.87197685329	-0.890307454250958	0.124201168308031	1.88709152150213e-13	9.46174544960121e-13
Sec22a	381.436001528964	-0.890195454198613	0.219594017320732	1.19839795605518e-05	3.06690060973188e-05
Fam206a	973.598729405376	-0.890001416135124	0.142233181282833	9.67011064748372e-11	3.97452590152288e-10
Zfp516	294.016953088152	-0.889783317925225	0.274921774311655	0.000279885153251434	0.000601040395156179
Vps26a	2528.86541156289	-0.889412075100985	0.116070844407236	4.55310996045794e-15	2.53515150174006e-14
Rap1b	6256.22507718214	-0.888912086681426	0.0603990884580929	1.27048044863936e-49	2.17753434717474e-48
Mtfp1	258.992932438922	-0.888858204864538	0.291452344226937	0.000526653980999064	0.00109030789246273
Pole2	779.510365123514	-0.888071969309552	0.157119573774474	3.91295559009754e-09	1.38513405117678e-08
Pwp1	2627.12173355644	-0.88806899602037	0.088307758825626	2.179969328219e-24	1.88097011042732e-23
Fn1	125.849387714435	-0.887098401346587	0.395048786071364	0.00542408780747852	0.00961547175440079
Tmtc4	279.075852937444	-0.886868288508124	0.272009405103447	0.000260160919531553	0.000560594771656829
Tbc1d24	147.162959530613	-0.886733099354164	0.352178326172057	0.0026475694260661	0.00494297974729422
Tirap	269.677882848664	-0.886149716982828	0.272235614962266	0.000265698519303627	0.000571915779056376
Ctu1	454.406694976466	-0.885741793993535	0.209956160980973	5.96294050346714e-06	1.58018707320383e-05
C2cd2	518.082191708949	-0.8851998394627	0.193025457227667	1.10848479755606e-06	3.15841385065591e-06
AI662270	4243.50129942471	-0.884015302658403	0.0713728045051995	8.05452358493742e-36	1.008366319118e-34
Rin2	70.7050877371771	-0.883335823056237	0.500403379099369	0.0164162908406791	0.0267881118996703
Atp6v1c1	2242.18395291438	-0.882923994020825	0.0983278131616416	7.01025711123876e-20	4.95785060821504e-19
Orc1	442.109266746538	-0.882694668228172	0.263650531459315	0.000193871059903005	0.000425578859007293
Pycrl	1256.86540461229	-0.882064344543674	0.137352863442794	3.42541574364116e-11	1.45536845971398e-10
Fam132a	337.476557730038	-0.881871677846704	0.246736193776361	8.46929917274122e-05	0.000195810041438142
Api5	6468.2334304406	-0.881403556445675	0.0610066185224813	6.78186548774473e-48	1.13346003956039e-46
Slc36a4	646.487996256469	-0.88132918159998	0.235418848957632	4.40647683992068e-05	0.000105961521337916
Mpp6	2904.29194058354	-0.881190521737784	0.0903420889647302	4.60928484736353e-23	3.81695749315773e-22
Rbm12b2	151.665816210911	-0.880506068480506	0.349543890933045	0.00269289492444114	0.00501923341011982
Mrpl1	759.426777230244	-0.878814665393326	0.165141558798552	2.61473113653162e-08	8.68245811992279e-08
Krr1	1440.80373712111	-0.877765882017597	0.135420532267243	2.34395471723712e-11	1.01383586439123e-10
Stradb	720.837485498626	-0.87615348947231	0.182451680127301	3.99297866828416e-07	1.18775794034734e-06
Ncf1	5833.86585134478	-0.875794513602039	0.0673445355853688	3.06632881255342e-39	4.24484365012546e-38
Tiam2	206.129140984746	-0.875565157192281	0.294103857602462	0.000697149983573771	0.00141882665346952
Lipa	1335.66389045298	-0.875548025724762	0.12893987221588	2.92281922186975e-12	1.34564514015548e-11
