baseMean	log2FoldChange	lfcSE	pvalue	padj
Zmym2	656.801648291379	0.494056908596904	0.204132227000881	0.010121807551849	0.0171470123562842
Snx5	3744.30364968387	0.494120106242526	0.0751108959450975	3.29166910200433e-11	1.40268250359406e-10
Ube4a	687.927830710151	0.494555062185499	0.220549384817482	0.0160940406244732	0.0263048558893027
Enox2	401.810529269891	0.4949669975254	0.20934143036085	0.0117306945448577	0.0196186424864049
Rala	799.201172847238	0.495095396518703	0.150036969927784	0.000649717166955287	0.00132951261087825
Anp32a	632.670606516476	0.495482372386305	0.178773231153004	0.00368727526386185	0.0067295110664976
Qk	3623.32307370939	0.495843496345516	0.0899650516490947	2.44708340109893e-08	8.14455301065885e-08
Psmb9	3465.3647892177	0.495963467839128	0.0776039109334654	1.13804279002714e-10	4.65470585953471e-10
Zfand2b	485.121856395696	0.496128189438825	0.18993286831533	0.00590294585814326	0.0104112510252656
Cad	3778.04957577937	0.496669030233114	0.0833485122287463	1.74767887709625e-09	6.37002087644701e-09
Kctd9	276.067367947018	0.496709537048145	0.250662314773806	0.0299465626522085	0.0461681900579711
Ube2b	1608.72286060994	0.497505512504838	0.110212037773761	4.33076982613462e-06	1.16450102208604e-05
Rmnd5b	1513.86168209996	0.498165203772345	0.111386350497756	5.25918332287379e-06	1.40142912553998e-05
Supt6	1404.42726186645	0.498430045683101	0.121139726192817	2.62670139789146e-05	6.48980060994121e-05
Pom121	2167.22922103867	0.500037602475271	0.0985779527980901	2.67456324397752e-07	8.04604429038968e-07
Rbbp4	7286.91435145575	0.500413755225243	0.0704882734807706	8.61601527468041e-13	4.10554146280043e-12
Trim28	5719.31579515731	0.500622786968411	0.0671049038935447	5.93277152013472e-14	3.07090248484426e-13
Ccdc71	800.923113924165	0.500814056428769	0.166973230533152	0.0017841925092413	0.00343281636275942
Ndrg1	671.573645489895	0.500974611785515	0.173249589311962	0.00251806532958732	0.00471780301014706
Parpbp	329.401121145795	0.501002360379665	0.240044993058509	0.0232370648921731	0.0367115754794357
Klhl20	350.889210680566	0.501747600161102	0.233491303322037	0.0200024777384427	0.0320535809585031
Rad50	1348.33114811404	0.501946968832263	0.127261421208924	5.37478278234227e-05	0.000127782639491496
Ap2a2	2127.39733688443	0.503085762943733	0.117817493475781	1.31496086550039e-05	3.35413201784686e-05
Map3k4	954.872001943741	0.503411027236135	0.162471876973284	0.00128055336971783	0.00250931690842238
Hdgfrp2	2027.66040086947	0.503796841728562	0.102188573123644	5.55864019980156e-07	1.62848767248838e-06
Acsl4	963.598877160054	0.503969580850738	0.172711808821802	0.00230401043878138	0.00435072460221824
Cep104	657.352211650624	0.504493530722656	0.175263720867368	0.00260722748227076	0.00487669609619984
Traf6	1173.47921833908	0.505076881785666	0.125924263844564	4.04152657085025e-05	9.75580952839014e-05
Uba7	1130.84182535136	0.505077251930469	0.144377815236888	0.000310239636601115	0.00066299984846352
Wrap73	588.255659272869	0.505591896477855	0.174480164904442	0.0024492472043691	0.00460341539083026
Map3k3	1810.19089800209	0.505693167976279	0.153045489215345	0.000627704972215334	0.00128703566863877
Usp24	628.812462454169	0.505758164913648	0.16934570868768	0.00184315403714838	0.00353944611436438
Ubl3	3086.94368562827	0.506290804879814	0.083487437067858	8.98495181766808e-10	3.37245230608785e-09
Snx18	2935.27843264005	0.506728147392833	0.0916002776954781	2.13947967203508e-08	7.1657281936755e-08
Mier3	1011.50277488483	0.507143630442223	0.158950186807286	0.000930603059027265	0.00186120611805453
Rnf111	687.368695137136	0.50725248247578	0.1686709502585	0.00171789142536614	0.00331284152025258
Tspyl2	274.441871043661	0.507329934516117	0.246146403589112	0.0243862025062043	0.0384066492979413
Zbed3	713.315308822097	0.507382333970111	0.17760200426979	0.00277451386320978	0.00515800603457447
Pdpk1	1400.28902351898	0.507465161030075	0.127367750465617	4.50345784857541e-05	0.000108061543328436
Borcs7	255.490928632166	0.507994196886992	0.256122595556751	0.029126664840075	0.0450488840175377
Zbtb5	511.33986954563	0.509080950026247	0.187543160663656	0.00426727679115917	0.00771816502176995
Zmynd8	1090.90635568492	0.51023329188276	0.151345516553171	0.000489731289568124	0.00101910219621465
Mns1	603.890117552773	0.510372887942044	0.174290372402898	0.00220314356895223	0.00417590387208963
Tcta	306.231960688332	0.510734234493884	0.235267643476709	0.0186117629367704	0.0299823124803025
Dap	2756.73832698798	0.51179722142355	0.0893966190455505	6.93447063834782e-09	2.40570034744473e-08
Pias4	776.227432594754	0.51235516613902	0.153261486851042	0.000540051661983156	0.00111712657008749
Gapt	1386.49921371805	0.512710325726652	0.122746150603582	1.95209484136355e-05	4.89261671506139e-05
Aktip	323.970479378198	0.512803067859009	0.232627726356436	0.0170611395293051	0.0277236640077938
Glipr2	842.404084376778	0.513664930293712	0.151415058388331	0.000450871913598916	0.000943302292972779
Ogfr	1769.20638572617	0.513835937916419	0.113438070790974	3.91245912747674e-06	1.05596580307206e-05
Eif2ak3	736.833454056712	0.514211848682444	0.158240154619958	0.000748863464370738	0.00151729915438848
Alox5	591.615789556665	0.514787650921809	0.192751466684201	0.00480293182544187	0.0085959770798798
Dvl3	407.415459816472	0.514927463331606	0.228292280766419	0.0149408157656267	0.0245593771466295
Zfp280b	485.88025857088	0.515010305524605	0.196264509198204	0.00549976349801813	0.0097427696489764
Kif20b	749.415418259769	0.515200882065685	0.166374383472509	0.00126044166137899	0.00247279171955955
Dis3l2	869.614550905232	0.515728438654283	0.159396002063339	0.000784199868920133	0.00158570751985897
Mcl1	5136.85809869581	0.516470936009456	0.0749475596619233	3.70022894829771e-12	1.68889978899204e-11
Agfg2	878.366141259577	0.517398336977822	0.154614731108365	0.000528632098935964	0.00109395365360917
Ddi2	862.492696956035	0.517531634305592	0.159248823254289	0.000743545384865633	0.0015068269432286
Ncoa6	433.628698042907	0.517673595637478	0.234916291243532	0.0169202363969098	0.0275302134982333
Ankrd52	269.668312567032	0.517693883516584	0.258306962543744	0.0272102731968881	0.042416880630818
Zrsr2	328.615681364515	0.517695168318581	0.2368283842812	0.0176762229666435	0.028635424378369
Atp6v1d	1560.96642033786	0.517706992062355	0.117661430128555	7.11085426249057e-06	1.86914943289984e-05
Apba1	272.274724179865	0.517764462916085	0.257819905702248	0.0269549434721394	0.0420578913627839
Zscan29	497.729161178973	0.517873692527987	0.215352315239814	0.0100682133896946	0.0170648258562635
Mxd4	467.119682207079	0.518144703453648	0.194162769816624	0.00480114642028558	0.00859430792604584
Fxr2	1040.28736850323	0.518284109071031	0.143500266186334	0.00019720464543007	0.000432237585177087
Tubgcp2	1660.15444156966	0.518337999659669	0.112414685328857	2.63572172986385e-06	7.25958010209562e-06
Dbf4	1026.93412475527	0.519535453158731	0.136642054041319	9.31127956197282e-05	0.000214000172008123
Cep44	351.618120801097	0.519639558341133	0.243818765715563	0.020112646297913	0.0322096375957996
Lsm3	1055.05128371394	0.519791848446464	0.155190216130328	0.000520616876485565	0.00108025054173801
Sept9	4325.61311831117	0.520585641777759	0.0754730341044662	3.50913963369300e-12	1.60385982895048e-11
Rreb1	976.121267269734	0.521552126882992	0.139601998821016	0.000120783877346844	0.000273480097933385
N4bp2l1	476.563664869262	0.521743802079019	0.196154016470738	0.00489054981938697	0.0087394392707221
Fam208b	352.208549880499	0.521807905369491	0.261295295058601	0.0274120398783801	0.0426851881789732
Trrap	1001.83945426175	0.522131358628835	0.137838980886375	9.80974528845961e-05	0.000224638187904559
Mdp1	629.58979025709	0.522564817115171	0.176243045665605	0.00191365479156192	0.00365954705680476
Nptn	1603.90670444478	0.522633784064264	0.11118536058651	1.69446486862881e-06	4.75809889831183e-06
Fchsd2	550.1615054061	0.522976062617666	0.187145644854295	0.00326313177105301	0.00599778259870003
Ckap2	770.276223035659	0.523656200332856	0.164122520455831	0.000902054434399665	0.00180733689659639
Ska3	705.434792967743	0.52391679403974	0.160942108726726	0.000720685902366581	0.00146255991221313
Dnajb1	2610.07561178002	0.524238749325784	0.0904936395523162	4.53593175655026e-09	1.59780217555098e-08
Ube2z	1061.7492881745	0.524439450647061	0.147917763580313	0.000250854699926393	0.000541583904425491
Spdl1	461.993427927125	0.524468097181629	0.196136959999153	0.0046668878283542	0.00838077254706943
Ccar2	2906.61239715206	0.524895058800595	0.0835813344667774	2.22444855090446e-10	8.8643703028925e-10
Pygb	1612.07958207821	0.525068995364861	0.118104939943019	5.679106673401e-06	1.50774597087817e-05
Vrk3	1361.87043421339	0.525429400218058	0.118237123105873	5.7262323643704e-06	1.51945681327343e-05
Rbm22	1305.5437776595	0.525974759521312	0.125388780549415	1.76307762695252e-05	4.43652842058115e-05
Sft2d2	2089.56392930279	0.526672400860165	0.100036785425308	9.14353616928806e-08	2.87964242231516e-07
Cacfd1	700.745696826724	0.526959634600966	0.164143872501254	0.000837560931919735	0.00168717550907198
Emc3	2691.48962135573	0.527754148543785	0.087133498005503	9.06836817527405e-10	3.39996333595282e-09
Fam129b	624.054243618173	0.528892473407494	0.179594312548215	0.00201584329726176	0.0038424493364996
Map3k2	278.619566619056	0.52922695078223	0.265486527800745	0.0271864962615931	0.0423920102524877
Ccl6	373.49954699075	0.529924367327243	0.222855243035971	0.0105490290713345	0.01780490955969
Slc9a8	785.658371050389	0.530297905523645	0.170920547171402	0.00120019913650146	0.00236288472312203
Golga5	1003.35820029739	0.531740287033746	0.173505958288359	0.00135780243951463	0.0026534677109615
Elac1	259.634671245861	0.532017734927677	0.253012225644868	0.0209632626325135	0.0333703618402261
Anln	1042.67431739944	0.532331292723686	0.137729591360425	7.0482606915567e-05	0.00016473184427066
Gga3	711.195045459343	0.532745365697846	0.178568443926426	0.00176769995089303	0.00340238351892665
Msn	13565.2682757653	0.533109174991632	0.0443415075576785	1.76501128482964e-33	2.08287865673455e-32
Unc119b	1354.23240027096	0.533202729567668	0.12400449355435	1.0899196034361e-05	2.8042404297751e-05
Hoxa9	404.931563207344	0.533381417590989	0.209681784811455	0.00666120667852388	0.0116588469791879
Txndc16	782.221508152679	0.533400392145084	0.164912845723508	0.000760974429331702	0.00154059869401464
Tmem57	965.358271313797	0.534017717372902	0.141959119571595	0.00010652150611304	0.000243098672691853
Vezf1	1070.28900433833	0.534637040162675	0.14610122829151	0.000159127500372804	0.000353546505457919
Cyhr1	814.625261727805	0.535103695204553	0.172348849349413	0.0011802708772025	0.00232683292262262
Malt1	592.003810614507	0.535771499176822	0.193657366544615	0.00346154083043975	0.00634280154348578
Chmp6	1410.64352817473	0.535945807465112	0.116964030938143	2.93017651885019e-06	8.03764805578994e-06
Mrpl52	301.919868706225	0.53606562874662	0.236946615201718	0.014042390808252	0.0231846681791552
Rbm15b	2260.88219093576	0.536207611592692	0.118049708194904	3.5407065136628e-06	9.61294187626447e-06
B9d2	1022.20985126689	0.537511476207873	0.149954677722073	0.000211040318951779	0.000460559622000006
Nrm	2362.63457334703	0.537584796095843	0.0920757567769442	3.3768335802728e-09	1.20551643010943e-08
Ubtf	3882.54761813437	0.537614272157427	0.0781380693253083	3.84640423841632e-12	1.75244402869619e-11
Dirc2	2413.96217352989	0.537806280186785	0.0910907148782003	2.2735214552899e-09	8.22712719081209e-09
Ttf1	393.877436281562	0.537848285414207	0.208683881310792	0.00600259538109683	0.010575901442429
Crkl	1550.61962743152	0.538240604479906	0.122939574760456	7.57140463637478e-06	1.98245299884087e-05
Ubn1	1979.19264773865	0.538340605422175	0.101958172149935	8.24015193938445e-08	2.60653644837152e-07
Ttc7	2803.34912794984	0.53939608751397	0.0972964530153893	1.88746123735075e-08	6.35044439194895e-08
Grina	858.951058264404	0.540581272070018	0.146463120882616	0.000139120702281115	0.000312192927541545
Zc3hav1l	379.805245983941	0.540891840409935	0.218808004443502	0.00800012476791613	0.0137773118020879
Chtf18	1109.25622624558	0.54103732693014	0.130083819084443	2.00346056070695e-05	5.01636659150426e-05
Tapbpl	1155.48463619843	0.541154265679775	0.139649361524463	6.65203590724504e-05	0.000156086653953936
Rrbp1	1917.314958372	0.541357833279806	0.104231128704062	1.30605570525117e-07	4.04873251231046e-07
Nbr1	1269.75517615295	0.541637325833523	0.129777164797437	1.87871099534484e-05	4.72043116706192e-05
Lars2	9378.02522552477	0.54183251648142	0.0579210142166591	5.39021106323777e-21	4.04185618268677e-20
Baz1b	2949.07327578096	0.541924273804533	0.082507552799944	3.25114434040967e-11	1.38717327106895e-10
Lyn	2433.91356356509	0.542267977812129	0.0933558355023015	4.00338316104883e-09	1.41515592764118e-08
Kctd3	365.592453480977	0.5423871708148	0.243029102299572	0.0149584321454048	0.0245843247164693
Nuf2	1418.63939420083	0.543699949283094	0.115741408659787	1.65433621086625e-06	4.6493029372867e-06
Shcbp1	1315.83715510945	0.544377421726985	0.181038460437792	0.00159978889617052	0.00309813076395206
Cd24a	5948.32559590341	0.544686706141625	0.0619060948997202	8.85193436787323e-19	5.95525998394035e-18
Hmgb2	2543.75157056123	0.545736145832542	0.0898779992270168	7.99054671147382e-10	3.01492810775864e-09
Dnajc27	264.797747822819	0.545825731779802	0.259400321984462	0.0202561411882106	0.0324085395927586
Phf20	589.164014391882	0.546932787182146	0.173192518328743	0.000963315399925389	0.0019212928162375
Ezh1	743.301638919701	0.546996629039571	0.180965984989089	0.00151193878883816	0.0029404320945409
Rnpepl1	1501.57144092786	0.547707716572531	0.116383230575448	1.57475562459949e-06	4.43059385391226e-06
Pdap1	689.596650223179	0.548524827322073	0.175828321559367	0.0010928087242627	0.00216542003993699
E130308A19Rik	422.479538524544	0.54860528472207	0.228884779189969	0.0096362546394723	0.0164071928124011
Pqbp1	1547.69818815034	0.548917096625591	0.111376803867201	5.16778338733786e-07	1.5188370072205e-06
Nucks1	5009.73069701778	0.549077000363699	0.0735819382889096	5.38048144852978e-14	2.79507690918985e-13
Atg4d	505.279943345898	0.549464030417003	0.1980393287539	0.00328480326914596	0.00603651483341594
Ap1ar	1619.44128844366	0.550196078542127	0.127615711636255	1.00208562995341e-05	2.58949204581294e-05
Bub1	1411.83383279319	0.550893388342919	0.127853175757301	1.01231554395284e-05	2.61525661419038e-05
Rfx7	1017.43003589765	0.552235326284507	0.141651398793397	5.91270088358569e-05	0.000139944104050673
Hmgb1	1962.17185344183	0.552855515831304	0.101923492147797	3.61756930352745e-08	1.18408130694867e-07
Fam69b	475.220891561027	0.552929604321522	0.192701500231524	0.00243641502241338	0.00458186053291324
Pask	707.24971778807	0.552987038842889	0.203464483589532	0.00386445471587654	0.00703249812686959
Iws1	941.257232849271	0.55390444096955	0.155321390809027	0.000219027325627898	0.000477163291759178
Capn15	254.422320378463	0.553993499187347	0.257755455365773	0.0178469164550344	0.0288840892940158
Mysm1	457.460784160273	0.554061423371392	0.197101004063848	0.00291049365010395	0.00538596309323313
Ska1	421.161080666719	0.554323317340909	0.211868205251178	0.00518421435534316	0.00922594248157308
Tyrobp	4708.80746588317	0.554518893469825	0.0780582760779516	7.57819514153648e-13	3.6350809441411e-12
Svbp	476.781747652731	0.554596031288005	0.195330256576675	0.00266548408753616	0.00497274132435939
Tmem80	227.776519848358	0.555358143963061	0.277185755968299	0.0250239582837161	0.0393005222975363
Themis2	1843.78126966904	0.556863374232281	0.135832247043443	2.51410629313459e-05	6.22993932191059e-05
Nup214	1838.77694547671	0.557781615767089	0.111269586523179	3.28964736851678e-07	9.83770509789677e-07
Raly	1744.77468908902	0.558193815894463	0.126529102696713	6.24763946309447e-06	1.6508576431323e-05
Kctd5	1112.66462201017	0.55853431612954	0.130513571775587	1.13745811636055e-05	2.92133101342548e-05
Inafm2	1595.309362143	0.558707424676392	0.111227340486817	3.1138338712673e-07	9.32299992710392e-07
Pogz	313.521640319166	0.558782678575073	0.27180601882606	0.0220201802494431	0.0348984709158497
Eif2ak2	332.099763275258	0.559544625217781	0.252104857065463	0.0148380557245194	0.0244128405787399
Epm2aip1	361.764026190768	0.559627123493556	0.239803765029107	0.0111007756686388	0.0186424957821265
2310022A10Rik	734.283261927079	0.559769775976565	0.174816045628629	0.000806863550922363	0.00162892044595264
H2-K1	21343.4430822624	0.560013658712605	0.0428386906952435	2.9462398168367e-39	4.08420974884185e-38
Nol7	1756.72361945418	0.560034085153987	0.105495614464385	6.76546549126866e-08	2.15494188435542e-07
Kdm2b	822.231349324609	0.56046563343298	0.14945081181548	0.000105889750246085	0.000241766403031274
Zfp553	570.818583918173	0.560706586341403	0.17705126216323	0.000908138653522034	0.0018184425492142
Abhd8	846.410602892817	0.56079458823133	0.153499794291134	0.000154635868130098	0.000344554560914244
Ttll5	447.315959579629	0.561351458716905	0.211033328506971	0.00449945381387167	0.00810319791568954
Nxf1	3155.30456080849	0.561451993891667	0.0831687712754869	9.05864637574894e-12	4.03237801125432e-11
Nr3c1	2091.1263419565	0.56146291542599	0.0979828411236519	6.14474964343626e-09	2.14279539469033e-08
Rbpms	451.029238003342	0.561583782790794	0.211610313091657	0.00457847659963529	0.00823962270912936
Amer1	234.990524856909	0.561735529031482	0.264556074659924	0.0186574582621382	0.0300511210429644
Gatad1	388.652114033057	0.562073922986754	0.210712734009018	0.00439538821840889	0.00792853453823605
Men1	2587.80820806178	0.562075612951132	0.090797048457175	3.68067856162083e-10	1.44221922799435e-09
Ppp6r3	2018.43238988212	0.562360983724152	0.105849280577867	6.58001429121484e-08	2.09719747080528e-07
Zmynd11	1489.03791352029	0.562870699196259	0.140637276517404	3.75949923292882e-05	9.1296947637245e-05
Oraov1	204.253949601554	0.563245705583319	0.290373027149687	0.0283187147767172	0.0439544136023034
Maz	3143.55619996009	0.563389226469031	0.0821759694536912	4.35068964734066e-12	1.97594638422259e-11
Otud5	1997.40802741683	0.564022481896154	0.121837145977191	2.21422916445912e-06	6.16777266982283e-06
Utp20	829.268098869041	0.56437309278264	0.149021048863119	9.06373924424765e-05	0.000208644047746752
Spty2d1	1299.19455848432	0.564391910038601	0.129066673961537	7.37019405376441e-06	1.93227928391877e-05
Ubxn1	2066.18318570466	0.564790483864187	0.096638625233458	3.09761537639958e-09	1.11095258944324e-08
Rasgrp2	3750.70861698443	0.564800150672105	0.0752773035127977	3.8294570861745e-14	2.00172554535615e-13
Melk	1084.4877219665	0.564839280822485	0.134040869015359	1.50341409925534e-05	3.8021097345785e-05
Tlk1	773.785924449422	0.565669534103468	0.172680279957586	0.000616781749077445	0.00126623069203555
Csnk1e	719.234300262467	0.566346042586135	0.1597276776241	0.000230695534594192	0.000500958758379717
BC029722	214.319966712001	0.566920650445301	0.286521965077805	0.0257482990729648	0.0403438056681186
Akap11	745.215179290863	0.566955008433642	0.214142617894154	0.00460801238741217	0.00828509478428296
Hmgcs1	1083.10106706455	0.567581091665221	0.135057834489203	1.57234789100048e-05	3.96946945027627e-05
Znrf1	2102.36139880506	0.567602884039421	0.0988576230774612	5.67697729356105e-09	1.98792832399264e-08
Arid2	1438.88000946288	0.567765147018635	0.118492439765294	9.93179465956855e-07	2.84192579724963e-06
Ccndbp1	730.246293280448	0.56790058388322	0.188611431951686	0.00150299653942022	0.00292473433563951
Bcl7c	1106.16252583124	0.567937856762889	0.133897538441776	1.32185983350416e-05	3.37002362814442e-05
Klhl17	283.2880185298	0.568513571399959	0.247125360072659	0.0118483241232918	0.0197792629641435
Stim1	957.701321404317	0.569497198541946	0.139901344775991	2.77465229624801e-05	6.8335644774163e-05
Clk4	531.743670653497	0.569651542229298	0.182780731808315	0.0010562365084052	0.00209583609602433
Dennd4c	276.003987107691	0.569856734861733	0.281203217912949	0.022943748057873	0.0362879932403082
Rhbdd1	520.877466179456	0.570134021962659	0.197008234165983	0.00217393919393754	0.00412520414168754
Supt5	3420.88567371249	0.571183930738049	0.0770391465612612	7.41399906144988e-14	3.8219070353602e-13
Gab2	415.888184782884	0.573087825176171	0.211204123787492	0.00374689888087372	0.00683090573832224
Stk38	1693.2617776898	0.573147788204518	0.126391062503147	3.41366402394265e-06	9.28302915091581e-06
Rps6ka4	1001.67690043788	0.574027373092968	0.176257169355086	0.000647664439012198	0.0013257126006703
Creb3	746.053532444245	0.574242841004558	0.172584420952553	0.000504883678711003	0.0010486846071825
Bend3	227.678547760812	0.57434017643316	0.284686731137488	0.023168246463494	0.0366143308544916
Kdm3b	1152.7982286246	0.5750314005184	0.130505037271307	6.19077700823439e-06	1.63754988685003e-05
Cbx4	1269.84281059979	0.575448007599782	0.130961165912176	6.54097667744394e-06	1.72475046978755e-05
Nt5c3b	1213.84708640409	0.575671412768999	0.132801348542415	8.5637720667179e-06	2.2283938778307e-05
Daxx	1412.36454256647	0.575734223779442	0.138516419635482	1.89197471939315e-05	4.75020458944798e-05
Jak1	4989.67118854607	0.576004962403723	0.0776134285955709	6.95306043361951e-14	3.59164239108239e-13
Fam208a	446.050412140123	0.57621331987975	0.229454442423503	0.00664026514341535	0.0116282523223875
Bub3	4608.42331439742	0.576587604672659	0.0687718968944944	3.07401694039518e-17	1.92541595558127e-16
2310035C23Rik	496.388282891063	0.576680557779424	0.225888935559581	0.00590540877090822	0.0104137724572551
Blm	629.713415387717	0.57701819479816	0.183538697028371	0.000948300925500914	0.00189284545993231
Snx25	346.953989404409	0.577297578779761	0.223621500507746	0.00543933498458495	0.0096408051309615
Ankrd12	264.87835925713	0.577506178489906	0.262074802095869	0.0147958272582174	0.0243488483194505
Usp21	1157.94357640624	0.578137333887792	0.127225380544128	3.23076923672953e-06	8.8142101699405e-06
Mkrn1	1937.22407838205	0.57860393478044	0.117312810905997	4.78292365805899e-07	1.41272874050171e-06
Usp19	3250.26219007785	0.578735725786595	0.0868535283109697	1.59315491221884e-11	6.95056935296169e-11
Tmem189	825.355574227904	0.579712516405039	0.158486727777218	0.000146121080299568	0.000326665538433683
Pelp1	537.058344113053	0.580307854277278	0.181668820534958	0.000792884022407788	0.00160230302342604
Gsk3a	865.578506282196	0.580597057949681	0.147707942538152	4.88594231889839e-05	0.00011662843839379
Mthfr	196.695988566417	0.580620978087957	0.301676498364017	0.0280432883174258	0.0435738914065706
AI467606	2264.74554867029	0.580737531744784	0.0952604023669179	6.4157262186773e-10	2.44544965324621e-09
Cherp	2599.55828912398	0.581109680788196	0.100316068511653	4.08089614232563e-09	1.44205018661843e-08
Insig1	802.561670163713	0.581999832191464	0.151127311250109	6.75304775348575e-05	0.00015819901269091
Stx16	473.072526538661	0.58262244733311	0.198568168796204	0.00186266586301728	0.00357288667062964
Phtf2	516.021649017557	0.582904390229328	0.202740551682066	0.00224130572869671	0.00424424636110587
Ambra1	885.46560725398	0.582938112859213	0.151084202877458	6.54222822877136e-05	0.000153760671850648
Pde4dip	431.233169240507	0.582971039114775	0.203543902743879	0.00231919561637883	0.00437693884304603
Gnb2	3804.12988027249	0.583385747656409	0.0816244569645728	5.23380463200974e-13	2.53831968630386e-12
Sash3	4726.18850843911	0.583558625726121	0.0675810097593112	3.48573103656635e-18	2.28259892050134e-17
Recql5	793.323477022697	0.584116719682366	0.16785930094852	0.000284128086735526	0.000609502524078465
Cd2bp2	1302.73417277143	0.585419899724335	0.128506639252284	3.01535669140731e-06	8.26230688852717e-06
N6amt1	249.202839098701	0.585471685789285	0.260782074243668	0.0130960006789489	0.0217110536013237
Serf2	341.66060998691	0.585787936376671	0.224255853875104	0.00488911885608522	0.00873936499319384
Sepp1	1961.87620653492	0.58598571155638	0.106532837859185	2.20525739934124e-08	7.37133800018606e-08
Zfp217	361.674756666036	0.586298158559836	0.254917535981512	0.0113767253292835	0.0190931953153238
Rad23a	1931.7833828697	0.586304488274015	0.102104830997185	5.4495617791065e-09	1.90962043149636e-08
4930503L19Rik	204.498291674676	0.586560585795021	0.284320960895749	0.0202489419666766	0.0324021653128242
Gsk3b	692.086775163599	0.586829548672696	0.175342605075703	0.000458325543870522	0.000958100981358041
Mdn1	558.846626980943	0.587995247031453	0.200722588768589	0.00186797218264632	0.00358238318871733
Furin	1262.61934592698	0.589582756636468	0.17601169192136	0.000450807327063695	0.000943302292972779
Dynll2	506.537565867767	0.589832060132639	0.203033108147573	0.00200849574232145	0.00383001326227352
Zfp512	830.29472757191	0.590151942691096	0.159645037970666	0.000122803256964452	0.000277802743813188
Zfp956	218.772530994601	0.591186905506649	0.278162601365302	0.0172942433232095	0.0280662454446547
Tmem63a	943.080412318805	0.591520103829696	0.173365202948037	0.000358522943642704	0.000759712831377453
Spin1	1485.51156197511	0.591566280417193	0.140621624877159	1.46741097805367e-05	3.71572056201629e-05
Galnt11	582.36579866304	0.592111394028213	0.18043341867527	0.000570570205599364	0.00117687403439017
Zfp212	377.94179919276	0.592361689416728	0.226548771289166	0.00477899251548614	0.00855617100214413
Zfp688	217.886285011272	0.593353414046974	0.276652259660006	0.0164214759415017	0.0267922348289549
Parp16	201.704553734395	0.593513488882712	0.3035467465255	0.0253845293159687	0.0397985822100705
Usp40	331.918950259603	0.593896449278842	0.239258954547184	0.00689879074520977	0.0120287219948485
Slc38a9	269.586550892963	0.59403756192559	0.272609642016203	0.0150901672524029	0.0247765893727136
Arl8a	739.109210243832	0.594607842635703	0.157128434548469	8.60194765893584e-05	0.0001986945416153
Zdhhc18	1294.46777346936	0.594819068842803	0.120080795793643	4.14516745208334e-07	1.23121124615667e-06
H2-DMa	3272.39059216215	0.595186218452665	0.0975661495748854	6.07374434652518e-10	2.32124366796666e-09
Zfyve1	215.14715459631	0.595277545761251	0.27705772009532	0.0161944484565006	0.0264475209114589
Xpo7	1739.08305830054	0.595465610520065	0.107258773556626	1.61622853619609e-08	5.46772446719844e-08
Ppp3cb	557.785564026352	0.595545465706511	0.178462379620417	0.000465278997143586	0.000972031868410668
Ell	678.11761649585	0.595641432924176	0.164148268369441	0.000157927389916637	0.000351112339638179
Pcyt2	1026.96550494509	0.596620488490821	0.13492194434471	5.50077403916433e-06	1.46271242128491e-05
Pla2g12a	1028.41332049018	0.596646873622954	0.141758232312476	1.43793219406398e-05	3.64657288670781e-05
Tmem154	410.226685288779	0.596809518317394	0.225175639234268	0.00426686515544078	0.00771816502176995
Dda1	1820.74996916262	0.596875563313803	0.102562293018253	3.36572392765032e-09	1.20197610711765e-08
Rbm6	1354.28008320211	0.597120899509482	0.11842589981583	2.60752060704466e-07	7.85138711616257e-07
Tfdp2	1104.92592653573	0.597192935796457	0.137452022737822	7.82291826559827e-06	2.04565050027762e-05
Fam160b1	998.256908696367	0.597874523281198	0.162459203212011	0.00012875936379012	0.000290234146337918
Thap3	223.430565004763	0.597967755702083	0.279001720272556	0.0162926377894423	0.0265981217689388
BC064078	408.351557750635	0.598111337244223	0.211168587594203	0.00247047391416985	0.00463898567300238
Als2	459.316987391143	0.598259516879517	0.213544283677801	0.00271380582047829	0.00505633852075804
Flii	3206.95157359556	0.598364295976833	0.0793260747720343	2.6340242374889e-14	1.38909975224558e-13
Csad	358.122745419695	0.5997601361465	0.224032654613955	0.00392035422072838	0.00712393253452951
Runx3	928.224144872037	0.59978372040637	0.141943128813508	1.32709527234126e-05	3.38166021609487e-05
Vps9d1	251.343834720484	0.600039501966167	0.306447772955113	0.0248106770115132	0.0389959455586448
Rassf7	265.240485645536	0.600319304852351	0.258806508638367	0.0104554074141315	0.0176646430711848
Pank4	398.594346717855	0.601004741531557	0.212349762799993	0.0024698367428575	0.00463865350251917
Kifc1	242.491907930245	0.60111658414646	0.28434714440568	0.0173272763365881	0.028115326182601
Tle4	1330.76815034309	0.60117720810742	0.125367992698092	9.09412610953761e-07	2.61038458934549e-06
CAAA01147332.1	665.009290641688	0.601198744139766	0.168209215049648	0.00019211429569812	0.000422182266036993
Ptpn18	755.222647436348	0.601861237027754	0.160062943522238	9.31616217565676e-05	0.000214063571377722
Dhx34	770.604807131135	0.602602535716488	0.156293316279327	6.33827877090126e-05	0.000149176023944752
Primpol	190.715549274754	0.602931308122165	0.292541536133375	0.0195215405685771	0.0313476873566157
Bsdc1	481.540312180663	0.603554655450863	0.206108947627212	0.00180798038424616	0.00347593023892269
