baseMean	log2FoldChange	lfcSE	pvalue	padj
Arhgap27	1309.40262043507	-0.696261394842825	0.141260965877219	3.38922978881516e-08	3.63695167519765e-05
Mapk8ip3	759.638840916234	-0.607838005437463	0.238289944362224	2.49761566278415e-05	0.00796806899554164
Rfx1	662.818494692084	-0.557580334098098	0.289543895830521	7.11906409905793e-05	0.0140117424119085
Ambra1	932.15027276062	-0.5170501953042	0.197327413199122	3.38188301724631e-05	0.00916433705181183
Mast3	1714.34440075411	-0.511937393246836	0.202270132348261	3.99135603395108e-05	0.00981540971349137
Ptk2b	2780.03070766127	-0.503036067973804	0.101033449465572	7.14325028716235e-08	7.0265771991387e-05
Vasp	4626.55953370477	-0.502526946739271	0.191511549768864	3.49478945209538e-05	0.00916433705181183
Numa1	4843.42534276433	-0.501549215519659	0.15135688404392	9.39803594271218e-06	0.00396194343813481
Athl1	1045.2887907709	-0.49157728498684	0.149316569900508	9.85139239550733e-06	0.00400985640815754
Map3k19	80.0697229450715	-0.483290525991805	0.83452701661777	6.87199816942634e-05	0.0140117424119085
Dennd4b	730.995361754736	-0.481325670730958	0.305095974346461	0.000163754629235431	0.0224762749243608
Plekhg2	302.720130468189	-0.481217846384096	0.392675155566652	0.000134322309919331	0.0205422713666232
Cap1	3047.09699076864	-0.477188946852489	0.150648364144643	1.2730594431384e-05	0.00484748182800181
Peg13	3112.95055448201	-0.471127430005528	0.191126238669125	4.95066233759875e-05	0.0116875236466031
2610035D17Rik	2190.91815679547	-0.470085380922452	0.250073011521837	0.000129102985142176	0.0205422713666232
Arhgap33	180.435637219207	-0.46772942762806	0.436630436759895	0.000109947706854602	0.018540324738739
Sipa1	4307.26209258944	-0.461259468677434	0.198138259872874	6.45055176344773e-05	0.0138440569119522
Mzb1	67.373119384433	-0.460211933500808	0.97705554071679	0.000101832488186281	0.0185126452303327
Zfp335	541.563303452827	-0.455263753089373	0.27173047313936	0.000181318428565867	0.023353331095389
Zc3h7b	1795.70970325534	-0.451047654801236	0.236364789439362	0.000134941368737099	0.0205422713666232
Ighm	26043.8145933807	-0.445922457623771	0.426052608225644	0.000134550990431921	0.0205422713666232
Prkd2	1875.45015212213	-0.444624437367751	0.183259170576263	5.51552285635611e-05	0.0125202368839284
Abl1	1772.64744308112	-0.442837709961342	0.212957069890055	0.000104497039815521	0.0185126452303327
Jak3	5648.14299315085	-0.439818528597846	0.228144853097852	0.000136494309217929	0.0205422713666232
Dennd3	726.555208395211	-0.439404840435188	0.252318822105567	0.000182015118669586	0.023353331095389
Pidd1	1322.76627110746	-0.428650114832248	0.205076526290638	0.000105986678363082	0.0185126452303327
Msi2	2989.42585951755	-0.417345938260548	0.218222089149756	0.000150389306577829	0.0213878960824662
Arap1	3003.98940348474	-0.4149494567002	0.265551228382163	0.00026290068799448	0.0297181026300231
Bag6	2382.42230450399	-0.413834005659433	0.240858134951531	0.00021171114403215	0.0257632818985103
Plekhg5	337.962667765879	-0.413701425736802	0.332424144812234	0.000311068978850546	0.0327844484495701
Fmnl1	4965.18393868014	-0.409449024237789	0.139850308397515	1.87292484315834e-05	0.00631657281389744
Iqgap3	1068.65364592845	-0.409030732934961	0.225904551435537	0.000184627367537778	0.0234337789937197
Zfp408	779.067224185023	-0.404546141977575	0.191031199945924	0.000104109854688219	0.0185126452303327
Relb	261.383797782649	-0.404101419356661	0.26911833276692	0.000301669858955539	0.032080279415416
Akna	2518.16213321825	-0.402342550444581	0.214649455653703	0.000167641933975404	0.0224868794164281
Atxn2l	2689.59512939546	-0.380111366820748	0.196639500402576	0.000155336773535298	0.0218285151763174
Nfe2l1	1747.52871968584	-0.373450351357972	0.213111544569656	0.000226909235203064	0.0271448048735633
Man1b1	3421.97098201018	-0.372562931675939	0.194326927893973	0.000161798320398698	0.0224690279292497
Cntrob	696.21031301192	-0.3656514647374	0.306771114450883	0.000499309900182329	0.0439839855354643
Wdr6	4619.15375267616	-0.3629043515119	0.141999404793522	3.69280516048484e-05	0.00927444087539639
Rgs14	731.076176540563	-0.361615510245191	0.220975817178768	0.000293870677376673	0.0318243071170115
Cic	616.281526903237	-0.354033713227995	0.241793896136762	0.000414088123023007	0.0393624531963764
Dpy19l3	914.12953821239	-0.349500312748949	0.205358378153371	0.000264351133188108	0.0297181026300231
Pdgfrb	1570.89522282551	-0.327542647374257	0.216620515559076	0.000416833840185281	0.0393624531963764
Ncoa2	1631.98197482109	-0.321498017689095	0.185292002507821	0.000252636767013259	0.0289526640565487
Blk	47.4661159343701	-0.320842257522979	1.12806701530711	0.000430503996683605	0.0403307077528038
Capn15	472.072810225288	-0.315289640369217	0.309461500296919	0.000783830923372004	0.059309873201815
Ccdc97	2515.82533386474	-0.308961390671384	0.159524089457485	0.000149357127356951	0.0213878960824662
Ap2a1	914.86884274363	-0.300483997164813	0.333261520929357	0.000745108643408912	0.0567436285599922
Adamts10	2201.50755009053	-0.28414680508862	0.254094323202774	0.00103863427581417	0.070057365666917
Rgs12	1221.8504015743	-0.280662181270737	0.15418126219359	0.000196517189435732	0.0244177779378882
Nup188	2854.11760807302	-0.274524792509628	0.20441749151291	0.000714100519457321	0.0548765562634849
Fbxl18	1079.37930895249	-0.271676171271499	0.231356116213369	0.00103507719811184	0.070057365666917
Anks1	3309.41993026555	-0.270843502486161	0.256905863479767	0.0012322103105379	0.0781989812128461
Pip4k2c	1704.60431272529	-0.266044327906204	0.185521689672138	0.000580577296713186	0.0482615099324116
Sertad2	1246.57899313847	-0.266001211178405	0.163631283230893	0.000341193847920169	0.0344226682123904
Kynu	93.5524998578572	-0.264752360848851	0.470039545831881	0.000241810946173528	0.0285433640863233
Arhgap30	4528.94496739988	-0.264514002780033	0.162403848501617	0.000338231039729608	0.0344179240773129
Lzts2	929.938961473426	-0.262447097031765	0.291667160499813	0.00132676261095946	0.0807273497926055
Hlf	3840.95702850404	-0.26051831885923	0.212032800575677	0.000981219123533772	0.0685343818591281
mt-Nd4	7818.26650721166	-0.256120054050857	0.161695793793012	0.00038662794313211	0.0374686982469293
Eme2	190.801301085588	-0.254107362609933	0.28955143743249	0.00143863336944379	0.0857657994591642
Fbrs	556.95710377686	-0.250874188020521	0.201186394915396	0.000980011524834866	0.0685343818591281
Hjurp	9144.59129531328	-0.250572555045195	0.171869678507743	0.000560117919916427	0.0472259423335251
Cul7	778.714576489955	-0.234109328989519	0.254311401002808	0.00189357097507071	0.103480147174698
Pkmyt1	3930.41439823396	-0.233106022310918	0.155224118364276	0.000507865972077412	0.0444062958103835
Nedd9	980.391674154984	-0.232348490536446	0.156048912599707	0.000528704776248252	0.0450715367862734
Mier2	584.191853996603	-0.231833964569402	0.291716561809295	0.00167333634485098	0.0954205904087967
Pear1	2470.6333404208	-0.231606244095675	0.207019410092544	0.00144902769118125	0.0859513711894645
Lax1	1408.16093166969	-0.230811021009991	0.187766576323189	0.0011130720984421	0.0738129384832055
Pold1	9769.99921735651	-0.230683921029653	0.166158907654746	0.00071594287229555	0.0548765562634849
Fam53c	1392.51567384648	-0.228349288384581	0.23547309078025	0.0019287204095836	0.104434017040022
Arhgef2	8337.71589288933	-0.228192699800896	0.136378519476111	0.000299058461497471	0.032080279415416
Adck2	1187.46625195981	-0.22533435867014	0.167504964960122	0.000824708357959452	0.0620054615118049
Emid1	1787.30052354279	-0.223727333694191	0.215313563141898	0.0017942214685413	0.0989672439937452
Ptger1	352.156462284945	-0.223189305830855	0.259178492730661	0.00214108916218738	0.111252915702065
Pak4	926.235115982157	-0.222424356833193	0.183650721337322	0.00121105813546638	0.0776920121252452
Map3k11	2864.15465053104	-0.221951862882226	0.23579834280461	0.00210828296087116	0.111252915702065
Camk1d	1295.11982533377	-0.217190001800426	0.226059887800541	0.00214890416639027	0.111252915702065
Abi2	2093.24392365459	-0.216308340755395	0.130185906073472	0.000316522267249473	0.0330639720585202
Vars	9530.03943193881	-0.214722999631049	0.187293063524737	0.00148801034843519	0.087822370764645
Slc26a11	806.224031697704	-0.214684979868917	0.221602360939962	0.00216942080027361	0.111554089643203
Pml	3128.0109364529	-0.213970963400902	0.151002603668484	0.000691508188673792	0.0537010701256937
Cc2d1a	900.471925195015	-0.210839812734373	0.232597006377719	0.0024275517886943	0.118899673501027
Emilin1	4940.55912825182	-0.209076920806272	0.219954095805876	0.00233861208581955	0.117297817586904
Pik3cd	3409.03641410491	-0.208974621065894	0.172979707103537	0.0013014798574669	0.0803658620018265
Ubqln4	3236.65814750836	-0.201792702830507	0.118265833651868	0.000286010750678237	0.0312933389930393
4930427A07Rik	2764.57007062184	-0.201545391025377	0.148366852600148	0.000870087498905701	0.0641907052317681
Wasf2	5478.44240014115	-0.199593932886488	0.165479940485833	0.00137449508834802	0.082778265422755
Car2	36747.6366398406	-0.197287721416075	0.145749535789239	0.000901925919614716	0.0653149297860865
Stat6	3885.6820722203	-0.196897466087492	0.151183240215149	0.00105466942586315	0.0707347608118673
Atp2a3	5459.52711277522	-0.19605211802404	0.210925527627752	0.00270943970580243	0.12722390629513
Rps6ka6	68.433414796543	-0.195777675221091	0.471297176366384	0.000378289857251415	0.0372111122916308
Mpped2	150.729054332662	-0.195221997445591	0.268756120547935	0.00262371060363114	0.125385748847215
Lrch1	1293.42089295321	-0.195142876224917	0.157942204987826	0.00129599811797673	0.0803658620018265
Ciz1	3017.75598146831	-0.193185111308864	0.130844279847304	0.000629806205754078	0.0505730098824567
Dock8	3608.41623039546	-0.192543743863702	0.167357109114333	0.00167240319503325	0.0954205904087967
Impdh1	3716.96730213818	-0.192164716686832	0.224234021662619	0.00308289625261673	0.135280696527464
Epb41l5	185.142505039319	-0.19080890539776	0.272712449668596	0.00257787877627439	0.124505710137405
Prrc2a	2569.3974002905	-0.18888845206595	0.195099237027281	0.00268262461313638	0.126662803733847
Senp3	1812.02158986482	-0.188850686831349	0.152753933760998	0.00134317371136972	0.0813067819949135
Ephb6	454.794545467168	-0.186934676995848	0.264810311314142	0.00287572977707175	0.129994486641663
Irgq	319.338658001069	-0.186133831001006	0.256304141664991	0.00311781269056666	0.135803177119738
Scaf1	1304.66440356838	-0.185894991465057	0.226544924996343	0.00339321110388037	0.141531674453017
Prkcdbp	447.100765778144	-0.18510698481414	0.226329765386884	0.00343007584279334	0.142565546649058
Smg6	1818.88150152557	-0.183706597041399	0.164473209188062	0.00194416687137298	0.104789706619574
Dag1	2092.63774497705	-0.18243378090893	0.123680838128089	0.000680104066294256	0.0535196559902493
Arhgef1	7448.47251492583	-0.181284787016159	0.179045757438744	0.00258420018499357	0.124505710137405
Csrnp1	2882.36481655691	-0.179411962522569	0.171329656560757	0.00240904035714754	0.11848463489904
Dclk2	234.760491225748	-0.178430119851243	0.253989798779804	0.00337595520912727	0.141311259888434
Tbc1d14	1748.76271944629	-0.177892309991795	0.165028030734958	0.00225244927188218	0.114433534482183
Tox	1093.0654075231	-0.17595326438139	0.18871303162486	0.00322907367327845	0.138603584143196
Urb1	457.80249893783	-0.173643295250525	0.228148838487513	0.00401277083576396	0.154289077997908
Cnot3	2699.09478116818	-0.173612479472737	0.176517730351327	0.00294932876131678	0.131818510183771
Plekho2	1853.01917151503	-0.173470837597876	0.195877041020096	0.00360884694457199	0.146371763143501
Mboat7	2929.82225638789	-0.170618523150258	0.123727840531067	0.00101343598859319	0.070057365666917
Cbx6	1956.99852978481	-0.170423159786189	0.233106531989037	0.00413020782341088	0.156761971535505
Usp19	4602.72662213822	-0.17001736873357	0.142401662957242	0.00174899680545794	0.0969256257822796
Prr12	651.673729598853	-0.168827771436808	0.196449625937548	0.00395244040585171	0.152965923116963
Incenp	5726.68861674865	-0.167956588182108	0.0999855687851203	0.000416446723485373	0.0393624531963764
Adgrg1	55708.6531313882	-0.167949503418519	0.126793735565275	0.00122297207293114	0.0780322289128604
Plppr3	7364.28692072764	-0.16785280314124	0.151439288218225	0.00225881171927726	0.114433534482183
Taok2	1230.40682622834	-0.167628546451082	0.20695568645021	0.00426723349105013	0.159206345599085
Ttc7	3487.51076676071	-0.167615811401952	0.182705183013487	0.00360231597395942	0.146371763143501
Ccar2	3403.91744260181	-0.167588556722299	0.162884146364177	0.00278652048834411	0.128484718142242
Scd2	3847.93302858475	-0.167455858425757	0.183525009736706	0.00364440654510532	0.146371763143501
Armc5	1058.31434907412	-0.167399615800305	0.225498460829912	0.0043709162147074	0.160729890960767
Jade2	541.023390940581	-0.166600622701085	0.232829422874664	0.00432043827627442	0.159700563134225
Ankle1	1677.32381865259	-0.16573998415905	0.182559217125366	0.0037412037577071	0.148191842805284
Tnpo2	613.362809067198	-0.165056119035009	0.223623351789571	0.00452194768744068	0.161996765404205
Med25	2308.13834021619	-0.165040671238496	0.193292394275759	0.00415419227784601	0.157166941178508
Cc2d1b	1494.04693728454	-0.165008576667748	0.145748707084802	0.00217419012904579	0.111554089643203
Cand2	1015.16979095383	-0.164845019400137	0.214953203863484	0.00454700896602443	0.161996765404205
C530008M17Rik	170.9855260737	-0.164646597426445	0.22214982930034	0.0045563305755842	0.161996765404205
Rpap1	951.066194604712	-0.163831598651501	0.228280601736384	0.00454016696899379	0.161996765404205
Lpcat4	333.604600796789	-0.162516297317995	0.221995866799826	0.00469027749980669	0.16283539884623
Unc13d	3004.19861925267	-0.162387523127457	0.18905740880563	0.0042414240652467	0.158938951321181
Slc27a2	225.218748101062	-0.161666314683726	0.277114206878469	0.00239797681871336	0.11848463489904
Ezr	5283.24550184308	-0.161234946987762	0.0959620904589357	0.000460632900964065	0.041261202015915
Tln1	7761.9045226651	-0.160361196842265	0.12977489015296	0.00171095711654322	0.0969256257822796
B3gntl1	792.903924934383	-0.160211802597311	0.188317871099903	0.00440439308680471	0.161457937877772
Fcho1	8565.85469081455	-0.160083024207889	0.165020219064795	0.00345307506002273	0.143017887749152
Nfkb2	725.400583551711	-0.159872291178959	0.195041451796714	0.00463152701614159	0.162227136197434
Trp53i11	2452.61235641758	-0.158994945428037	0.188912553632592	0.00453171632632995	0.161996765404205
Tns3	986.848507465861	-0.1572542085465	0.186691336666511	0.00461799966734679	0.162227136197434
Vsig10	594.897985210407	-0.156982972722993	0.181742631696119	0.00446454969177889	0.161996765404205
Smg5	1961.28014721299	-0.156283755409559	0.180890567989598	0.0044979351545854	0.161996765404205
Nacc1	1385.18514687926	-0.155842851381663	0.174542282138887	0.00427553469628176	0.159206345599085
Mnt	427.233973392129	-0.15511427052469	0.19120868167219	0.00496139656681818	0.167806089039317
Arhgef18	1305.80299292914	-0.153646125017715	0.196774630747226	0.00523798255861425	0.17319088549547
Rnf40	3029.81915063629	-0.153450581040585	0.142484144776153	0.00283748818531781	0.128821963613428
Sept8	348.78915155982	-0.152960298026624	0.209974538945659	0.00543491275287381	0.176199577094637
Pip5k1c	2898.09710103969	-0.152764306324713	0.139689241862863	0.00273911019656967	0.12722390629513
Ncapd3	3676.35670030254	-0.151227111400338	0.12646221370677	0.00212990818137977	0.111252915702065
Vars2	1054.35568934606	-0.150808658215621	0.21849913215027	0.00551966845010024	0.176640296731526
Aif1l	183.685064670635	-0.150801913427381	0.221821754615942	0.00544675860668101	0.176199577094637
Usp54	448.699999148916	-0.150536937190255	0.181340307438384	0.00509912481560158	0.170333142382391
Nol6	1880.51090145906	-0.149838967833396	0.191541617951604	0.0054991827984285	0.176640296731526
Lmnb2	3164.02992976112	-0.148974699100193	0.130209513083672	0.00251428039797664	0.122134015710766
Scrib	560.315123893614	-0.147129876804057	0.211668385744458	0.00591178312531921	0.183229039916147
Phrf1	2631.2281670167	-0.146058998109292	0.155646133325656	0.00432939513749169	0.159700563134225
Pask	1124.05972459364	-0.145783251318067	0.178752434174494	0.00553684427233688	0.176640296731526
Suv420h2	2796.93301902156	-0.145492678107072	0.14806467489745	0.00393516274257561	0.15279822701764
Stx4a	1255.61059923034	-0.144943680029656	0.167029152724839	0.00509640691225027	0.170333142382391
Hinfp	549.348861835307	-0.144738712658881	0.165019766264176	0.00501542708379379	0.168681021050475
Ncapd2	9117.43809057053	-0.144488178967799	0.0987752176926589	0.00116101633357555	0.0757162254227947
Pim2	2228.3859204211	-0.14445198669915	0.156726950589556	0.00458122036030781	0.16201775304236
Nup210	5847.07607402513	-0.142359839019345	0.183614964255454	0.00613131058132921	0.185726332834905
Setdb2	461.666345362289	-0.142139166962549	0.183340445259626	0.00615024266053834	0.185726332834905
Ensa	3014.46441388181	-0.142059888914458	0.132152752175467	0.00328728929552847	0.139079436718344
Polr1b	2901.54365523851	-0.141724909866292	0.106666409037899	0.00173729818078313	0.0969256257822796
Unc119b	1837.55352592366	-0.141638266171454	0.136760090264338	0.00363970778038834	0.146371763143501
Agfg2	868.676759578493	-0.141339943109884	0.196043286064216	0.00651388986259029	0.190262888535056
Trim26	1674.936740355	-0.140954160500568	0.122215919913172	0.00274839851789716	0.12722390629513
Nisch	5704.75309905512	-0.140512942170959	0.150435710235822	0.0046823518548383	0.16283539884623
Lrrc49	1152.76169176122	-0.139995274995918	0.165010664698378	0.00562894961185048	0.178613229081406
Myo1c	2991.81399363888	-0.139880900928017	0.160409335141444	0.00538424317828075	0.176199577094637
Ncapg2	2576.02292027471	-0.139556058832748	0.135011140566336	0.00376298897602191	0.148228851311532
Acap1	10579.156717859	-0.139499244435732	0.091952152972418	0.00112257534948534	0.074027259359357
Sugp2	2464.16960195184	-0.13919872941742	0.141135741111884	0.00422925021296891	0.158938951321181
Vprbp	1670.95811214816	-0.139140010144112	0.144772045837834	0.00448519857040351	0.161996765404205
Hdgfrp2	2936.13611633408	-0.138979049100099	0.122153690434405	0.00294535291946942	0.131818510183771
Fbxo48	117.723753855184	-0.138754505579973	0.219274214310084	0.00632419483536554	0.188382746332871
Ppwd1	487.865766834926	-0.138153382753188	0.173608226256308	0.00631274806736654	0.188382746332871
Ints1	1338.76972357358	-0.137769441816687	0.189927510467307	0.00686991334370368	0.195403511106213
Gpbp1l1	1607.18923311496	-0.137624921732866	0.15279275680637	0.00522632767360839	0.17319088549547
Cramp1l	819.080783062771	-0.13653496802495	0.146064037724988	0.00492751806379577	0.167139147198406
Pigo	709.087625921838	-0.135854659876774	0.204164045509008	0.00708228399281974	0.199259494411585
Ighv1-76	76.2923944884523	-0.134960881936036	0.663662556553586	0.00118564608083469	0.076897617242707
Kcnab2	4507.0913676393	-0.13452317554528	0.157294101623323	0.00597544685938794	0.183682746688061
Kif24	539.61733352016	-0.134470357611114	0.179985111673279	0.00708988373880598	0.199259494411585
Fnbp1l	1006.10354909697	-0.134356154401502	0.173265826098539	0.00685769683779642	0.195403511106213
Dtl	7408.54480938109	-0.134261531688928	0.100607581002925	0.00198504972180047	0.106506940527876
Elk3	2334.49020996643	-0.133591887121586	0.11676433198529	0.00317050074658789	0.137086413233419
Raver1	4978.47147234473	-0.133530861496082	0.155811264886977	0.00603706201921678	0.184720906351467
Mdc1	1245.6217296386	-0.132992486028637	0.163516857286412	0.00658960446200232	0.190646301640871
Repin1	3105.25138887986	-0.132526515894229	0.112476358001946	0.00298166233641706	0.131818510183771
Il17ra	10476.9071087409	-0.131859269901194	0.108130604749703	0.00274157032401756	0.12722390629513
Nfatc2	427.517818336622	-0.131455673922526	0.215947159568311	0.00698376876893577	0.197216283608894
Fam109a	349.3887083007	-0.131168091912626	0.222492766982374	0.00652757821378654	0.190262888535056
Kcnh2	217.101558017622	-0.131029084148294	0.234552148662339	0.00540787198913806	0.176199577094637
Cep89	1491.37704232785	-0.130945032196472	0.137506069959576	0.00513705335554797	0.170810641715178
Heatr5a	2285.21817513235	-0.130855722068508	0.121825539169859	0.00391264610246738	0.152425328691501
Syk	4608.2366548388	-0.130285308697409	0.123518110216134	0.00412874909568055	0.156761971535505
Tmem201	2088.81068656361	-0.129791167274926	0.148425160828282	0.00615206676876042	0.185726332834905
Ptpn23	339.858807318849	-0.129532147587206	0.226115640772063	0.00626172151249889	0.18759736226786
Ppt2	1285.55207804994	-0.129047084737403	0.133271123587689	0.00510826265701173	0.170333142382391
mt-Cytb	68542.6570471436	-0.128052027264247	0.114479712807886	0.00372027787715004	0.147859124787471
Sema4d	2622.12928556701	-0.12765020280122	0.121099610482801	0.0043280830597568	0.159700563134225
Nipal3	370.131290742517	-0.12726702173804	0.179377927186162	0.00821017173773304	0.213935689166006
Zbtb42	189.283623343038	-0.126878027386564	0.222714442089866	0.00665629548569267	0.192104919102974
A230050P20Rik	2930.77347866213	-0.126659854085847	0.0963349540033117	0.00247319712289061	0.12063478858926
Rad21	5580.97883813373	-0.1264698046068	0.100294805421512	0.0027985466179389	0.128537137269069
Camta2	655.328210984043	-0.126256446328234	0.21234743799835	0.00758024123823519	0.205781572913774
Igkv4-55	82.3325506605039	-0.126120878111024	1.19477728567417	NA	NA
Exoc4	2150.34147783767	-0.125936676061943	0.12307460123424	0.00477383861875831	0.164767225309424
Arhgap4	1891.3435643308	-0.125870329571233	0.109043368008607	0.00358755545794391	0.146371763143501
Tspan9	144.936544730846	-0.125422074621009	0.247066524419145	0.00387297623574586	0.151379508234252
Ptgs1	1023.77344523409	-0.125184176450634	0.155545132640011	0.00749911987355856	0.205273608283956
Cd79a	64.0505641516034	-0.124630734212849	0.506697489309882	0.000925805608603735	0.0656890633472311
Parg	1429.07379668482	-0.124489824667243	0.175891792684773	0.00860950801609034	0.220675726423568
Ubox5	1083.68679906131	-0.123786909515266	0.136882608798953	0.00635673788842218	0.1885299850124
Rgl2	2987.25560644735	-0.12289233734126	0.146044900203486	0.00728288350755791	0.201800837847919
Cfap43	2366.48043611286	-0.122842399965335	0.144413694565866	0.00716570928890797	0.199962251646028
Wdtc1	560.562111795465	-0.121448663095542	0.166454507489023	0.00886779602663516	0.223318674811655
Myh9	2363.32013295295	-0.121369451401881	0.133369030774645	0.00654411493944702	0.190262888535056
Il27ra	928.864245381606	-0.121268859594854	0.173130901448478	0.00914549662658162	0.225983939487099
Treml2	3676.74312274598	-0.120981063980399	0.0821908292334591	0.00207590450991937	0.110378274031929
Abca7	1086.61560376423	-0.120479612108822	0.157742523243315	0.00861839290759615	0.220675726423568
Dgkz	5320.89791687209	-0.120337725278835	0.135770520592719	0.00697685748514944	0.197216283608894
Zfp668	1042.9268823258	-0.120168632203966	0.140868309086723	0.00745219699803606	0.205048329521719
Thrap3	10170.4866417581	-0.119759165254325	0.06958958241653	0.00130720480382503	0.0803658620018265
Epg5	432.470064944792	-0.119562140917269	0.17653216637286	0.0095555090541921	0.230190263011599
Klhl18	698.481845929136	-0.1194152341652	0.164746861135562	0.00922449133118304	0.225983939487099
Plscr1	2334.97642207831	-0.118339767177165	0.118775877122094	0.00582155736147285	0.181313095237007
Zfp219	1134.2584791249	-0.117243560445194	0.164616494842887	0.0097044652513655	0.232355999649327
Ell	1931.89437253848	-0.11715625788622	0.113241710914885	0.00552790195418352	0.176640296731526
Krit1	2845.68760832371	-0.116752571913977	0.130055499896364	0.00727317390727676	0.201800837847919
Bub1b	5170.78459096606	-0.11648023019486	0.0965167792155125	0.00400720238369852	0.154289077997908
Lysmd4	640.812819015318	-0.116365434402298	0.153289253962549	0.009294733813596	0.225983939487099
AW554918	444.87143673106	-0.116243961516378	0.168177337104258	0.010063701679624	0.237096268019818
Zhx3	667.452458153503	-0.11593731276373	0.163778638177856	0.00997285297040752	0.236384651531507
1700017B05Rik	2399.60087461556	-0.115832813809986	0.149328929743817	0.00915224120238934	0.225983939487099
Dtx3	4067.92387668051	-0.115817894235577	0.123459010072317	0.00685433284948739	0.195403511106213
Dgcr2	1962.72473023945	-0.115814870593999	0.11414859517863	0.00591411929922499	0.183229039916147
Zkscan3	2315.39242080041	-0.115764723633908	0.115276629458477	0.00604051760857898	0.184720906351467
Dhx37	1008.88264570739	-0.115697212059454	0.161167733018765	0.0099118347802317	0.236362217668394
Skiv2l	1334.89173405277	-0.115386565894422	0.161549684890209	0.0100053165774191	0.236678871502715
Extl3	1635.17570667287	-0.115294751338742	0.160389476606286	0.0099716312693056	0.236384651531507
Itpk1	1705.20759750935	-0.115268642767726	0.130001863645123	0.00763125027672347	0.205781572913774
Tubgcp6	472.974672107094	-0.115178595699272	0.189101258487752	0.0101983838702637	0.237586231141053
Uba1	12209.1468962285	-0.114910943625341	0.0574410392395882	0.000929352217806472	0.0656890633472311
Cenpn	1788.69906953775	-0.114054578348583	0.107051733719297	0.00557940535607573	0.177518331059617
Vamp2	1284.81021862855	-0.113563388475407	0.134648786987018	0.00851472689139686	0.219449424074342
Mib2	1114.70512724936	-0.113025952712495	0.152222602185246	0.010083219802266	0.237096268019818
Rassf2	3847.83036284868	-0.112890107513139	0.110819897746367	0.00625602267229539	0.18759736226786
Atp10d	947.142189364769	-0.112535663426472	0.152186559734596	0.0102132493158915	0.237586231141053
Piga	982.258389871793	-0.110886792169692	0.130707198182816	0.0088794884338864	0.223318674811655
Tom1l2	549.095625705408	-0.110416028343462	0.187588069720843	0.0110504873568981	0.249407175450908
Atp13a2	3587.25805437109	-0.110358574596204	0.144782941634214	0.0102966352879148	0.238784838779069
Vps51	1997.92021998408	-0.110111800944851	0.115291625093206	0.00747441880182738	0.205181487294815
4931428F04Rik	431.664114935536	-0.110023142903267	0.170744296790635	0.0115821250351954	0.254642766176092
Ppp1r10	2265.52121442832	-0.109890577214162	0.0912560426363213	0.00484146280477738	0.165867253816925
