	MPP3_Ebf1_KO1	MPP3_Ebf1_KO2	MPP3_Ebf1_KO3	MPP3_Ebf1_KO4	MPP3_Ebf1_WT1	MPP3_Ebf1_WT2	MPP3_Ebf1_WT3	MPP3_Ebf1_WT4
ENSMUSG00000097757.1	30	5	19	25	13	16	24	13
ENSMUSG00000097759.1	6	1	0	4	0	0	6	5
ENSMUSG00000097760.2	28	66	114	107	62	92	85	101
ENSMUSG00000097761.1	0	0	0	0	0	0	0	0
ENSMUSG00000097762.1	7	1	6	4	0	2	4	8
ENSMUSG00000097763.1	0	2	2	6	4	2	5	0
ENSMUSG00000097764.1	0	0	0	0	1	1	0	0
ENSMUSG00000097766.1	0	0	0	0	0	0	0	0
ENSMUSG00000097767.8	0	0	1	0	0	0	0	0
ENSMUSG00000097768.1	36	4	40	4	19	13	16	16
ENSMUSG00000097769.7	1306	768	1033	987	831	706	1031	992
ENSMUSG00000097770.1	0	0	0	0	0	0	0	0
ENSMUSG00000097771.7	0	0	0	0	0	0	0	0
ENSMUSG00000097772.7	232	170	203	177	131	147	322	220
ENSMUSG00000097773.1	30	27	14	37	25	11	21	29
ENSMUSG00000097774.1	0	0	0	0	0	0	0	0
ENSMUSG00000097775.1	0	1	0	0	0	0	0	0
ENSMUSG00000097776.1	0	0	0	0	0	0	0	0
ENSMUSG00000097777.7	33	14	26	68	35	20	57	73
ENSMUSG00000097778.7	0	0	0	0	0	0	0	0
ENSMUSG00000097779.1	986	416	795	654	630	458	896	652
ENSMUSG00000097780.1	0	0	0	0	0	0	0	0
ENSMUSG00000097781.1	124	68	99	117	98	76	162	133
ENSMUSG00000097782.2	0	0	0	0	0	0	0	0
ENSMUSG00000097783.1	0	0	0	0	0	0	0	0
ENSMUSG00000097784.1	30	27	17	45	51	24	41	52
ENSMUSG00000097785.1	86	82	76	71	78	51	79	156
ENSMUSG00000097786.3	12	5	15	5	9	4	11	17
ENSMUSG00000097787.1	154	98	68	102	88	39	61	106
ENSMUSG00000097788.1	0	0	0	0	0	1	0	0
ENSMUSG00000097789.2	0	0	0	0	0	0	0	0
ENSMUSG00000097790.1	368	357	459	409	351	227	401	377
ENSMUSG00000097791.1	51	33	48	38	12	45	46	31
ENSMUSG00000097792.1	69	58	39	49	65	56	68	36
ENSMUSG00000097793.1	221	168	107	108	43	76	180	143
ENSMUSG00000097794.1	0	0	0	0	0	0	0	0
ENSMUSG00000097795.1	0	0	0	0	0	0	0	0
ENSMUSG00000097796.1	119	20	59	58	41	41	56	35
ENSMUSG00000097797.6	45	39	12	29	39	16	36	37
ENSMUSG00000097798.1	0	0	0	0	0	0	0	0
ENSMUSG00000097799.1	0	3	1	0	0	0	1	2
ENSMUSG00000097800.1	0	0	0	0	0	0	0	10
ENSMUSG00000097801.1	0	0	0	0	0	0	0	0
ENSMUSG00000097803.1	47	28	39	29	40	20	57	49
ENSMUSG00000097804.1	0	0	0	0	0	0	0	0
ENSMUSG00000097805.1	4	3	7	4	5	0	0	18
ENSMUSG00000097806.3	0	0	0	0	0	0	0	0
ENSMUSG00000097807.1	0	0	0	0	0	0	0	0
ENSMUSG00000097808.3	0	0	0	0	0	0	0	0
ENSMUSG00000097809.2	0	1	0	0	0	0	0	1
ENSMUSG00000097811.1	15	4	12	2	5	0	5	6
ENSMUSG00000097812.1	0	0	0	0	0	0	0	0
ENSMUSG00000097814.5	0	0	0	0	18	0	0	0
ENSMUSG00000097815.1	279	152	230	224	176	98	385	175
ENSMUSG00000097816.1	0	0	0	0	0	0	9	0
ENSMUSG00000097817.2	1	11	5	8	0	10	26	12
ENSMUSG00000097818.1	26	11	31	13	19	11	17	0
ENSMUSG00000097819.1	0	0	5	2	0	7	0	0
ENSMUSG00000097820.2	10	5	4	1	5	12	1	9
ENSMUSG00000097821.1	0	0	0	0	0	0	0	0
ENSMUSG00000097822.7	0	0	0	0	0	0	0	0
ENSMUSG00000097823.2	0	0	0	0	0	6	0	0
ENSMUSG00000097824.1	0	0	0	0	0	0	0	0
ENSMUSG00000097825.5	0	0	0	0	0	0	0	0
ENSMUSG00000097826.2	0	0	0	0	0	0	0	0
ENSMUSG00000097827.1	30	26	14	44	3	17	20	30
ENSMUSG00000097828.1	36	12	27	40	85	26	56	42
ENSMUSG00000097829.2	0	0	0	0	0	0	0	0
ENSMUSG00000097830.3	0	0	0	0	0	0	0	0
ENSMUSG00000097831.1	0	0	7	14	3	1	6	4
ENSMUSG00000097832.1	74	41	31	108	26	31	28	83
ENSMUSG00000097833.1	0	0	0	1	2	0	0	8
ENSMUSG00000097834.2	0	0	0	0	0	0	0	0
ENSMUSG00000097835.1	110	68	44	59	42	19	82	60
ENSMUSG00000097836.1	0	0	0	0	0	0	0	0
ENSMUSG00000097837.1	0	0	0	0	0	0	0	0
ENSMUSG00000097838.1	135	44	120	166	78	113	170	171
ENSMUSG00000097839.1	35	12	9	9	31	33	31	14
ENSMUSG00000097840.1	0	0	0	0	0	0	3	1
ENSMUSG00000097841.1	0	0	0	0	0	0	0	0
ENSMUSG00000097842.2	25	4	8	17	5	6	18	0
ENSMUSG00000097843.1	0	0	0	0	0	0	0	0
ENSMUSG00000097845.2	0	0	4	2	0	8	0	0
ENSMUSG00000097846.3	0	0	0	0	0	0	0	0
ENSMUSG00000097847.1	0	0	0	0	0	0	0	0
ENSMUSG00000097848.1	97	76	46	68	45	39	135	94
ENSMUSG00000097849.1	0	0	0	0	0	0	0	0
ENSMUSG00000097850.2	0	0	0	0	0	0	0	0
ENSMUSG00000097851.5	0	0	0	0	0	0	0	0
ENSMUSG00000097852.5	7	1	0	5	2	7	0	0
ENSMUSG00000097853.1	0	0	0	0	0	0	0	0
ENSMUSG00000097854.1	0	0	0	0	0	0	0	0
ENSMUSG00000097855.7	52	34	58	45	42	43	94	72
ENSMUSG00000097856.7	0	0	0	0	0	0	0	0
ENSMUSG00000097857.1	35	16	10	48	4	32	0	17
ENSMUSG00000097858.2	17	0	14	4	28	15	3	26
ENSMUSG00000097859.1	17	0	9	17	28	30	0	20
ENSMUSG00000097860.1	44	29	47	109	57	40	61	39
ENSMUSG00000097861.1	0	0	0	0	0	0	0	0
ENSMUSG00000097862.1	0	0	0	0	0	0	0	0
ENSMUSG00000097863.1	75	68	67	38	59	34	95	69
ENSMUSG00000097864.1	0	0	0	3	0	0	0	10
ENSMUSG00000097867.1	60	13	61	45	24	26	71	63
ENSMUSG00000097868.1	119	44	84	71	59	42	47	68
ENSMUSG00000097869.1	0	0	0	0	0	0	0	0
ENSMUSG00000097870.1	0	0	2	0	0	2	0	0
ENSMUSG00000097871.1	0	0	0	0	0	0	0	0
ENSMUSG00000097872.1	0	0	0	0	0	0	0	0
ENSMUSG00000097873.1	1	0	4	7	4	5	2	3
ENSMUSG00000097874.2	21	14	15	16	17	14	13	10
ENSMUSG00000097875.1	0	0	14	0	8	3	0	17
ENSMUSG00000097876.1	10	3	6	18	18	14	23	6
ENSMUSG00000097877.2	0	0	0	0	0	0	0	0
ENSMUSG00000097878.5	0	0	0	0	0	0	0	0
ENSMUSG00000097879.1	0	0	0	1	0	4	3	0
ENSMUSG00000097880.2	0	0	0	0	0	0	0	0
ENSMUSG00000097881.7	0	0	0	0	0	0	0	0
ENSMUSG00000097882.2	56	35	75	48	22	57	68	59
ENSMUSG00000097883.1	0	0	0	0	0	0	0	1
ENSMUSG00000097884.1	0	0	0	0	0	0	0	0
ENSMUSG00000097885.7	120	67	130	83	115	77	148	87
ENSMUSG00000097886.2	0	0	0	0	0	1	0	0
ENSMUSG00000097887.1	116	93	83	107	89	90	128	62
ENSMUSG00000097888.1	0	0	0	0	0	0	0	2
ENSMUSG00000097889.1	201	175	341	178	199	192	312	223
ENSMUSG00000097890.1	16	12	3	2	11	6	0	0
ENSMUSG00000097891.1	0	0	0	0	1	0	1	0
ENSMUSG00000097892.2	22	6	13	32	8	8	1	23
ENSMUSG00000097893.8	26	2	34	7	17	20	41	10
ENSMUSG00000097894.8	0	0	0	0	0	0	0	0
ENSMUSG00000097895.1	1	0	0	0	0	0	0	1
ENSMUSG00000097896.1	0	0	0	0	0	0	0	0
ENSMUSG00000097897.1	0	0	0	0	0	0	0	0
ENSMUSG00000097898.7	0	0	0	0	0	0	0	0
ENSMUSG00000097899.2	68	39	88	42	40	74	27	42
ENSMUSG00000097900.1	6	4	3	4	2	1	6	5
ENSMUSG00000097901.7	0	0	0	0	1	0	0	3
ENSMUSG00000097902.1	3	2	6	0	0	0	4	0
ENSMUSG00000097903.1	6	0	9	0	10	5	4	2
ENSMUSG00000097904.1	0	0	0	0	0	0	0	0
ENSMUSG00000097905.2	0	0	0	0	0	0	0	0
ENSMUSG00000097906.1	373	267	329	327	300	173	372	298
ENSMUSG00000097907.1	0	0	0	0	0	0	0	0
ENSMUSG00000097908.7	952	809	916	977	1108	644	631	880
ENSMUSG00000097909.2	0	0	0	0	0	0	0	0
ENSMUSG00000097910.1	0	0	0	0	0	0	0	0
ENSMUSG00000097911.2	0	0	0	0	0	0	0	0
ENSMUSG00000097912.1	1	2	6	8	2	0	0	0
ENSMUSG00000097913.1	0	0	0	0	0	0	0	0
ENSMUSG00000097914.1	0	0	5	2	0	7	0	0
ENSMUSG00000097915.1	90	85	107	101	143	66	111	118
ENSMUSG00000097917.1	19	20	11	14	15	6	20	32
ENSMUSG00000097918.1	0	0	0	0	0	0	0	0
ENSMUSG00000097919.1	1	0	0	1	1	1	1	0
ENSMUSG00000097920.1	1	1	0	0	0	1	0	0
ENSMUSG00000097921.1	0	0	0	0	0	0	6	0
ENSMUSG00000097922.1	0	0	0	0	0	0	0	0
ENSMUSG00000097923.1	7	3	15	6	3	6	13	20
ENSMUSG00000097924.2	31	16	0	18	21	13	0	10
ENSMUSG00000097925.1	0	0	5	0	0	0	0	0
ENSMUSG00000097926.1	0	0	0	11	0	21	1	0
ENSMUSG00000097927.1	0	0	0	0	0	0	0	0
ENSMUSG00000097928.1	0	0	0	0	0	0	0	0
ENSMUSG00000097929.7	0	0	0	0	0	0	0	0
ENSMUSG00000097930.1	0	6	0	12	0	10	0	20
ENSMUSG00000097931.1	0	0	0	0	0	0	0	0
ENSMUSG00000097932.1	0	0	0	0	0	0	0	0
ENSMUSG00000097933.1	3	0	0	0	2	0	0	0
ENSMUSG00000097934.1	51	19	20	24	4	0	20	44
ENSMUSG00000097935.1	0	0	0	2	2	0	2	2
ENSMUSG00000097936.1	0	0	0	0	0	0	0	1
ENSMUSG00000097937.1	0	0	0	0	0	0	0	2
ENSMUSG00000097938.1	0	0	0	0	0	0	0	0
ENSMUSG00000097939.1	0	0	0	0	0	0	0	0
ENSMUSG00000097940.2	0	0	0	0	0	0	0	0
ENSMUSG00000097941.1	0	0	0	0	0	0	0	0
ENSMUSG00000097942.1	0	0	0	0	0	0	0	0
ENSMUSG00000097943.1	0	0	0	1	0	0	0	0
ENSMUSG00000097944.1	56	60	44	80	137	81	87	80
ENSMUSG00000097945.1	0	1	0	0	1	0	1	0
ENSMUSG00000097946.1	0	0	0	0	0	0	0	0
ENSMUSG00000097947.1	0	0	0	0	0	0	0	0
ENSMUSG00000097948.1	0	0	0	0	0	0	0	0
ENSMUSG00000097949.1	0	0	0	0	0	0	0	0
ENSMUSG00000097950.1	0	0	0	0	0	0	0	0
ENSMUSG00000097951.1	0	0	0	0	2	0	0	0
ENSMUSG00000097952.1	0	0	0	0	0	0	0	0
ENSMUSG00000097953.1	6	0	0	0	2	0	6	9
ENSMUSG00000097954.1	2	1	3	2	0	0	3	3
ENSMUSG00000097955.1	0	0	0	0	0	0	0	0
ENSMUSG00000097957.2	0	0	0	0	0	0	0	0
ENSMUSG00000097958.1	0	0	0	1	0	0	0	2
ENSMUSG00000097959.1	0	0	0	0	0	0	0	0
ENSMUSG00000097960.1	0	0	0	0	4	0	0	0
ENSMUSG00000097961.1	0	0	0	1	1	0	0	1
ENSMUSG00000097962.7	0	0	0	0	0	0	0	0
ENSMUSG00000097963.1	0	0	0	0	0	0	0	0
ENSMUSG00000097964.1	0	0	0	0	0	0	0	0
ENSMUSG00000097965.1	0	0	0	0	0	0	0	0
ENSMUSG00000097966.1	0	0	0	0	0	0	0	0
ENSMUSG00000097967.1	0	0	0	0	0	0	0	0
ENSMUSG00000097968.1	0	0	0	0	0	0	0	0
ENSMUSG00000097969.1	0	0	0	0	0	0	0	1
ENSMUSG00000097970.1	0	0	0	2	0	0	0	0
ENSMUSG00000097971.3	6240	5310	7451	9252	7516	5289	7667	6523
ENSMUSG00000097972.1	0	0	0	0	0	0	0	0
ENSMUSG00000097973.1	1	0	1	2	1	0	2	3
ENSMUSG00000097974.1	0	0	11	0	17	0	0	0
ENSMUSG00000097975.1	0	0	0	0	0	0	0	0
ENSMUSG00000097976.1	0	0	0	0	0	0	0	0
ENSMUSG00000097977.1	2	4	2	4	2	3	4	5
ENSMUSG00000097979.2	15	3	14	15	16	12	18	18
ENSMUSG00000097980.1	0	0	0	0	0	0	0	0
ENSMUSG00000097981.1	0	0	1	0	0	0	0	0
ENSMUSG00000097982.1	0	0	0	0	0	0	0	0
ENSMUSG00000097983.1	0	0	0	0	0	0	0	0
ENSMUSG00000097984.1	0	0	0	0	0	0	0	0
ENSMUSG00000097985.1	0	1	0	0	0	0	0	0
ENSMUSG00000097986.1	0	0	0	0	0	0	0	0
ENSMUSG00000097987.1	1	0	1	0	0	0	0	0
ENSMUSG00000097988.1	1	1	0	3	0	2	2	0
ENSMUSG00000097989.1	9	5	6	5	14	2	9	7
ENSMUSG00000097990.1	21	15	9	11	11	30	0	24
ENSMUSG00000097991.1	0	0	0	0	0	0	0	0
ENSMUSG00000097992.1	0	0	0	0	0	0	0	0
ENSMUSG00000097993.7	80	51	73	129	68	41	92	80
ENSMUSG00000097994.1	92	41	67	55	47	21	143	70
ENSMUSG00000097995.1	7	0	5	5	2	6	4	3
ENSMUSG00000097996.1	0	0	0	0	0	0	0	0
ENSMUSG00000097997.1	24	4	19	11	12	15	5	9
ENSMUSG00000097998.1	0	0	4	1	2	4	3	0
ENSMUSG00000097999.1	1	0	1	0	0	0	2	2
ENSMUSG00000098000.1	0	0	0	0	0	0	0	0
ENSMUSG00000098001.1	0	0	0	0	0	0	0	0
ENSMUSG00000098002.1	5	3	4	4	1	1	1	3
ENSMUSG00000098003.2	0	0	0	0	0	0	0	0
ENSMUSG00000098004.1	0	0	0	0	0	0	0	0
ENSMUSG00000098005.1	0	0	0	0	0	0	0	0
ENSMUSG00000098006.1	1	1	1	1	1	2	3	1
ENSMUSG00000098007.1	0	0	0	0	0	0	0	0
ENSMUSG00000098008.1	11	1	2	1	0	2	0	0
ENSMUSG00000098009.1	4	2	8	5	4	3	6	3
ENSMUSG00000098010.1	0	0	0	0	0	0	0	0
ENSMUSG00000098011.1	0	0	0	0	0	0	0	0
ENSMUSG00000098012.1	0	1	0	0	1	0	0	0
ENSMUSG00000098013.1	0	0	0	0	0	0	0	0
ENSMUSG00000098014.1	0	0	0	0	0	0	0	0
ENSMUSG00000098015.3	0	0	0	0	0	0	0	0
ENSMUSG00000098016.1	0	0	0	0	0	0	0	0
ENSMUSG00000098017.1	0	0	0	0	0	0	0	0
ENSMUSG00000098019.1	2	1	4	6	5	4	10	8
ENSMUSG00000098021.1	1	18	1	13	0	16	61	124
ENSMUSG00000098022.7	29	8	35	15	22	21	27	36
ENSMUSG00000098023.1	0	0	0	0	0	0	0	0
ENSMUSG00000098024.1	45	47	92	57	60	44	92	51
ENSMUSG00000098025.2	0	0	0	0	0	0	0	0
ENSMUSG00000098026.2	3	6	0	23	8	0	0	12
ENSMUSG00000098027.1	0	0	0	0	0	0	0	0
ENSMUSG00000098028.1	0	0	0	0	0	0	1	1
ENSMUSG00000098029.1	0	0	0	0	0	0	0	0
ENSMUSG00000098030.1	0	0	0	0	0	0	0	0
ENSMUSG00000098031.1	0	0	0	0	0	0	0	0
ENSMUSG00000098033.2	0	0	0	0	0	0	0	0
ENSMUSG00000098035.1	1	0	0	0	0	0	0	0
ENSMUSG00000098036.1	0	0	0	0	0	0	0	0
ENSMUSG00000098037.1	0	0	0	0	0	0	0	0
ENSMUSG00000098038.1	1	0	0	0	0	0	1	0
ENSMUSG00000098039.1	0	0	0	0	0	0	0	8
ENSMUSG00000098040.1	0	0	0	0	0	0	0	0
ENSMUSG00000098041.1	1	7	6	10	2	24	36	22
ENSMUSG00000098042.1	0	0	0	0	0	0	0	0
ENSMUSG00000098043.1	4	1	1	4	0	0	13	2
ENSMUSG00000098044.1	0	0	0	0	0	0	0	0
ENSMUSG00000098045.1	0	1	0	2	3	0	0	0
ENSMUSG00000098046.1	0	0	0	0	0	0	0	0
ENSMUSG00000098047.1	0	0	0	0	0	0	0	0
ENSMUSG00000098048.1	2	0	0	2	0	0	0	1
ENSMUSG00000098050.1	0	11	0	6	2	0	0	8
ENSMUSG00000098051.1	0	0	0	0	0	0	0	0
ENSMUSG00000098052.1	0	0	0	0	0	0	0	0
ENSMUSG00000098053.1	0	0	0	0	0	0	0	0
ENSMUSG00000098054.1	0	0	0	0	0	0	0	0
ENSMUSG00000098055.1	0	0	0	2	0	8	19	0
ENSMUSG00000098056.1	0	1	1	0	1	0	0	0
ENSMUSG00000098057.1	1	0	0	4	0	0	1	2
ENSMUSG00000098058.1	1	1	0	0	0	0	1	0
ENSMUSG00000098059.1	0	0	0	0	0	0	0	0
ENSMUSG00000098060.1	0	0	0	0	0	0	0	0
ENSMUSG00000098061.1	0	0	0	0	0	0	0	0
ENSMUSG00000098062.1	15	0	12	1	5	2	15	23
ENSMUSG00000098064.1	0	0	0	0	0	0	0	0
ENSMUSG00000098065.1	0	0	0	0	0	0	0	0
ENSMUSG00000098066.2	20	22	19	31	24	18	30	16
ENSMUSG00000098067.1	0	0	0	0	0	0	0	0
ENSMUSG00000098068.1	1	2	1	20	0	0	0	0
ENSMUSG00000098069.1	0	0	0	0	0	0	0	0
ENSMUSG00000098070.1	0	0	0	0	0	0	0	0
ENSMUSG00000098071.2	0	0	0	0	0	0	0	0
ENSMUSG00000098072.1	0	0	0	0	0	0	0	0
ENSMUSG00000098073.1	0	0	0	0	0	0	0	0
ENSMUSG00000098074.1	0	0	0	0	0	0	0	0
ENSMUSG00000098075.1	0	0	0	0	0	0	0	0
ENSMUSG00000098076.1	20	20	7	27	13	9	20	15
ENSMUSG00000098077.1	0	0	1	0	0	0	0	0
ENSMUSG00000098078.1	0	0	0	0	0	0	0	0
ENSMUSG00000098079.1	0	0	0	0	0	0	0	0
ENSMUSG00000098080.1	0	0	0	0	0	1	0	0
ENSMUSG00000098081.1	0	0	0	0	0	0	0	0
ENSMUSG00000098082.1	0	0	0	1	0	0	0	0
ENSMUSG00000098083.1	0	0	0	0	0	0	0	0
ENSMUSG00000098084.1	0	0	0	0	0	0	0	0
ENSMUSG00000098085.1	0	0	0	0	1	0	0	0
ENSMUSG00000098086.1	0	0	0	0	0	0	0	0
ENSMUSG00000098087.1	0	0	0	0	0	0	0	0
ENSMUSG00000098088.1	0	0	0	0	0	0	0	0
ENSMUSG00000098089.1	0	0	0	0	0	0	0	0
ENSMUSG00000098090.7	507	335	494	462	529	242	498	475
ENSMUSG00000098091.1	5	4	6	5	5	4	8	0
ENSMUSG00000098092.1	1	0	1	0	0	1	0	0
ENSMUSG00000098093.1	0	0	0	0	0	0	0	0
ENSMUSG00000098094.7	0	0	0	0	0	0	0	0
ENSMUSG00000098095.1	0	0	0	0	0	0	0	0
ENSMUSG00000098096.1	0	0	0	0	0	0	0	0
ENSMUSG00000098097.7	0	0	0	0	0	0	0	0
ENSMUSG00000098098.7	15	23	10	10	19	2	0	14
ENSMUSG00000098099.1	0	0	0	0	0	0	0	0
ENSMUSG00000098100.1	0	0	0	0	0	0	0	0
ENSMUSG00000098101.1	0	0	0	10	0	0	1	5
ENSMUSG00000098102.1	0	0	1	0	0	0	0	1
ENSMUSG00000098103.1	0	0	0	0	0	0	0	0
ENSMUSG00000098104.1	342	223	279	251	236	177	371	302
ENSMUSG00000098105.1	5	0	2	2	2	2	3	4
ENSMUSG00000098106.1	0	0	0	0	0	0	0	0
ENSMUSG00000098107.1	0	1	0	0	0	0	0	0
ENSMUSG00000098108.7	30	6	16	14	5	6	45	10
ENSMUSG00000098109.1	0	0	0	0	0	0	0	0
ENSMUSG00000098110.1	0	0	0	0	0	0	0	0
ENSMUSG00000098111.1	11	6	4	10	6	7	18	8
ENSMUSG00000098112.7	20255	16852	24084	22105	20860	15165	24947	24922
ENSMUSG00000098113.1	5	4	9	7	5	3	9	2
ENSMUSG00000098114.1	0	0	0	0	0	0	0	0
ENSMUSG00000098115.1	0	0	0	0	0	0	0	0
ENSMUSG00000098116.1	0	0	0	0	0	0	0	1
ENSMUSG00000098118.1	0	0	0	0	0	0	0	0
ENSMUSG00000098119.1	0	0	0	0	0	0	0	0
ENSMUSG00000098120.1	70	31	52	55	27	44	84	98
ENSMUSG00000098121.1	0	0	0	0	0	0	0	0
ENSMUSG00000098122.1	0	0	0	0	0	0	0	0
ENSMUSG00000098123.1	14	13	14	26	18	9	17	20
ENSMUSG00000098124.1	0	0	0	0	0	0	0	0
ENSMUSG00000098125.1	0	0	0	0	0	0	0	0
ENSMUSG00000098126.1	0	0	0	0	0	0	0	0
ENSMUSG00000098127.1	0	0	3	0	0	4	0	0
ENSMUSG00000098128.1	0	0	0	0	0	0	0	0
ENSMUSG00000098129.1	0	0	0	0	0	0	0	0
ENSMUSG00000098130.1	0	0	0	0	0	0	0	0
ENSMUSG00000098131.1	0	0	0	0	0	0	0	0
ENSMUSG00000098132.1	0	0	0	0	0	0	0	6
ENSMUSG00000098134.1	1532	1312	1563	1673	1263	1013	2076	1813
ENSMUSG00000098135.1	1	0	0	0	0	0	1	0
ENSMUSG00000098136.1	1	0	0	0	0	0	1	0
ENSMUSG00000098137.3	0	0	0	0	0	0	0	0
ENSMUSG00000098138.1	0	0	1	1	3	2	2	1
ENSMUSG00000098139.1	0	0	0	0	0	0	0	0
ENSMUSG00000098140.1	0	0	0	0	0	0	0	0
ENSMUSG00000098141.1	0	0	1	0	1	1	1	1
ENSMUSG00000098142.1	2	4	3	3	1	2	2	16
ENSMUSG00000098143.1	0	0	0	0	0	0	0	0
ENSMUSG00000098144.7	0	3	0	0	0	0	0	0
ENSMUSG00000098145.1	1	0	0	0	5	1	0	3
ENSMUSG00000098146.1	5	2	23	14	25	7	11	12
ENSMUSG00000098147.1	0	0	0	0	0	0	0	0
ENSMUSG00000098149.1	0	0	0	4	1	1	1	2
ENSMUSG00000098150.1	0	0	0	0	0	0	0	0
ENSMUSG00000098151.1	0	0	0	0	0	0	0	0
ENSMUSG00000098152.1	0	0	0	0	0	0	0	0
ENSMUSG00000098153.1	0	0	0	0	0	0	0	0
ENSMUSG00000098154.1	1	2	1	3	1	1	4	2
ENSMUSG00000098155.1	0	0	0	0	0	0	0	0
ENSMUSG00000098156.1	0	0	0	0	0	1	0	1
ENSMUSG00000098157.1	0	0	0	0	0	0	0	0
ENSMUSG00000098158.1	0	1	0	0	0	0	1	1
ENSMUSG00000098159.1	0	0	0	0	0	0	0	0
ENSMUSG00000098160.3	0	0	0	0	0	0	0	0
ENSMUSG00000098161.1	0	0	0	6	0	0	0	0
ENSMUSG00000098162.1	0	0	0	0	0	0	0	0
ENSMUSG00000098163.1	0	0	0	0	0	0	0	0
ENSMUSG00000098164.1	3	0	1	6	5	0	0	1
ENSMUSG00000098165.1	0	0	0	0	0	0	0	0
ENSMUSG00000098166.1	3	0	0	5	0	0	3	1
ENSMUSG00000098167.1	0	0	0	0	0	0	0	0
ENSMUSG00000098169.1	0	1	1	0	0	0	1	0
ENSMUSG00000098170.1	0	0	0	0	0	0	0	0
ENSMUSG00000098171.1	0	0	0	0	0	0	0	0
ENSMUSG00000098172.7	0	0	0	0	0	0	0	0
ENSMUSG00000098173.1	0	0	0	0	0	0	0	0
ENSMUSG00000098174.1	0	0	0	0	0	0	0	0
ENSMUSG00000098175.1	1	1	0	1	0	1	0	0
ENSMUSG00000098176.1	1490	1062	1236	1551	993	829	1715	1566
ENSMUSG00000098177.1	0	0	0	0	0	1	0	0
ENSMUSG00000098178.1	0	0	0	0	0	0	0	0
ENSMUSG00000098179.1	0	0	0	0	0	0	0	0
ENSMUSG00000098180.1	2	1	0	3	1	0	2	2
ENSMUSG00000098181.1	2	3	1	4	2	4	10	5
ENSMUSG00000098183.1	46	10	10	31	53	37	7	1
ENSMUSG00000098184.1	4	8	7	8	9	0	8	12
ENSMUSG00000098185.1	0	0	0	0	0	0	0	0
ENSMUSG00000098186.1	0	0	0	0	0	0	0	0
ENSMUSG00000098187.1	1	3	1	0	2	1	2	3
ENSMUSG00000098188.1	42	41	70	95	5	50	54	36
ENSMUSG00000098189.1	0	0	0	0	0	0	0	0
ENSMUSG00000098190.1	0	0	0	0	0	0	0	0
ENSMUSG00000098191.1	0	0	0	0	0	0	0	0
ENSMUSG00000098192.1	27	17	13	14	14	5	17	18
ENSMUSG00000098193.1	0	0	0	0	0	0	0	0
ENSMUSG00000098194.1	0	1	0	0	0	0	0	2
ENSMUSG00000098195.1	0	1	0	0	1	0	0	0
ENSMUSG00000098196.1	1	2	0	0	0	1	1	1
ENSMUSG00000098197.1	36	20	53	96	47	50	31	40
ENSMUSG00000098198.1	16	2	19	11	7	10	16	18
ENSMUSG00000098199.1	0	0	2	0	0	0	1	0
ENSMUSG00000098200.1	0	0	0	0	0	0	0	0
ENSMUSG00000098201.1	0	2	1	0	1	0	1	2
ENSMUSG00000098202.1	1	0	0	1	1	1	1	3
ENSMUSG00000098203.1	1	0	0	1	0	0	0	0
ENSMUSG00000098204.1	0	0	0	0	0	0	0	0
ENSMUSG00000098205.1	0	0	0	0	0	0	0	0
ENSMUSG00000098206.1	0	1	1	6	0	15	14	1
ENSMUSG00000098207.1	14	2	0	0	0	6	0	0
ENSMUSG00000098208.1	2	2	4	4	5	5	2	1
ENSMUSG00000098209.1	0	0	0	0	0	0	0	0
ENSMUSG00000098210.1	0	0	0	0	0	0	0	0
ENSMUSG00000098211.1	10	0	0	5	0	0	0	0
ENSMUSG00000098212.2	0	0	0	0	0	0	0	0
ENSMUSG00000098213.1	0	0	0	0	0	0	0	0
ENSMUSG00000098214.2	0	0	0	0	0	0	0	0
ENSMUSG00000098215.1	0	0	1	0	0	0	0	0
ENSMUSG00000098216.1	0	0	0	0	0	0	0	0
ENSMUSG00000098217.1	1	0	2	1	9	0	1	0
ENSMUSG00000098218.1	0	0	0	0	0	1	0	0
ENSMUSG00000098219.1	2	0	2	1	1	0	0	0
ENSMUSG00000098221.1	0	0	0	0	0	0	0	0
ENSMUSG00000098222.1	2	2	0	1	0	1	1	0
ENSMUSG00000098223.1	0	0	0	0	0	0	0	0
ENSMUSG00000098224.1	3	2	6	10	3	1	2	1
ENSMUSG00000098225.1	0	0	0	0	1	0	0	0
ENSMUSG00000098226.1	0	0	0	0	0	0	0	0
ENSMUSG00000098227.1	0	0	0	0	0	1	0	1
ENSMUSG00000098228.1	0	0	0	0	0	0	0	0
ENSMUSG00000098229.1	0	0	0	0	0	0	0	0
ENSMUSG00000098230.7	0	0	0	0	0	0	0	0
ENSMUSG00000098231.1	1	0	0	0	0	0	0	0
ENSMUSG00000098232.1	1	0	2	1	2	0	2	2
ENSMUSG00000098233.1	0	0	0	0	0	0	0	0
ENSMUSG00000098234.7	1550	1106	1557	1499	1172	1073	1833	1366
ENSMUSG00000098235.1	0	0	0	0	0	0	0	0
ENSMUSG00000098236.1	0	0	0	0	0	0	0	0
ENSMUSG00000098237.1	0	0	0	0	0	0	0	0
ENSMUSG00000098238.1	1	2	4	3	1	0	0	3
ENSMUSG00000098240.1	1	2	1	1	1	1	4	0
ENSMUSG00000098241.1	4	1	1	13	0	0	4	5
